,best
agreement_determiner_noun-across_1_adjective,0.5135
agreement_determiner_noun-between_neighbors,0.522
agreement_subject_verb-across_prepositional_phrase,0.496
agreement_subject_verb-across_relative_clause,0.505
agreement_subject_verb-in_question_with_aux,0.501
agreement_subject_verb-in_simple_question,0.497
anaphor_agreement-pronoun_gender,0.5205
argument_structure-dropped_argument,0.9145
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5925
binding-principle_a,0.3495
case-subjective_pronoun,1.0
ellipsis-n_bar,0.271
filler-gap-wh_question_object,0.3365
filler-gap-wh_question_subject,0.9465
irregular-verb,0.627
island-effects-adjunct_island,0.701
island-effects-coordinate_structure_constraint,0.366
local_attractor-in_question_with_aux,0.584
npi_licensing-matrix_question,0.33
npi_licensing-only_npi_licensor,0.9185
quantifiers-existential_there,0.745
quantifiers-superlative,0.477
