,best
agreement_determiner_noun-across_1_adjective,0.7025
agreement_determiner_noun-between_neighbors,0.79
agreement_subject_verb-across_prepositional_phrase,0.6155
agreement_subject_verb-across_relative_clause,0.58
agreement_subject_verb-in_question_with_aux,0.546
agreement_subject_verb-in_simple_question,0.56
anaphor_agreement-pronoun_gender,0.6025
argument_structure-dropped_argument,0.7985
argument_structure-swapped_arguments,0.981
argument_structure-transitive,0.658
binding-principle_a,0.3795
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.388
filler-gap-wh_question_object,0.6625
filler-gap-wh_question_subject,0.9845
irregular-verb,0.814
island-effects-adjunct_island,0.809
island-effects-coordinate_structure_constraint,0.6985
local_attractor-in_question_with_aux,0.4705
npi_licensing-matrix_question,0.115
npi_licensing-only_npi_licensor,0.92
quantifiers-existential_there,0.887
quantifiers-superlative,0.256
