,best
agreement_determiner_noun-across_1_adjective,0.5115
agreement_determiner_noun-between_neighbors,0.5165
agreement_subject_verb-across_prepositional_phrase,0.506
agreement_subject_verb-across_relative_clause,0.492
agreement_subject_verb-in_question_with_aux,0.5015
agreement_subject_verb-in_simple_question,0.493
anaphor_agreement-pronoun_gender,0.5265
argument_structure-dropped_argument,0.93
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5385
binding-principle_a,0.2135
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.183
filler-gap-wh_question_object,0.286
filler-gap-wh_question_subject,0.8715
irregular-verb,0.5385
island-effects-adjunct_island,0.507
island-effects-coordinate_structure_constraint,0.39
local_attractor-in_question_with_aux,0.6315
npi_licensing-matrix_question,0.4005
npi_licensing-only_npi_licensor,0.99
quantifiers-existential_there,0.609
quantifiers-superlative,0.403
