,best
agreement_determiner_noun-across_1_adjective,0.528
agreement_determiner_noun-between_neighbors,0.5215
agreement_subject_verb-across_prepositional_phrase,0.501
agreement_subject_verb-across_relative_clause,0.506
agreement_subject_verb-in_question_with_aux,0.513
agreement_subject_verb-in_simple_question,0.515
anaphor_agreement-pronoun_gender,0.535
argument_structure-dropped_argument,0.9095
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5815
binding-principle_a,0.559
case-subjective_pronoun,1.0
ellipsis-n_bar,0.35
filler-gap-wh_question_object,0.557
filler-gap-wh_question_subject,0.976
irregular-verb,0.6925
island-effects-adjunct_island,0.696
island-effects-coordinate_structure_constraint,0.426
local_attractor-in_question_with_aux,0.5375
npi_licensing-matrix_question,0.3795
npi_licensing-only_npi_licensor,0.795
quantifiers-existential_there,0.805
quantifiers-superlative,0.322
