,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.561
agreement_subject_verb-across_prepositional_phrase,0.518
agreement_subject_verb-across_relative_clause,0.5085
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.5095
anaphor_agreement-pronoun_gender,0.4915
argument_structure-dropped_argument,0.7915
argument_structure-swapped_arguments,0.9825
argument_structure-transitive,0.663
binding-principle_a,0.3735
case-subjective_pronoun,0.996
ellipsis-n_bar,0.511
filler-gap-wh_question_object,0.257
filler-gap-wh_question_subject,0.986
irregular-verb,0.692
island-effects-adjunct_island,0.4445
island-effects-coordinate_structure_constraint,0.594
local_attractor-in_question_with_aux,0.6195
npi_licensing-matrix_question,0.1375
npi_licensing-only_npi_licensor,0.4865
quantifiers-existential_there,0.757
quantifiers-superlative,0.498
