,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1309.11474609375), (1, 983.7996826171875)]","[(0, 4325.4052734375), (1, 3541.741455078125)]","[(0, 2922.931884765625), (1, 2508.569580078125)]","[(0, 2473.458251953125), (1, 2847.1474609375)]","[(0, 898.1365356445312), (1, 1084.1258544921875)]","[(0, 1906.7061767578125), (1, 908.133056640625)]","[(0, 17149.271484375), (1, 12875.3134765625)]","[(0, 5539.875), (1, 2908.008056640625)]","[(0, 27452.197265625), (1, 13842.5751953125)]","[(0, 577490.375), (1, 234727.703125)]","[(0, 8413.34765625), (1, 14376.537109375)]","[(0, 10052.66796875), (1, 7310.1875)]","[(0, 15153.734375), (1, 15366.5869140625)]","[(0, 3535.245361328125), (1, 3572.162109375)]","[(0, 6886.6259765625), (1, 3420.9951171875)]","[(0, 2834.2861328125), (1, 2644.773193359375)]","[(0, 3307.899658203125), (1, 2620.892333984375)]","[(0, 4049.1376953125), (1, 2948.726318359375)]","[(0, 1946.196533203125), (1, 2399.52197265625)]","[(0, 2100.094970703125), (1, 1384.5665283203125)]","[(0, 9563.2392578125), (1, 9199.9921875)]","[(0, 1774.4715576171875), (1, 963.1817626953125)]","[(0, 421.44921875), (1, 483.5986633300781)]"
1,"[(0, 2552.537841796875), (1, 2685.895751953125)]","[(0, 3308.95068359375), (1, 2928.97021484375)]","[(0, 3601.38427734375), (1, 3107.61767578125)]","[(0, 1591.2435302734375), (1, 1962.46728515625)]","[(0, 484.59332275390625), (1, 350.0555419921875)]","[(0, 1243.122314453125), (1, 662.0009155273438)]","[(0, 6220.634765625), (1, 7486.92724609375)]","[(0, 4744.91357421875), (1, 3249.997802734375)]","[(0, 7728.97216796875), (1, 2751.46435546875)]","[(0, 53245.95703125), (1, 35488.0625)]","[(0, 16300.1064453125), (1, 21011.0078125)]","[(0, 9927.736328125), (1, 5309.35009765625)]","[(0, 17909.216796875), (1, 17935.8984375)]","[(0, 4239.7216796875), (1, 5517.29296875)]","[(0, 6792.38818359375), (1, 5029.654296875)]","[(0, 1197.425048828125), (1, 1532.9591064453125)]","[(0, 1459.718505859375), (1, 1187.0369873046875)]","[(0, 3199.098388671875), (1, 4176.64306640625)]","[(0, 12522.2421875), (1, 19073.046875)]","[(0, 2420.135498046875), (1, 2079.04443359375)]","[(0, 3516.08349609375), (1, 3290.42529296875)]","[(0, 2975.48046875), (1, 1706.7366943359375)]","[(0, 2496.263671875), (1, 3175.556396484375)]"
2,"[(0, 2077.865966796875), (1, 2324.432373046875)]","[(0, 2270.1767578125), (1, 1771.1121826171875)]","[(0, 3638.7314453125), (1, 3102.743408203125)]","[(0, 1871.762939453125), (1, 2291.994873046875)]","[(0, 431.1739501953125), (1, 386.1286315917969)]","[(0, 1077.804931640625), (1, 482.2704162597656)]","[(0, 3954.43798828125), (1, 3753.048828125)]","[(0, 4728.9716796875), (1, 3036.9326171875)]","[(0, 15507.416015625), (1, 5477.4326171875)]","[(0, 189503.28125), (1, 294943.375)]","[(0, 10208.75390625), (1, 12833.595703125)]","[(0, 8985.572265625), (1, 2202.9091796875)]","[(0, 18241.818359375), (1, 17800.34375)]","[(0, 3715.56640625), (1, 3033.0341796875)]","[(0, 10580.4453125), (1, 6386.66015625)]","[(0, 2763.2158203125), (1, 2152.340576171875)]","[(0, 10368.14453125), (1, 10386.1064453125)]","[(0, 1638.1171875), (1, 1201.823974609375)]","[(0, 2462.293212890625), (1, 1827.4901123046875)]","[(0, 5611.7021484375), (1, 5060.91552734375)]","[(0, 5455.1728515625), (1, 5024.21337890625)]","[(0, 3008.920166015625), (1, 2103.045166015625)]","[(0, 1065.623046875), (1, 888.4397583007812)]"
3,"[(0, 5679.2373046875), (1, 3976.2275390625)]","[(0, 1732.6221923828125), (1, 1456.8367919921875)]","[(0, 4543.77099609375), (1, 3946.6279296875)]","[(0, 1723.701904296875), (1, 2112.990478515625)]","[(0, 5625.0439453125), (1, 4716.81494140625)]","[(0, 7055.81640625), (1, 3061.814453125)]","[(0, 4342.8974609375), (1, 4851.61181640625)]","[(0, 7194.1357421875), (1, 6924.5458984375)]","[(0, 15196.6298828125), (1, 2643.620849609375)]","[(0, 116661.765625), (1, 140854.140625)]","[(0, 18464.787109375), (1, 17904.31640625)]","[(0, 12851.28125), (1, 3556.892333984375)]","[(0, 15138.279296875), (1, 14559.5771484375)]","[(0, 4319.20166015625), (1, 4395.22607421875)]","[(0, 9604.75390625), (1, 5865.962890625)]","[(0, 1153.63818359375), (1, 1339.28173828125)]","[(0, 4715.45654296875), (1, 4873.70458984375)]","[(0, 2450.74951171875), (1, 2529.971435546875)]","[(0, 6277.7822265625), (1, 3938.431396484375)]","[(0, 14696.0361328125), (1, 40116.5234375)]","[(0, 4190.1279296875), (1, 3780.55859375)]","[(0, 3753.39599609375), (1, 2593.666748046875)]","[(0, 2982.271728515625), (1, 2923.00146484375)]"
4,"[(0, 1314.574462890625), (1, 932.4097290039062)]","[(0, 3869.713623046875), (1, 3517.653076171875)]","[(0, 3810.638671875), (1, 4273.4228515625)]","[(0, 1491.3172607421875), (1, 1764.6109619140625)]","[(0, 2932.031982421875), (1, 2323.5380859375)]","[(0, 1160.2283935546875), (1, 640.656494140625)]","[(0, 12123.6689453125), (1, 12955.1513671875)]","[(0, 5744.703125), (1, 4968.298828125)]","[(0, 16055.05078125), (1, 6787.96533203125)]","[(0, 20895.84765625), (1, 12513.1337890625)]","[(0, 9688.646484375), (1, 8367.38671875)]","[(0, 10875.83984375), (1, 6094.181640625)]","[(0, 11532.3125), (1, 12878.3466796875)]","[(0, 2399.485107421875), (1, 3102.166259765625)]","[(0, 7263.55029296875), (1, 5787.048828125)]","[(0, 5667.50732421875), (1, 3373.203369140625)]","[(0, 6009.2802734375), (1, 5684.49365234375)]","[(0, 1613.4859619140625), (1, 1153.8863525390625)]","[(0, 4275.31005859375), (1, 3131.525146484375)]","[(0, 8150.14306640625), (1, 10304.8193359375)]","[(0, 1795.78564453125), (1, 1757.5472412109375)]","[(0, 1562.486083984375), (1, 1137.2088623046875)]","[(0, 3170.868896484375), (1, 3242.09765625)]"
5,"[(0, 1158.9090576171875), (1, 1199.30224609375)]","[(0, 3241.813232421875), (1, 2721.898193359375)]","[(0, 2376.68359375), (1, 2738.620849609375)]","[(0, 2430.693359375), (1, 2971.82958984375)]","[(0, 3272.696533203125), (1, 2030.9376220703125)]","[(0, 2229.147216796875), (1, 1166.752685546875)]","[(0, 6457.373046875), (1, 6119.31201171875)]","[(0, 11771.279296875), (1, 6617.49365234375)]","[(0, 27019.76171875), (1, 5576.6298828125)]","[(0, 128077.796875), (1, 87809.421875)]","[(0, 4902.2421875), (1, 6538.5517578125)]","[(0, 7602.50146484375), (1, 2587.059814453125)]","[(0, 8804.970703125), (1, 8618.978515625)]","[(0, 3884.81103515625), (1, 5227.4150390625)]","[(0, 5119.10693359375), (1, 6162.984375)]","[(0, 1715.38525390625), (1, 1304.9415283203125)]","[(0, 2585.89306640625), (1, 2334.688720703125)]","[(0, 2475.720458984375), (1, 1850.478515625)]","[(0, 29861.806640625), (1, 19955.181640625)]","[(0, 21842.53125), (1, 38252.3046875)]","[(0, 1864.197998046875), (1, 1748.7193603515625)]","[(0, 3100.554443359375), (1, 2117.203125)]","[(0, 579.63720703125), (1, 701.3316650390625)]"
6,"[(0, 968.4535522460938), (1, 1083.36767578125)]","[(0, 3707.5703125), (1, 3215.027099609375)]","[(0, 4032.6513671875), (1, 4658.60888671875)]","[(0, 1341.3306884765625), (1, 1568.86474609375)]","[(0, 1253.9498291015625), (1, 996.5413818359375)]","[(0, 1354.598388671875), (1, 727.9139404296875)]","[(0, 7185.29736328125), (1, 7644.50927734375)]","[(0, 11330.67578125), (1, 6479.48779296875)]","[(0, 18622.35546875), (1, 8552.8671875)]","[(0, 90213.7265625), (1, 198106.484375)]","[(0, 7003.87255859375), (1, 6946.796875)]","[(0, 24706.0234375), (1, 9133.5869140625)]","[(0, 8502.9794921875), (1, 11038.8857421875)]","[(0, 9522.595703125), (1, 8955.5693359375)]","[(0, 14729.54296875), (1, 6650.11962890625)]","[(0, 8684.837890625), (1, 7885.6982421875)]","[(0, 5963.56787109375), (1, 5141.93701171875)]","[(0, 3564.485107421875), (1, 2754.6689453125)]","[(0, 3847.505859375), (1, 2526.5849609375)]","[(0, 9751.328125), (1, 11091.8486328125)]","[(0, 5504.60546875), (1, 5763.4873046875)]","[(0, 2685.039306640625), (1, 1627.811767578125)]","[(0, 2129.726318359375), (1, 2203.770751953125)]"
7,"[(0, 5417.68310546875), (1, 3593.89794921875)]","[(0, 3101.78466796875), (1, 2513.720703125)]","[(0, 3378.132080078125), (1, 3858.187255859375)]","[(0, 3082.707763671875), (1, 2540.910400390625)]","[(0, 413.6337890625), (1, 515.5931396484375)]","[(0, 2389.177001953125), (1, 1165.044921875)]","[(0, 4385.65869140625), (1, 4281.98974609375)]","[(0, 10538.9951171875), (1, 1819.258056640625)]","[(0, 23369.7890625), (1, 2234.5537109375)]","[(0, 69708.640625), (1, 58365.9140625)]","[(0, 4297.068359375), (1, 4719.94677734375)]","[(0, 4740.3408203125), (1, 4514.09912109375)]","[(0, 10089.18359375), (1, 12289.1201171875)]","[(0, 17215.259765625), (1, 17196.783203125)]","[(0, 10469.7021484375), (1, 6150.34912109375)]","[(0, 6262.6650390625), (1, 7262.9892578125)]","[(0, 2975.988525390625), (1, 2570.1103515625)]","[(0, 2657.12939453125), (1, 3654.35986328125)]","[(0, 4471.15576171875), (1, 2891.805908203125)]","[(0, 14417.76953125), (1, 27541.43359375)]","[(0, 3152.602294921875), (1, 2801.798828125)]","[(0, 2270.063232421875), (1, 1507.6529541015625)]","[(0, 5109.91259765625), (1, 4908.10791015625)]"
8,"[(0, 1204.05126953125), (1, 1317.9466552734375)]","[(0, 8032.568359375), (1, 8338.65234375)]","[(0, 3610.097900390625), (1, 3887.175537109375)]","[(0, 2072.233154296875), (1, 1612.2308349609375)]","[(0, 410.70404052734375), (1, 442.8318786621094)]","[(0, 1638.97509765625), (1, 885.7178344726562)]","[(0, 2631.33740234375), (1, 2400.279296875)]","[(0, 7549.49853515625), (1, 4017.657470703125)]","[(0, 9755.4580078125), (1, 5783.3798828125)]","[(0, 2335.981689453125), (1, 1647.4349365234375)]","[(0, 1868.635498046875), (1, 2252.96875)]","[(0, 14750.5859375), (1, 6926.11181640625)]","[(0, 26824.275390625), (1, 29286.294921875)]","[(0, 4284.9228515625), (1, 3496.18505859375)]","[(0, 9369.9560546875), (1, 7223.66357421875)]","[(0, 5160.9150390625), (1, 4328.251953125)]","[(0, 3128.8203125), (1, 2475.0771484375)]","[(0, 1249.607421875), (1, 987.083251953125)]","[(0, 2560.61669921875), (1, 3374.866943359375)]","[(0, 4986.935546875), (1, 4580.08984375)]","[(0, 2844.025390625), (1, 2621.483642578125)]","[(0, 1497.0069580078125), (1, 1345.0294189453125)]","[(0, 807.6802368164062), (1, 677.701416015625)]"
9,"[(0, 2939.913818359375), (1, 2057.68994140625)]","[(0, 6451.50048828125), (1, 6615.75830078125)]","[(0, 6216.2578125), (1, 6946.3330078125)]","[(0, 2364.331298828125), (1, 1852.4339599609375)]","[(0, 5100.94384765625), (1, 5756.5986328125)]","[(0, 1996.53466796875), (1, 880.3106689453125)]","[(0, 2608.501953125), (1, 2898.43505859375)]","[(0, 11742.396484375), (1, 6461.2353515625)]","[(0, 10053.501953125), (1, 6145.67041015625)]","[(0, 65508.38671875), (1, 68656.78125)]","[(0, 2780.185791015625), (1, 3258.252685546875)]","[(0, 10918.0947265625), (1, 3278.306640625)]","[(0, 23880.857421875), (1, 26118.33984375)]","[(0, 5797.7763671875), (1, 5854.42236328125)]","[(0, 8892.3359375), (1, 8176.9404296875)]","[(0, 3806.614013671875), (1, 4551.091796875)]","[(0, 1333.7047119140625), (1, 1018.26953125)]","[(0, 1768.1234130859375), (1, 2351.463134765625)]","[(0, 5007.43310546875), (1, 4474.7001953125)]","[(0, 2432.279541015625), (1, 4234.94140625)]","[(0, 1980.123046875), (1, 1748.784423828125)]","[(0, 2906.97509765625), (1, 2501.860595703125)]","[(0, 1268.8865966796875), (1, 1525.4456787109375)]"
