,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.5035
agreement_subject_verb-across_prepositional_phrase,0.508
agreement_subject_verb-across_relative_clause,0.505
agreement_subject_verb-in_question_with_aux,0.503
agreement_subject_verb-in_simple_question,0.503
anaphor_agreement-pronoun_gender,0.5265
argument_structure-dropped_argument,0.945
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5645
binding-principle_a,0.308
case-subjective_pronoun,1.0
ellipsis-n_bar,0.352
filler-gap-wh_question_object,0.3035
filler-gap-wh_question_subject,0.744
irregular-verb,0.5845
island-effects-adjunct_island,0.642
island-effects-coordinate_structure_constraint,0.5705
local_attractor-in_question_with_aux,0.4715
npi_licensing-matrix_question,0.506
npi_licensing-only_npi_licensor,0.9995
quantifiers-existential_there,0.6275
quantifiers-superlative,0.507
