,best
agreement_determiner_noun-across_1_adjective,0.5165
agreement_determiner_noun-between_neighbors,0.5405
agreement_subject_verb-across_prepositional_phrase,0.503
agreement_subject_verb-across_relative_clause,0.501
agreement_subject_verb-in_question_with_aux,0.4825
agreement_subject_verb-in_simple_question,0.494
anaphor_agreement-pronoun_gender,0.5625
argument_structure-dropped_argument,0.696
argument_structure-swapped_arguments,0.9995
argument_structure-transitive,0.429
binding-principle_a,0.5215
case-subjective_pronoun,0.992
ellipsis-n_bar,0.1655
filler-gap-wh_question_object,0.4225
filler-gap-wh_question_subject,1.0
irregular-verb,0.5065
island-effects-adjunct_island,0.4295
island-effects-coordinate_structure_constraint,0.055
local_attractor-in_question_with_aux,0.6495
npi_licensing-matrix_question,0.6015
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.6605
quantifiers-superlative,0.006
