,best
agreement_determiner_noun-across_1_adjective,0.529
agreement_determiner_noun-between_neighbors,0.5225
agreement_subject_verb-across_prepositional_phrase,0.504
agreement_subject_verb-across_relative_clause,0.506
agreement_subject_verb-in_question_with_aux,0.5125
agreement_subject_verb-in_simple_question,0.5165
anaphor_agreement-pronoun_gender,0.5375
argument_structure-dropped_argument,0.908
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5805
binding-principle_a,0.5595
case-subjective_pronoun,1.0
ellipsis-n_bar,0.357
filler-gap-wh_question_object,0.578
filler-gap-wh_question_subject,0.9795
irregular-verb,0.6895
island-effects-adjunct_island,0.6985
island-effects-coordinate_structure_constraint,0.4335
local_attractor-in_question_with_aux,0.5405
npi_licensing-matrix_question,0.381
npi_licensing-only_npi_licensor,0.806
quantifiers-existential_there,0.8055
quantifiers-superlative,0.321
