,best
agreement_determiner_noun-across_1_adjective,0.6145
agreement_determiner_noun-between_neighbors,0.73
agreement_subject_verb-across_prepositional_phrase,0.559
agreement_subject_verb-across_relative_clause,0.5585
agreement_subject_verb-in_question_with_aux,0.518
agreement_subject_verb-in_simple_question,0.532
anaphor_agreement-pronoun_gender,0.5485
argument_structure-dropped_argument,0.885
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6175
binding-principle_a,0.5865
case-subjective_pronoun,0.996
ellipsis-n_bar,0.4245
filler-gap-wh_question_object,0.499
filler-gap-wh_question_subject,0.7745
irregular-verb,0.6575
island-effects-adjunct_island,0.656
island-effects-coordinate_structure_constraint,0.5
local_attractor-in_question_with_aux,0.658
npi_licensing-matrix_question,0.401
npi_licensing-only_npi_licensor,0.744
quantifiers-existential_there,0.88
quantifiers-superlative,0.4685
