,best
agreement_determiner_noun-across_1_adjective,0.506
agreement_determiner_noun-between_neighbors,0.5175
agreement_subject_verb-across_prepositional_phrase,0.5095
agreement_subject_verb-across_relative_clause,0.515
agreement_subject_verb-in_question_with_aux,0.5005
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.5335
argument_structure-dropped_argument,0.885
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5495
binding-principle_a,0.321
case-subjective_pronoun,1.0
ellipsis-n_bar,0.169
filler-gap-wh_question_object,0.4385
filler-gap-wh_question_subject,0.8355
irregular-verb,0.5715
island-effects-adjunct_island,0.5525
island-effects-coordinate_structure_constraint,0.625
local_attractor-in_question_with_aux,0.6405
npi_licensing-matrix_question,0.314
npi_licensing-only_npi_licensor,0.912
quantifiers-existential_there,0.694
quantifiers-superlative,0.491
