,best
agreement_determiner_noun-across_1_adjective,0.512
agreement_determiner_noun-between_neighbors,0.5215
agreement_subject_verb-across_prepositional_phrase,0.513
agreement_subject_verb-across_relative_clause,0.5015
agreement_subject_verb-in_question_with_aux,0.5185
agreement_subject_verb-in_simple_question,0.498
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.9305
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.614
binding-principle_a,0.3955
case-subjective_pronoun,1.0
ellipsis-n_bar,0.3245
filler-gap-wh_question_object,0.3305
filler-gap-wh_question_subject,0.655
irregular-verb,0.5975
island-effects-adjunct_island,0.7
island-effects-coordinate_structure_constraint,0.5655
local_attractor-in_question_with_aux,0.4265
npi_licensing-matrix_question,0.462
npi_licensing-only_npi_licensor,0.9745
quantifiers-existential_there,0.666
quantifiers-superlative,0.509
