,best
agreement_determiner_noun-across_1_adjective,0.5305
agreement_determiner_noun-between_neighbors,0.5485
agreement_subject_verb-across_prepositional_phrase,0.55
agreement_subject_verb-across_relative_clause,0.516
agreement_subject_verb-in_question_with_aux,0.506
agreement_subject_verb-in_simple_question,0.5075
anaphor_agreement-pronoun_gender,0.5345
argument_structure-dropped_argument,0.933
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6345
binding-principle_a,0.4405
case-subjective_pronoun,1.0
ellipsis-n_bar,0.4205
filler-gap-wh_question_object,0.659
filler-gap-wh_question_subject,0.823
irregular-verb,0.657
island-effects-adjunct_island,0.598
island-effects-coordinate_structure_constraint,0.64
local_attractor-in_question_with_aux,0.614
npi_licensing-matrix_question,0.235
npi_licensing-only_npi_licensor,0.966
quantifiers-existential_there,0.7725
quantifiers-superlative,0.4485
