,best
agreement_determiner_noun-across_1_adjective,0.509
agreement_determiner_noun-between_neighbors,0.5325
agreement_subject_verb-across_prepositional_phrase,0.502
agreement_subject_verb-across_relative_clause,0.514
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.5035
anaphor_agreement-pronoun_gender,0.527
argument_structure-dropped_argument,0.911
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6325
binding-principle_a,0.381
case-subjective_pronoun,1.0
ellipsis-n_bar,0.1925
filler-gap-wh_question_object,0.3855
filler-gap-wh_question_subject,0.6565
irregular-verb,0.5845
island-effects-adjunct_island,0.626
island-effects-coordinate_structure_constraint,0.481
local_attractor-in_question_with_aux,0.5355
npi_licensing-matrix_question,0.179
npi_licensing-only_npi_licensor,0.279
quantifiers-existential_there,0.724
quantifiers-superlative,0.487
