,best
agreement_determiner_noun-across_1_adjective,0.5
agreement_determiner_noun-between_neighbors,0.515
agreement_subject_verb-across_prepositional_phrase,0.4985
agreement_subject_verb-across_relative_clause,0.4965
agreement_subject_verb-in_question_with_aux,0.497
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.541
argument_structure-dropped_argument,0.838
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5015
binding-principle_a,0.3325
case-subjective_pronoun,1.0
ellipsis-n_bar,0.1445
filler-gap-wh_question_object,0.319
filler-gap-wh_question_subject,0.7885
irregular-verb,0.4995
island-effects-adjunct_island,0.4705
island-effects-coordinate_structure_constraint,0.321
local_attractor-in_question_with_aux,0.6305
npi_licensing-matrix_question,0.4625
npi_licensing-only_npi_licensor,0.999
quantifiers-existential_there,0.6515
quantifiers-superlative,0.496
