,best
agreement_determiner_noun-across_1_adjective,0.503
agreement_determiner_noun-between_neighbors,0.521
agreement_subject_verb-across_prepositional_phrase,0.4945
agreement_subject_verb-across_relative_clause,0.497
agreement_subject_verb-in_question_with_aux,0.49
agreement_subject_verb-in_simple_question,0.491
anaphor_agreement-pronoun_gender,0.5135
argument_structure-dropped_argument,0.9385
argument_structure-swapped_arguments,0.979
argument_structure-transitive,0.488
binding-principle_a,0.49
case-subjective_pronoun,0.8385
ellipsis-n_bar,0.2545
filler-gap-wh_question_object,0.094
filler-gap-wh_question_subject,1.0
irregular-verb,0.5155
island-effects-adjunct_island,0.456
island-effects-coordinate_structure_constraint,0.503
local_attractor-in_question_with_aux,0.666
npi_licensing-matrix_question,0.477
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.6755
quantifiers-superlative,0.683
