,best
agreement_determiner_noun-across_1_adjective,0.503
agreement_determiner_noun-between_neighbors,0.499
agreement_subject_verb-across_prepositional_phrase,0.506
agreement_subject_verb-across_relative_clause,0.503
agreement_subject_verb-in_question_with_aux,0.4825
agreement_subject_verb-in_simple_question,0.5035
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.976
argument_structure-swapped_arguments,0.697
argument_structure-transitive,0.5555
binding-principle_a,0.509
case-subjective_pronoun,0.435
ellipsis-n_bar,0.221
filler-gap-wh_question_object,0.2775
filler-gap-wh_question_subject,0.9985
irregular-verb,0.498
island-effects-adjunct_island,0.5575
island-effects-coordinate_structure_constraint,0.834
local_attractor-in_question_with_aux,0.632
npi_licensing-matrix_question,0.7175
npi_licensing-only_npi_licensor,0.8485
quantifiers-existential_there,0.568
quantifiers-superlative,0.5325
