,best
agreement_determiner_noun-across_1_adjective,0.5045
agreement_determiner_noun-between_neighbors,0.526
agreement_subject_verb-across_prepositional_phrase,0.507
agreement_subject_verb-across_relative_clause,0.5015
agreement_subject_verb-in_question_with_aux,0.501
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.524
argument_structure-dropped_argument,0.833
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.545
binding-principle_a,0.348
case-subjective_pronoun,1.0
ellipsis-n_bar,0.158
filler-gap-wh_question_object,0.473
filler-gap-wh_question_subject,0.9995
irregular-verb,0.619
island-effects-adjunct_island,0.568
island-effects-coordinate_structure_constraint,0.293
local_attractor-in_question_with_aux,0.7575
npi_licensing-matrix_question,0.6325
npi_licensing-only_npi_licensor,0.367
quantifiers-existential_there,0.646
quantifiers-superlative,0.184
