,best
agreement_determiner_noun-across_1_adjective,0.524
agreement_determiner_noun-between_neighbors,0.516
agreement_subject_verb-across_prepositional_phrase,0.4925
agreement_subject_verb-across_relative_clause,0.498
agreement_subject_verb-in_question_with_aux,0.5125
agreement_subject_verb-in_simple_question,0.509
anaphor_agreement-pronoun_gender,0.5355
argument_structure-dropped_argument,0.913
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5855
binding-principle_a,0.534
case-subjective_pronoun,1.0
ellipsis-n_bar,0.328
filler-gap-wh_question_object,0.544
filler-gap-wh_question_subject,0.966
irregular-verb,0.6815
island-effects-adjunct_island,0.68
island-effects-coordinate_structure_constraint,0.4025
local_attractor-in_question_with_aux,0.5305
npi_licensing-matrix_question,0.354
npi_licensing-only_npi_licensor,0.7645
quantifiers-existential_there,0.801
quantifiers-superlative,0.4185
