,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 440.6963195800781), (1, 283.4591369628906)]","[(0, 863.7702026367188), (1, 809.2488403320312)]","[(0, 930.4559326171875), (1, 876.512451171875)]","[(0, 1399.925048828125), (1, 1027.99560546875)]","[(0, 629.1080322265625), (1, 558.5968627929688)]","[(0, 467.76605224609375), (1, 202.446044921875)]","[(0, 7000.76708984375), (1, 5849.4326171875)]","[(0, 1055.372314453125), (1, 547.88427734375)]","[(0, 3067.4990234375), (1, 2306.703369140625)]","[(0, 9575.9892578125), (1, 8485.3046875)]","[(0, 3302.519287109375), (1, 4451.21484375)]","[(0, 2364.9501953125), (1, 910.9868774414062)]","[(0, 4739.73046875), (1, 6142.03759765625)]","[(0, 1115.569580078125), (1, 1506.036865234375)]","[(0, 3364.91064453125), (1, 1918.301513671875)]","[(0, 960.1195068359375), (1, 841.8042602539062)]","[(0, 3017.3251953125), (1, 2605.71240234375)]","[(0, 1937.6922607421875), (1, 2059.634765625)]","[(0, 1039.219482421875), (1, 1190.6712646484375)]","[(0, 1119.450439453125), (1, 1095.1256103515625)]","[(0, 3558.011474609375), (1, 3690.267578125)]","[(0, 1288.815673828125), (1, 1237.0943603515625)]","[(0, 686.9852905273438), (1, 639.422607421875)]"
1,"[(0, 1476.3006591796875), (1, 1173.8729248046875)]","[(0, 798.307373046875), (1, 726.8560791015625)]","[(0, 863.5247192382812), (1, 829.0224609375)]","[(0, 657.4194946289062), (1, 473.4397277832031)]","[(0, 480.6713562011719), (1, 358.7984924316406)]","[(0, 329.2418212890625), (1, 136.60287475585938)]","[(0, 4771.74609375), (1, 5142.64306640625)]","[(0, 967.2896118164062), (1, 654.1483154296875)]","[(0, 1274.2730712890625), (1, 742.3606567382812)]","[(0, 8721.283203125), (1, 7229.5146484375)]","[(0, 3832.25), (1, 4500.5068359375)]","[(0, 2026.57861328125), (1, 781.6119384765625)]","[(0, 4905.99755859375), (1, 4429.896484375)]","[(0, 1263.8316650390625), (1, 1747.32080078125)]","[(0, 4280.7080078125), (1, 2240.78369140625)]","[(0, 966.1961059570312), (1, 960.8477783203125)]","[(0, 1807.1080322265625), (1, 1537.4267578125)]","[(0, 1754.6949462890625), (1, 2197.94921875)]","[(0, 4070.105712890625), (1, 4390.818359375)]","[(0, 853.294677734375), (1, 952.343505859375)]","[(0, 1244.033203125), (1, 1236.5582275390625)]","[(0, 1502.2728271484375), (1, 1545.9837646484375)]","[(0, 3466.143310546875), (1, 2872.442138671875)]"
2,"[(0, 494.64215087890625), (1, 490.1409912109375)]","[(0, 843.5775146484375), (1, 734.0779418945312)]","[(0, 908.61376953125), (1, 868.5914306640625)]","[(0, 804.3828735351562), (1, 615.6475830078125)]","[(0, 739.5260620117188), (1, 560.0968627929688)]","[(0, 393.99261474609375), (1, 196.11624145507812)]","[(0, 988.42138671875), (1, 803.6360473632812)]","[(0, 668.9789428710938), (1, 611.9293823242188)]","[(0, 1748.134033203125), (1, 1180.111572265625)]","[(0, 4119.654296875), (1, 6999.75927734375)]","[(0, 3850.038330078125), (1, 3948.51025390625)]","[(0, 2250.576416015625), (1, 796.07568359375)]","[(0, 3729.055908203125), (1, 3003.9912109375)]","[(0, 1133.05126953125), (1, 1026.0386962890625)]","[(0, 2996.603515625), (1, 1728.4632568359375)]","[(0, 1368.720947265625), (1, 790.7879638671875)]","[(0, 5170.55078125), (1, 5159.07421875)]","[(0, 1079.852783203125), (1, 1124.8397216796875)]","[(0, 1323.1700439453125), (1, 1263.453369140625)]","[(0, 2513.102294921875), (1, 4094.29736328125)]","[(0, 2552.344482421875), (1, 2447.833251953125)]","[(0, 1901.9334716796875), (1, 1644.259765625)]","[(0, 872.7144165039062), (1, 1359.9571533203125)]"
3,"[(0, 1329.557861328125), (1, 855.9116821289062)]","[(0, 691.93212890625), (1, 599.79150390625)]","[(0, 823.2686157226562), (1, 798.7570190429688)]","[(0, 733.3170166015625), (1, 548.3937377929688)]","[(0, 2087.398681640625), (1, 1595.4541015625)]","[(0, 3741.423828125), (1, 1370.8443603515625)]","[(0, 614.5330200195312), (1, 715.170654296875)]","[(0, 1688.8807373046875), (1, 1076.3416748046875)]","[(0, 3338.21533203125), (1, 886.03125)]","[(0, 7375.4375), (1, 8064.18408203125)]","[(0, 5064.43994140625), (1, 4132.8447265625)]","[(0, 2051.857177734375), (1, 1140.3349609375)]","[(0, 3411.59228515625), (1, 2744.812744140625)]","[(0, 945.511962890625), (1, 961.3115234375)]","[(0, 3660.170654296875), (1, 2148.50048828125)]","[(0, 819.799072265625), (1, 1044.618408203125)]","[(0, 2936.016357421875), (1, 3030.37109375)]","[(0, 1642.67041015625), (1, 1786.0802001953125)]","[(0, 1675.2257080078125), (1, 1533.100830078125)]","[(0, 1629.51171875), (1, 4770.849609375)]","[(0, 1670.033447265625), (1, 1540.97021484375)]","[(0, 1937.9776611328125), (1, 1587.2384033203125)]","[(0, 1032.67431640625), (1, 1760.495361328125)]"
4,"[(0, 536.8770141601562), (1, 352.6998291015625)]","[(0, 1055.412109375), (1, 1058.0408935546875)]","[(0, 1012.322021484375), (1, 1122.1524658203125)]","[(0, 755.3567504882812), (1, 561.367431640625)]","[(0, 1783.2650146484375), (1, 1504.08837890625)]","[(0, 566.6915283203125), (1, 290.21881103515625)]","[(0, 4193.341796875), (1, 4331.61328125)]","[(0, 1155.6434326171875), (1, 843.53369140625)]","[(0, 1413.8419189453125), (1, 668.601318359375)]","[(0, 7496.8798828125), (1, 3858.4228515625)]","[(0, 2241.447509765625), (1, 2630.168212890625)]","[(0, 2640.415771484375), (1, 673.2652587890625)]","[(0, 2422.072509765625), (1, 2379.0361328125)]","[(0, 650.7034912109375), (1, 1027.7137451171875)]","[(0, 2372.66845703125), (1, 1790.9566650390625)]","[(0, 603.625), (1, 572.6865234375)]","[(0, 2881.6142578125), (1, 2596.404052734375)]","[(0, 1290.770263671875), (1, 902.6656494140625)]","[(0, 1088.7982177734375), (1, 1031.2025146484375)]","[(0, 3868.260009765625), (1, 3230.15380859375)]","[(0, 1308.0963134765625), (1, 1179.7965087890625)]","[(0, 1137.4744873046875), (1, 885.2132568359375)]","[(0, 1673.323974609375), (1, 3910.168212890625)]"
5,"[(0, 1509.4742431640625), (1, 1130.107421875)]","[(0, 943.1870727539062), (1, 1000.416015625)]","[(0, 939.157470703125), (1, 1025.812255859375)]","[(0, 904.6067504882812), (1, 682.4075927734375)]","[(0, 1800.013916015625), (1, 1378.6136474609375)]","[(0, 1374.6160888671875), (1, 525.6863403320312)]","[(0, 3200.3037109375), (1, 3307.199462890625)]","[(0, 1680.599853515625), (1, 947.3789672851562)]","[(0, 2822.068115234375), (1, 1010.9630737304688)]","[(0, 8195.6611328125), (1, 5793.470703125)]","[(0, 3501.096435546875), (1, 3711.44384765625)]","[(0, 2027.941650390625), (1, 1149.8931884765625)]","[(0, 2863.615478515625), (1, 2803.763427734375)]","[(0, 1166.943603515625), (1, 1417.182373046875)]","[(0, 2650.651611328125), (1, 2019.1600341796875)]","[(0, 811.7036743164062), (1, 608.1370849609375)]","[(0, 1781.6357421875), (1, 1519.1094970703125)]","[(0, 1234.6593017578125), (1, 999.2302856445312)]","[(0, 4116.06494140625), (1, 4206.37109375)]","[(0, 1631.654541015625), (1, 5739.34228515625)]","[(0, 710.9517822265625), (1, 632.044189453125)]","[(0, 1633.23388671875), (1, 1184.4034423828125)]","[(0, 417.62286376953125), (1, 443.8055725097656)]"
6,"[(0, 501.011474609375), (1, 455.142578125)]","[(0, 1087.5943603515625), (1, 1027.5133056640625)]","[(0, 1069.5091552734375), (1, 1146.96728515625)]","[(0, 526.7565307617188), (1, 395.8595886230469)]","[(0, 717.15576171875), (1, 805.1150512695312)]","[(0, 663.31884765625), (1, 304.2024230957031)]","[(0, 2257.201171875), (1, 2290.67822265625)]","[(0, 2030.166015625), (1, 1365.2578125)]","[(0, 1520.950439453125), (1, 911.3153076171875)]","[(0, 6762.443359375), (1, 7203.232421875)]","[(0, 2211.08935546875), (1, 2350.842041015625)]","[(0, 4018.105712890625), (1, 2243.553955078125)]","[(0, 1451.2257080078125), (1, 2560.423583984375)]","[(0, 2288.8505859375), (1, 3103.480224609375)]","[(0, 3465.664306640625), (1, 1480.176025390625)]","[(0, 3241.28466796875), (1, 2799.452392578125)]","[(0, 2942.265869140625), (1, 4140.6201171875)]","[(0, 1455.6175537109375), (1, 1513.4857177734375)]","[(0, 1353.4866943359375), (1, 1464.8935546875)]","[(0, 2489.283935546875), (1, 2597.080078125)]","[(0, 1210.45849609375), (1, 1307.5076904296875)]","[(0, 1945.2945556640625), (1, 1488.8743896484375)]","[(0, 1364.120361328125), (1, 1140.4300537109375)]"
7,"[(0, 1430.2574462890625), (1, 959.5647583007812)]","[(0, 907.8966064453125), (1, 898.78857421875)]","[(0, 968.7172241210938), (1, 1029.058349609375)]","[(0, 1178.2706298828125), (1, 1601.0028076171875)]","[(0, 399.3779602050781), (1, 522.8419799804688)]","[(0, 602.5572509765625), (1, 281.2390441894531)]","[(0, 1489.655517578125), (1, 1533.58642578125)]","[(0, 2245.805908203125), (1, 456.6880798339844)]","[(0, 2841.914794921875), (1, 1043.9736328125)]","[(0, 3426.689453125), (1, 3068.031494140625)]","[(0, 3438.0283203125), (1, 3663.062255859375)]","[(0, 1536.8505859375), (1, 669.419921875)]","[(0, 1514.4306640625), (1, 2085.896240234375)]","[(0, 3393.21728515625), (1, 3822.624755859375)]","[(0, 2982.209228515625), (1, 1290.223876953125)]","[(0, 3117.83251953125), (1, 3434.217529296875)]","[(0, 1846.837890625), (1, 2528.92431640625)]","[(0, 1121.2021484375), (1, 1811.1729736328125)]","[(0, 1040.446533203125), (1, 931.7932739257812)]","[(0, 2828.9541015625), (1, 4472.994140625)]","[(0, 877.5935668945312), (1, 894.6810913085938)]","[(0, 1609.838623046875), (1, 1339.7666015625)]","[(0, 2148.770751953125), (1, 4823.83837890625)]"
8,"[(0, 418.99200439453125), (1, 531.0635986328125)]","[(0, 1383.4110107421875), (1, 1382.313720703125)]","[(0, 1171.9171142578125), (1, 1026.919189453125)]","[(0, 509.8500061035156), (1, 698.6364135742188)]","[(0, 569.020751953125), (1, 727.9899291992188)]","[(0, 493.7998962402344), (1, 221.23854064941406)]","[(0, 1661.7261962890625), (1, 1573.892578125)]","[(0, 2271.966796875), (1, 1221.287353515625)]","[(0, 1229.878662109375), (1, 619.3529052734375)]","[(0, 1153.7349853515625), (1, 1502.3558349609375)]","[(0, 800.1045532226562), (1, 900.5435791015625)]","[(0, 1885.228515625), (1, 967.83349609375)]","[(0, 6672.990234375), (1, 6636.0107421875)]","[(0, 882.6670532226562), (1, 1199.3045654296875)]","[(0, 3717.370361328125), (1, 2473.264892578125)]","[(0, 4426.509765625), (1, 3929.408447265625)]","[(0, 2009.18408203125), (1, 2290.393310546875)]","[(0, 749.1851806640625), (1, 852.6533203125)]","[(0, 1693.6817626953125), (1, 1731.9259033203125)]","[(0, 1144.636474609375), (1, 1966.9530029296875)]","[(0, 1682.637451171875), (1, 1662.7828369140625)]","[(0, 1120.13232421875), (1, 849.684326171875)]","[(0, 620.68798828125), (1, 957.8062133789062)]"
9,"[(0, 1590.0443115234375), (1, 1844.814453125)]","[(0, 1345.3616943359375), (1, 1221.135986328125)]","[(0, 1434.43115234375), (1, 1280.549560546875)]","[(0, 662.9017944335938), (1, 859.0457153320312)]","[(0, 1640.01953125), (1, 2132.74169921875)]","[(0, 628.0901489257812), (1, 316.90155029296875)]","[(0, 1528.82958984375), (1, 1637.1162109375)]","[(0, 2564.8779296875), (1, 1277.2459716796875)]","[(0, 1306.948486328125), (1, 895.99560546875)]","[(0, 2345.889404296875), (1, 2863.933837890625)]","[(0, 718.688720703125), (1, 812.4835205078125)]","[(0, 1740.3924560546875), (1, 659.9698486328125)]","[(0, 7149.2080078125), (1, 7047.6650390625)]","[(0, 1157.2640380859375), (1, 1419.484375)]","[(0, 4825.0986328125), (1, 2904.892333984375)]","[(0, 3420.867919921875), (1, 3323.248046875)]","[(0, 1153.309814453125), (1, 1226.7181396484375)]","[(0, 1272.3751220703125), (1, 1500.4429931640625)]","[(0, 2983.47216796875), (1, 1632.4849853515625)]","[(0, 977.8781127929688), (1, 1199.337646484375)]","[(0, 726.728515625), (1, 656.9212036132812)]","[(0, 1316.900146484375), (1, 964.146728515625)]","[(0, 1804.9508056640625), (1, 1475.02001953125)]"
