,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1574.75439453125), (1, 1331.450927734375)]","[(0, 3861.35302734375), (1, 3392.53125)]","[(0, 3113.9990234375), (1, 2505.067138671875)]","[(0, 4060.0068359375), (1, 2832.806640625)]","[(0, 1544.8460693359375), (1, 1248.092529296875)]","[(0, 2022.5675048828125), (1, 1188.1854248046875)]","[(0, 23834.875), (1, 18967.73046875)]","[(0, 5325.14599609375), (1, 1937.993408203125)]","[(0, 14971.8623046875), (1, 7297.732421875)]","[(0, 178985.71875), (1, 120382.921875)]","[(0, 5397.1279296875), (1, 7369.4326171875)]","[(0, 9004.2978515625), (1, 3724.343017578125)]","[(0, 15540.607421875), (1, 12817.2783203125)]","[(0, 2710.898681640625), (1, 2978.76708984375)]","[(0, 5154.17138671875), (1, 2946.388916015625)]","[(0, 3487.9091796875), (1, 3563.91064453125)]","[(0, 3393.6767578125), (1, 2710.247314453125)]","[(0, 4513.29833984375), (1, 3509.24609375)]","[(0, 1465.7265625), (1, 2111.205810546875)]","[(0, 1948.6944580078125), (1, 1583.49951171875)]","[(0, 8386.0400390625), (1, 8834.1064453125)]","[(0, 2304.7099609375), (1, 1797.231689453125)]","[(0, 1212.9405517578125), (1, 965.7548828125)]"
1,"[(0, 3348.973876953125), (1, 3676.631103515625)]","[(0, 3230.20654296875), (1, 2610.79541015625)]","[(0, 3069.2841796875), (1, 2429.028564453125)]","[(0, 2389.91748046875), (1, 1661.3521728515625)]","[(0, 1096.4825439453125), (1, 856.8566284179688)]","[(0, 1715.877685546875), (1, 1019.4029541015625)]","[(0, 6052.23193359375), (1, 7488.4052734375)]","[(0, 4275.60791015625), (1, 3393.764404296875)]","[(0, 6345.8486328125), (1, 2636.205078125)]","[(0, 67821.3203125), (1, 51290.9296875)]","[(0, 10765.28125), (1, 13210.8203125)]","[(0, 6769.1923828125), (1, 1892.0648193359375)]","[(0, 12267.4453125), (1, 13802.7919921875)]","[(0, 3057.58935546875), (1, 4111.7294921875)]","[(0, 6025.0615234375), (1, 3814.24169921875)]","[(0, 1813.4085693359375), (1, 2305.29931640625)]","[(0, 1938.8687744140625), (1, 1636.959228515625)]","[(0, 3096.62109375), (1, 4016.15966796875)]","[(0, 17816.2578125), (1, 22628.169921875)]","[(0, 2303.3837890625), (1, 2176.689208984375)]","[(0, 2288.4326171875), (1, 2420.9873046875)]","[(0, 3202.83203125), (1, 2584.083740234375)]","[(0, 4846.42333984375), (1, 3943.06494140625)]"
2,"[(0, 1615.7611083984375), (1, 1921.547119140625)]","[(0, 2855.4208984375), (1, 2326.2099609375)]","[(0, 3322.744140625), (1, 2634.640380859375)]","[(0, 2708.357421875), (1, 1947.626953125)]","[(0, 967.812255859375), (1, 715.0008544921875)]","[(0, 1093.58935546875), (1, 603.1238403320312)]","[(0, 3423.06396484375), (1, 2579.743896484375)]","[(0, 4219.27587890625), (1, 3819.15185546875)]","[(0, 11070.185546875), (1, 3090.632080078125)]","[(0, 84854.0625), (1, 105427.296875)]","[(0, 6091.74169921875), (1, 6348.18505859375)]","[(0, 7044.7158203125), (1, 2144.7060546875)]","[(0, 8961.8486328125), (1, 9262.3818359375)]","[(0, 2357.0166015625), (1, 1917.080810546875)]","[(0, 6559.59375), (1, 4032.139892578125)]","[(0, 3401.34619140625), (1, 2193.9326171875)]","[(0, 8724.9013671875), (1, 8355.2021484375)]","[(0, 2367.308349609375), (1, 1687.8687744140625)]","[(0, 2008.2205810546875), (1, 2250.00244140625)]","[(0, 5204.90576171875), (1, 7727.60107421875)]","[(0, 4155.49462890625), (1, 4513.9482421875)]","[(0, 3209.708984375), (1, 2727.41357421875)]","[(0, 1516.2530517578125), (1, 1673.96240234375)]"
3,"[(0, 3065.241455078125), (1, 2668.849853515625)]","[(0, 2343.717041015625), (1, 1798.1241455078125)]","[(0, 3289.08544921875), (1, 2580.141357421875)]","[(0, 2705.88671875), (1, 1959.1986083984375)]","[(0, 5203.18798828125), (1, 4053.33349609375)]","[(0, 4990.0849609375), (1, 2281.882568359375)]","[(0, 2001.718505859375), (1, 2509.345947265625)]","[(0, 5074.0458984375), (1, 2220.8603515625)]","[(0, 11072.30859375), (1, 2241.52880859375)]","[(0, 76986.0859375), (1, 81431.390625)]","[(0, 11530.091796875), (1, 10567.9814453125)]","[(0, 9385.6513671875), (1, 2581.359619140625)]","[(0, 7075.4521484375), (1, 7579.92822265625)]","[(0, 2316.88671875), (1, 2198.542724609375)]","[(0, 7803.8525390625), (1, 5153.640625)]","[(0, 1670.573486328125), (1, 2073.00390625)]","[(0, 5211.49658203125), (1, 5280.955078125)]","[(0, 3019.49853515625), (1, 3149.044677734375)]","[(0, 8305.7392578125), (1, 5798.91015625)]","[(0, 4398.72314453125), (1, 30807.4609375)]","[(0, 2917.93408203125), (1, 2937.697021484375)]","[(0, 3035.754150390625), (1, 2489.185302734375)]","[(0, 2261.904296875), (1, 3039.534912109375)]"
4,"[(0, 1890.0836181640625), (1, 1613.56591796875)]","[(0, 3795.36962890625), (1, 4255.88134765625)]","[(0, 2901.232421875), (1, 3765.862548828125)]","[(0, 2628.340087890625), (1, 1904.0849609375)]","[(0, 3625.243896484375), (1, 2787.37646484375)]","[(0, 1133.80908203125), (1, 660.3378295898438)]","[(0, 12071.453125), (1, 9717.166015625)]","[(0, 5657.73291015625), (1, 3601.628173828125)]","[(0, 9774.8837890625), (1, 3694.96533203125)]","[(0, 24768.04296875), (1, 15911.509765625)]","[(0, 5509.81591796875), (1, 5344.82080078125)]","[(0, 9102.2568359375), (1, 3359.235595703125)]","[(0, 5249.83740234375), (1, 4968.17138671875)]","[(0, 1831.1258544921875), (1, 2396.305419921875)]","[(0, 5187.12109375), (1, 5427.91796875)]","[(0, 5934.5087890625), (1, 4399.97314453125)]","[(0, 4902.4755859375), (1, 4278.361328125)]","[(0, 2018.906982421875), (1, 1871.1473388671875)]","[(0, 1868.588134765625), (1, 1926.2303466796875)]","[(0, 5987.82763671875), (1, 7766.57373046875)]","[(0, 1962.0360107421875), (1, 2003.8720703125)]","[(0, 2406.0859375), (1, 1855.9405517578125)]","[(0, 2998.681884765625), (1, 4282.439453125)]"
5,"[(0, 2455.5361328125), (1, 2657.055908203125)]","[(0, 3019.040771484375), (1, 3705.135009765625)]","[(0, 2535.39990234375), (1, 3361.369873046875)]","[(0, 3731.81298828125), (1, 2642.937744140625)]","[(0, 3497.1220703125), (1, 2294.224365234375)]","[(0, 1886.7320556640625), (1, 1020.3137817382812)]","[(0, 5839.79541015625), (1, 6193.29248046875)]","[(0, 7684.22021484375), (1, 4872.54736328125)]","[(0, 12253.6484375), (1, 3469.42431640625)]","[(0, 90366.140625), (1, 76395.3515625)]","[(0, 7626.90869140625), (1, 7787.5185546875)]","[(0, 6810.17333984375), (1, 2541.11865234375)]","[(0, 5973.20458984375), (1, 5857.98486328125)]","[(0, 3208.750732421875), (1, 4113.01171875)]","[(0, 5120.88427734375), (1, 6052.3466796875)]","[(0, 1921.63232421875), (1, 1780.2066650390625)]","[(0, 2944.34716796875), (1, 2499.178955078125)]","[(0, 3039.433349609375), (1, 2648.94189453125)]","[(0, 20929.19140625), (1, 20225.578125)]","[(0, 5338.7734375), (1, 29948.849609375)]","[(0, 1354.095947265625), (1, 1354.085693359375)]","[(0, 3335.68212890625), (1, 2542.915283203125)]","[(0, 879.4857788085938), (1, 904.8091430664062)]"
6,"[(0, 1166.2789306640625), (1, 1386.612060546875)]","[(0, 4674.53662109375), (1, 5047.24609375)]","[(0, 3604.071044921875), (1, 4568.416015625)]","[(0, 2218.869140625), (1, 1538.11376953125)]","[(0, 1212.1566162109375), (1, 1460.5601806640625)]","[(0, 1498.083740234375), (1, 781.4945068359375)]","[(0, 5429.42919921875), (1, 5299.40478515625)]","[(0, 10147.728515625), (1, 2854.810791015625)]","[(0, 10640.90625), (1, 3581.1025390625)]","[(0, 73153.0234375), (1, 157526.96875)]","[(0, 4359.6708984375), (1, 4572.85791015625)]","[(0, 19595.228515625), (1, 6667.65283203125)]","[(0, 4283.5419921875), (1, 5792.3662109375)]","[(0, 5182.7646484375), (1, 6384.32177734375)]","[(0, 8682.2294921875), (1, 5872.4052734375)]","[(0, 8435.0234375), (1, 7199.04345703125)]","[(0, 5294.51513671875), (1, 5357.63525390625)]","[(0, 3771.36865234375), (1, 3719.044189453125)]","[(0, 4644.23193359375), (1, 3355.578857421875)]","[(0, 5486.91650390625), (1, 7773.3681640625)]","[(0, 3404.1044921875), (1, 3635.228515625)]","[(0, 3269.2431640625), (1, 2274.325439453125)]","[(0, 2452.66796875), (1, 2062.393310546875)]"
7,"[(0, 3468.29931640625), (1, 3035.9482421875)]","[(0, 3773.523681640625), (1, 4453.1806640625)]","[(0, 3246.330078125), (1, 4176.1689453125)]","[(0, 3186.62353515625), (1, 4406.83935546875)]","[(0, 798.9798583984375), (1, 973.7025146484375)]","[(0, 2339.126953125), (1, 1484.772216796875)]","[(0, 3217.806396484375), (1, 3423.56689453125)]","[(0, 11391.3056640625), (1, 1880.5687255859375)]","[(0, 12056.439453125), (1, 1700.058349609375)]","[(0, 47397.69140625), (1, 42678.77734375)]","[(0, 5850.29736328125), (1, 6134.8720703125)]","[(0, 6372.3203125), (1, 2927.523681640625)]","[(0, 3942.37353515625), (1, 5712.693359375)]","[(0, 9570.4658203125), (1, 10110.7978515625)]","[(0, 6265.2216796875), (1, 4550.78369140625)]","[(0, 5046.7646484375), (1, 6385.9716796875)]","[(0, 3120.750732421875), (1, 3290.670166015625)]","[(0, 2445.048583984375), (1, 3529.16845703125)]","[(0, 5482.30859375), (1, 3614.84521484375)]","[(0, 7659.52685546875), (1, 26841.0859375)]","[(0, 2401.629150390625), (1, 2209.81298828125)]","[(0, 2823.194580078125), (1, 2016.20361328125)]","[(0, 4477.9150390625), (1, 6323.357421875)]"
8,"[(0, 1957.44482421875), (1, 2102.3564453125)]","[(0, 4984.19677734375), (1, 6198.3330078125)]","[(0, 4670.14794921875), (1, 3687.0771484375)]","[(0, 1777.8167724609375), (1, 2481.1201171875)]","[(0, 680.5125122070312), (1, 898.5499267578125)]","[(0, 2199.7958984375), (1, 1392.9002685546875)]","[(0, 3536.830322265625), (1, 3202.12646484375)]","[(0, 9957.8896484375), (1, 5279.97802734375)]","[(0, 8290.7666015625), (1, 3279.870361328125)]","[(0, 5533.5859375), (1, 4961.3623046875)]","[(0, 1897.9781494140625), (1, 2185.75634765625)]","[(0, 7185.7021484375), (1, 2484.139892578125)]","[(0, 14802.9111328125), (1, 17374.20703125)]","[(0, 2276.211181640625), (1, 2503.700927734375)]","[(0, 6313.673828125), (1, 4580.27734375)]","[(0, 7864.736328125), (1, 7467.21044921875)]","[(0, 3003.066162109375), (1, 2960.755859375)]","[(0, 1894.779541015625), (1, 1822.4715576171875)]","[(0, 1752.1800537109375), (1, 2474.985107421875)]","[(0, 3285.03857421875), (1, 4641.05712890625)]","[(0, 2236.646240234375), (1, 2398.773681640625)]","[(0, 1870.5789794921875), (1, 2031.96533203125)]","[(0, 1222.7884521484375), (1, 1404.8367919921875)]"
9,"[(0, 4555.02099609375), (1, 3864.6943359375)]","[(0, 4295.88427734375), (1, 4939.2822265625)]","[(0, 6482.02197265625), (1, 5162.16015625)]","[(0, 2042.51318359375), (1, 2749.0224609375)]","[(0, 3549.596435546875), (1, 4482.93115234375)]","[(0, 1811.542724609375), (1, 993.6640014648438)]","[(0, 3329.072021484375), (1, 3802.3798828125)]","[(0, 9480.5693359375), (1, 3850.8134765625)]","[(0, 6772.64697265625), (1, 3236.765625)]","[(0, 27201.958984375), (1, 28385.169921875)]","[(0, 1771.2296142578125), (1, 1926.72998046875)]","[(0, 6361.8095703125), (1, 2001.847412109375)]","[(0, 17025.880859375), (1, 19719.3125)]","[(0, 3606.0859375), (1, 3720.28564453125)]","[(0, 7834.33642578125), (1, 6014.48046875)]","[(0, 5450.6953125), (1, 5636.7451171875)]","[(0, 1816.5552978515625), (1, 1780.2286376953125)]","[(0, 2740.99072265625), (1, 2968.085205078125)]","[(0, 3370.7529296875), (1, 2902.066650390625)]","[(0, 2321.0234375), (1, 4789.89697265625)]","[(0, 1485.830322265625), (1, 1414.5169677734375)]","[(0, 2596.150146484375), (1, 2836.9052734375)]","[(0, 2501.097412109375), (1, 2025.7476806640625)]"
