,best
agreement_determiner_noun-across_1_adjective,0.507
agreement_determiner_noun-between_neighbors,0.5405
agreement_subject_verb-across_prepositional_phrase,0.518
agreement_subject_verb-across_relative_clause,0.5195
agreement_subject_verb-in_question_with_aux,0.4925
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.539
argument_structure-dropped_argument,0.8875
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5895
binding-principle_a,0.3115
case-subjective_pronoun,1.0
ellipsis-n_bar,0.1565
filler-gap-wh_question_object,0.333
filler-gap-wh_question_subject,0.5735
irregular-verb,0.5675
island-effects-adjunct_island,0.515
island-effects-coordinate_structure_constraint,0.7475
local_attractor-in_question_with_aux,0.6155
npi_licensing-matrix_question,0.2735
npi_licensing-only_npi_licensor,0.961
quantifiers-existential_there,0.7075
quantifiers-superlative,0.497
