,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 577.2340087890625), (1, 485.60162353515625)]","[(0, 1683.2408447265625), (1, 1381.287841796875)]","[(0, 1382.83056640625), (1, 1052.0240478515625)]","[(0, 1261.9161376953125), (1, 1147.460205078125)]","[(0, 381.9592590332031), (1, 294.29095458984375)]","[(0, 720.989501953125), (1, 288.501708984375)]","[(0, 15443.89453125), (1, 13649.0244140625)]","[(0, 1910.03759765625), (1, 568.3512573242188)]","[(0, 4789.9287109375), (1, 2779.118896484375)]","[(0, 15358.3095703125), (1, 11836.2763671875)]","[(0, 5550.6259765625), (1, 6737.22265625)]","[(0, 3610.335693359375), (1, 1832.30322265625)]","[(0, 6204.0986328125), (1, 8969.861328125)]","[(0, 2438.080810546875), (1, 2315.136474609375)]","[(0, 4352.8115234375), (1, 2926.1962890625)]","[(0, 2809.81005859375), (1, 2512.71533203125)]","[(0, 2692.628173828125), (1, 2193.296630859375)]","[(0, 2304.974853515625), (1, 1962.3392333984375)]","[(0, 1016.8047485351562), (1, 1274.3648681640625)]","[(0, 1423.664794921875), (1, 980.1365966796875)]","[(0, 8212.1220703125), (1, 8331.1015625)]","[(0, 1319.35205078125), (1, 1138.38232421875)]","[(0, 1169.223388671875), (1, 1057.3031005859375)]"
1,"[(0, 1075.7362060546875), (1, 975.8494873046875)]","[(0, 1624.3233642578125), (1, 1372.912841796875)]","[(0, 1512.77294921875), (1, 1194.0645751953125)]","[(0, 819.1976318359375), (1, 745.0554809570312)]","[(0, 302.5920715332031), (1, 213.7206573486328)]","[(0, 546.7734985351562), (1, 214.3511962890625)]","[(0, 4735.06396484375), (1, 5416.77880859375)]","[(0, 3235.3056640625), (1, 1276.7181396484375)]","[(0, 1978.7449951171875), (1, 1029.28955078125)]","[(0, 18692.99609375), (1, 19428.5390625)]","[(0, 7847.84814453125), (1, 9146.3046875)]","[(0, 3233.34716796875), (1, 1715.69189453125)]","[(0, 4660.697265625), (1, 6394.99755859375)]","[(0, 2603.6220703125), (1, 2746.2646484375)]","[(0, 4614.5595703125), (1, 2790.294189453125)]","[(0, 1846.6953125), (1, 2002.2091064453125)]","[(0, 1411.25341796875), (1, 1193.4281005859375)]","[(0, 1772.9490966796875), (1, 2146.20068359375)]","[(0, 3204.836181640625), (1, 2604.467529296875)]","[(0, 1166.3116455078125), (1, 1183.365234375)]","[(0, 3791.712158203125), (1, 3283.60107421875)]","[(0, 1749.7127685546875), (1, 1567.8671875)]","[(0, 3613.759521484375), (1, 3589.36962890625)]"
2,"[(0, 536.3504028320312), (1, 470.0000915527344)]","[(0, 1795.0511474609375), (1, 1202.34326171875)]","[(0, 1343.9735107421875), (1, 1032.870361328125)]","[(0, 904.755126953125), (1, 846.3903198242188)]","[(0, 367.989501953125), (1, 300.0050354003906)]","[(0, 437.255126953125), (1, 222.99021911621094)]","[(0, 3831.49365234375), (1, 3195.21435546875)]","[(0, 1373.632568359375), (1, 1111.576416015625)]","[(0, 3161.57177734375), (1, 2156.762451171875)]","[(0, 16802.955078125), (1, 16025.236328125)]","[(0, 6012.3876953125), (1, 5914.75)]","[(0, 2042.2833251953125), (1, 1083.09814453125)]","[(0, 5288.041015625), (1, 5776.08203125)]","[(0, 1532.76611328125), (1, 1492.38427734375)]","[(0, 6068.13671875), (1, 3803.653076171875)]","[(0, 4991.19921875), (1, 4003.162109375)]","[(0, 4753.6640625), (1, 5150.771484375)]","[(0, 896.734619140625), (1, 739.7101440429688)]","[(0, 1565.2220458984375), (1, 1665.6070556640625)]","[(0, 3758.296142578125), (1, 3878.684326171875)]","[(0, 4169.49560546875), (1, 4555.837890625)]","[(0, 2411.492431640625), (1, 1871.6844482421875)]","[(0, 1315.2822265625), (1, 1557.60986328125)]"
3,"[(0, 2197.241943359375), (1, 1912.19921875)]","[(0, 1701.458984375), (1, 1198.3189697265625)]","[(0, 1433.0421142578125), (1, 1136.894287109375)]","[(0, 736.6351928710938), (1, 692.493896484375)]","[(0, 1993.2034912109375), (1, 1670.0325927734375)]","[(0, 3115.350341796875), (1, 1160.2205810546875)]","[(0, 1470.627197265625), (1, 1622.974609375)]","[(0, 2776.948974609375), (1, 1594.892822265625)]","[(0, 3361.0908203125), (1, 1000.9990844726562)]","[(0, 21608.05859375), (1, 25292.439453125)]","[(0, 7758.99267578125), (1, 7899.78125)]","[(0, 2358.68310546875), (1, 1899.4293212890625)]","[(0, 5417.66796875), (1, 6139.18017578125)]","[(0, 1428.8873291015625), (1, 1276.5159912109375)]","[(0, 5224.62939453125), (1, 3423.073974609375)]","[(0, 2803.518798828125), (1, 3518.176513671875)]","[(0, 2630.155517578125), (1, 3096.541748046875)]","[(0, 1395.998779296875), (1, 1552.76220703125)]","[(0, 1347.9315185546875), (1, 1342.127197265625)]","[(0, 3702.372802734375), (1, 8688.193359375)]","[(0, 3086.005126953125), (1, 3227.502685546875)]","[(0, 2817.19970703125), (1, 2069.28564453125)]","[(0, 1755.572021484375), (1, 2857.29345703125)]"
4,"[(0, 596.1131591796875), (1, 518.18994140625)]","[(0, 2178.118896484375), (1, 2399.458740234375)]","[(0, 1296.4803466796875), (1, 1755.2899169921875)]","[(0, 798.8137817382812), (1, 754.8126831054688)]","[(0, 1751.4732666015625), (1, 1465.0277099609375)]","[(0, 502.6123046875), (1, 241.4199676513672)]","[(0, 8036.521484375), (1, 7360.126953125)]","[(0, 3731.250732421875), (1, 2960.236572265625)]","[(0, 2564.695556640625), (1, 1416.3843994140625)]","[(0, 10492.7724609375), (1, 7394.81982421875)]","[(0, 4048.349609375), (1, 4609.10546875)]","[(0, 4152.14697265625), (1, 1693.135009765625)]","[(0, 3652.41943359375), (1, 3656.5703125)]","[(0, 1978.122314453125), (1, 2446.041015625)]","[(0, 3614.611083984375), (1, 2874.306884765625)]","[(0, 2869.421875), (1, 1738.6182861328125)]","[(0, 2378.432861328125), (1, 3265.54443359375)]","[(0, 881.2694702148438), (1, 814.13916015625)]","[(0, 1258.9033203125), (1, 1275.2833251953125)]","[(0, 5485.01220703125), (1, 6624.4521484375)]","[(0, 1131.779052734375), (1, 1115.8387451171875)]","[(0, 1685.4898681640625), (1, 1298.927734375)]","[(0, 2802.207763671875), (1, 5311.40087890625)]"
5,"[(0, 1115.206298828125), (1, 1055.37841796875)]","[(0, 2256.767578125), (1, 2349.90087890625)]","[(0, 1281.911376953125), (1, 1686.760009765625)]","[(0, 809.2603759765625), (1, 762.7410278320312)]","[(0, 1543.197509765625), (1, 1275.203857421875)]","[(0, 1087.79296875), (1, 467.5241394042969)]","[(0, 3216.4287109375), (1, 3689.5673828125)]","[(0, 2858.442138671875), (1, 1681.5731201171875)]","[(0, 3082.889892578125), (1, 1592.9061279296875)]","[(0, 16002.6796875), (1, 20167.912109375)]","[(0, 8242.251953125), (1, 9282.916015625)]","[(0, 2200.10107421875), (1, 1488.4520263671875)]","[(0, 4012.162841796875), (1, 4457.24267578125)]","[(0, 3653.875732421875), (1, 3068.23046875)]","[(0, 2730.77880859375), (1, 2244.0556640625)]","[(0, 2115.790283203125), (1, 2257.49609375)]","[(0, 1596.9002685546875), (1, 1951.6552734375)]","[(0, 1073.9029541015625), (1, 1093.339599609375)]","[(0, 6720.236328125), (1, 5504.353515625)]","[(0, 3423.10986328125), (1, 13933.1416015625)]","[(0, 1267.2950439453125), (1, 1148.6025390625)]","[(0, 2152.8076171875), (1, 1746.7449951171875)]","[(0, 951.11181640625), (1, 964.4598388671875)]"
6,"[(0, 532.9415893554688), (1, 477.2376403808594)]","[(0, 2379.833984375), (1, 2540.588134765625)]","[(0, 1268.1630859375), (1, 1698.5423583984375)]","[(0, 450.57269287109375), (1, 414.8052673339844)]","[(0, 490.3866882324219), (1, 666.517333984375)]","[(0, 633.7466430664062), (1, 310.5010681152344)]","[(0, 5236.466796875), (1, 4366.69873046875)]","[(0, 4275.603515625), (1, 1817.4095458984375)]","[(0, 2182.831787109375), (1, 1378.365966796875)]","[(0, 21337.953125), (1, 21282.228515625)]","[(0, 3729.525390625), (1, 4004.975830078125)]","[(0, 4718.9833984375), (1, 2872.74462890625)]","[(0, 2802.774169921875), (1, 3500.342041015625)]","[(0, 3453.344970703125), (1, 4230.28759765625)]","[(0, 4803.2626953125), (1, 3115.5556640625)]","[(0, 3787.718505859375), (1, 3400.590576171875)]","[(0, 4341.38623046875), (1, 3593.976806640625)]","[(0, 1517.6114501953125), (1, 1619.0411376953125)]","[(0, 1515.60546875), (1, 1359.112548828125)]","[(0, 8392.1201171875), (1, 3687.74853515625)]","[(0, 3596.91552734375), (1, 3567.75341796875)]","[(0, 3016.623046875), (1, 2765.746826171875)]","[(0, 1679.0804443359375), (1, 1555.5042724609375)]"
7,"[(0, 2179.23876953125), (1, 1946.9854736328125)]","[(0, 2449.82177734375), (1, 2493.356201171875)]","[(0, 1271.885009765625), (1, 1668.018310546875)]","[(0, 1317.7054443359375), (1, 1417.26611328125)]","[(0, 256.9427795410156), (1, 375.05426025390625)]","[(0, 811.4041748046875), (1, 304.6036071777344)]","[(0, 2076.80712890625), (1, 2409.023681640625)]","[(0, 3089.5537109375), (1, 961.2647705078125)]","[(0, 3905.244873046875), (1, 2057.24365234375)]","[(0, 7945.24169921875), (1, 6045.52294921875)]","[(0, 7298.73486328125), (1, 7252.841796875)]","[(0, 2389.509521484375), (1, 1471.46875)]","[(0, 1445.8912353515625), (1, 1958.043212890625)]","[(0, 5865.95166015625), (1, 5305.7060546875)]","[(0, 3431.071533203125), (1, 2351.861328125)]","[(0, 3433.343017578125), (1, 3418.275146484375)]","[(0, 2538.593505859375), (1, 2020.09033203125)]","[(0, 1090.4791259765625), (1, 1808.4088134765625)]","[(0, 995.7371826171875), (1, 1101.24609375)]","[(0, 11338.0693359375), (1, 16546.39453125)]","[(0, 3097.660888671875), (1, 2679.835693359375)]","[(0, 2322.636474609375), (1, 2274.564208984375)]","[(0, 2809.984130859375), (1, 5826.21142578125)]"
8,"[(0, 549.2992553710938), (1, 589.8707275390625)]","[(0, 2087.92138671875), (1, 2054.028564453125)]","[(0, 1210.444580078125), (1, 1190.7451171875)]","[(0, 778.3660888671875), (1, 831.5289916992188)]","[(0, 347.7861633300781), (1, 431.419921875)]","[(0, 747.375), (1, 270.5340881347656)]","[(0, 3850.141357421875), (1, 3216.66796875)]","[(0, 2533.637939453125), (1, 1537.3240966796875)]","[(0, 1985.97998046875), (1, 1177.893798828125)]","[(0, 2046.6429443359375), (1, 2184.097900390625)]","[(0, 2909.275634765625), (1, 3030.810546875)]","[(0, 2977.523193359375), (1, 1431.2733154296875)]","[(0, 7752.54296875), (1, 8648.8095703125)]","[(0, 1908.5654296875), (1, 2541.450927734375)]","[(0, 5806.02685546875), (1, 2863.32470703125)]","[(0, 7441.14208984375), (1, 5856.00244140625)]","[(0, 2044.1793212890625), (1, 2248.33154296875)]","[(0, 585.3784790039062), (1, 541.55419921875)]","[(0, 1557.040283203125), (1, 1479.180419921875)]","[(0, 1896.3795166015625), (1, 1748.0682373046875)]","[(0, 3404.036376953125), (1, 3372.5986328125)]","[(0, 1697.6258544921875), (1, 1678.4583740234375)]","[(0, 1056.213623046875), (1, 1206.7982177734375)]"
9,"[(0, 1249.1278076171875), (1, 1321.5633544921875)]","[(0, 2183.8125), (1, 2093.78857421875)]","[(0, 1475.5517578125), (1, 1466.87109375)]","[(0, 911.1519165039062), (1, 948.2200317382812)]","[(0, 2138.25048828125), (1, 2501.5029296875)]","[(0, 670.2296142578125), (1, 320.9326171875)]","[(0, 3174.348388671875), (1, 3668.200927734375)]","[(0, 5323.85107421875), (1, 1500.5997314453125)]","[(0, 2392.850341796875), (1, 1308.4295654296875)]","[(0, 5150.2998046875), (1, 4563.23046875)]","[(0, 2090.6650390625), (1, 2024.46826171875)]","[(0, 1637.790771484375), (1, 821.5283203125)]","[(0, 8126.5791015625), (1, 9346.6533203125)]","[(0, 2865.614013671875), (1, 3277.706298828125)]","[(0, 5269.841796875), (1, 2526.50048828125)]","[(0, 4753.056640625), (1, 5250.08740234375)]","[(0, 1247.504638671875), (1, 1322.25732421875)]","[(0, 1011.823974609375), (1, 1392.974609375)]","[(0, 3010.55615234375), (1, 2111.7666015625)]","[(0, 1311.6422119140625), (1, 2066.48828125)]","[(0, 1587.0098876953125), (1, 1462.310791015625)]","[(0, 1410.56787109375), (1, 1295.823486328125)]","[(0, 2376.0751953125), (1, 2399.311279296875)]"
