,best
agreement_determiner_noun-across_1_adjective,0.504
agreement_determiner_noun-between_neighbors,0.5
agreement_subject_verb-across_prepositional_phrase,0.4965
agreement_subject_verb-across_relative_clause,0.4975
agreement_subject_verb-in_question_with_aux,0.4815
agreement_subject_verb-in_simple_question,0.516
anaphor_agreement-pronoun_gender,0.548
argument_structure-dropped_argument,0.739
argument_structure-swapped_arguments,0.996
argument_structure-transitive,0.488
binding-principle_a,0.501
case-subjective_pronoun,0.9745
ellipsis-n_bar,0.3405
filler-gap-wh_question_object,0.9975
filler-gap-wh_question_subject,1.0
irregular-verb,0.5215
island-effects-adjunct_island,0.673
island-effects-coordinate_structure_constraint,0.6485
local_attractor-in_question_with_aux,0.681
npi_licensing-matrix_question,0.415
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.8575
quantifiers-superlative,0.3565
