,best
agreement_determiner_noun-across_1_adjective,0.5285
agreement_determiner_noun-between_neighbors,0.587
agreement_subject_verb-across_prepositional_phrase,0.525
agreement_subject_verb-across_relative_clause,0.496
agreement_subject_verb-in_question_with_aux,0.503
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.528
argument_structure-dropped_argument,0.793
argument_structure-swapped_arguments,0.9955
argument_structure-transitive,0.667
binding-principle_a,0.3595
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2555
filler-gap-wh_question_object,0.5445
filler-gap-wh_question_subject,0.992
irregular-verb,0.7735
island-effects-adjunct_island,0.7015
island-effects-coordinate_structure_constraint,0.3575
local_attractor-in_question_with_aux,0.695
npi_licensing-matrix_question,0.6245
npi_licensing-only_npi_licensor,0.9875
quantifiers-existential_there,0.726
quantifiers-superlative,0.319
