,best
agreement_determiner_noun-across_1_adjective,0.507
agreement_determiner_noun-between_neighbors,0.52
agreement_subject_verb-across_prepositional_phrase,0.522
agreement_subject_verb-across_relative_clause,0.517
agreement_subject_verb-in_question_with_aux,0.494
agreement_subject_verb-in_simple_question,0.4985
anaphor_agreement-pronoun_gender,0.533
argument_structure-dropped_argument,0.886
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.581
binding-principle_a,0.356
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2115
filler-gap-wh_question_object,0.39
filler-gap-wh_question_subject,0.7785
irregular-verb,0.589
island-effects-adjunct_island,0.568
island-effects-coordinate_structure_constraint,0.6385
local_attractor-in_question_with_aux,0.622
npi_licensing-matrix_question,0.2715
npi_licensing-only_npi_licensor,0.9485
quantifiers-existential_there,0.693
quantifiers-superlative,0.4955
