,best
agreement_determiner_noun-across_1_adjective,0.5415
agreement_determiner_noun-between_neighbors,0.612
agreement_subject_verb-across_prepositional_phrase,0.528
agreement_subject_verb-across_relative_clause,0.5025
agreement_subject_verb-in_question_with_aux,0.5145
agreement_subject_verb-in_simple_question,0.5075
anaphor_agreement-pronoun_gender,0.5385
argument_structure-dropped_argument,0.8005
argument_structure-swapped_arguments,0.9955
argument_structure-transitive,0.672
binding-principle_a,0.405
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.2625
filler-gap-wh_question_object,0.533
filler-gap-wh_question_subject,0.9905
irregular-verb,0.811
island-effects-adjunct_island,0.7
island-effects-coordinate_structure_constraint,0.352
local_attractor-in_question_with_aux,0.6925
npi_licensing-matrix_question,0.575
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.7465
quantifiers-superlative,0.1975
