,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 5364.75732421875), (1, 5217.51904296875)]","[(0, 7323.08203125), (1, 7897.5439453125)]","[(0, 9110.8369140625), (1, 8469.4013671875)]","[(0, 8982.76171875), (1, 10783.3544921875)]","[(0, 6992.966796875), (1, 9505.8095703125)]","[(0, 4351.1435546875), (1, 3616.61083984375)]","[(0, 10309.724609375), (1, 10798.0087890625)]","[(0, 11573.0556640625), (1, 6722.0634765625)]","[(0, 11128.986328125), (1, 7535.2275390625)]","[(0, 18311.205078125), (1, 17043.603515625)]","[(0, 8089.2939453125), (1, 8431.2919921875)]","[(0, 10983.1982421875), (1, 5898.2119140625)]","[(0, 11335.2255859375), (1, 12437.775390625)]","[(0, 5316.02783203125), (1, 6261.56005859375)]","[(0, 10686.8642578125), (1, 7483.37939453125)]","[(0, 9629.5263671875), (1, 8760.669921875)]","[(0, 15082.568359375), (1, 15039.1923828125)]","[(0, 16099.7607421875), (1, 12408.6533203125)]","[(0, 8915.900390625), (1, 9459.9501953125)]","[(0, 9576.8662109375), (1, 7423.90380859375)]","[(0, 11166.78125), (1, 9685.763671875)]","[(0, 9673.08984375), (1, 11414.3056640625)]","[(0, 11069.8056640625), (1, 12173.4775390625)]"
1,"[(0, 7172.9736328125), (1, 8568.39453125)]","[(0, 7141.15380859375), (1, 7292.271484375)]","[(0, 9444.2744140625), (1, 8882.39453125)]","[(0, 7499.33935546875), (1, 8770.5009765625)]","[(0, 8161.1484375), (1, 8950.6767578125)]","[(0, 5173.9892578125), (1, 4255.98681640625)]","[(0, 8892.056640625), (1, 7355.404296875)]","[(0, 10904.7548828125), (1, 7983.203125)]","[(0, 7732.0615234375), (1, 4232.849609375)]","[(0, 9993.78515625), (1, 8709.8212890625)]","[(0, 10187.134765625), (1, 10769.0595703125)]","[(0, 11087.4501953125), (1, 6408.15380859375)]","[(0, 13552.40625), (1, 14283.171875)]","[(0, 6779.8203125), (1, 8795.0849609375)]","[(0, 12855.767578125), (1, 9103.7939453125)]","[(0, 10201.6494140625), (1, 11215.6943359375)]","[(0, 11168.0810546875), (1, 12171.271484375)]","[(0, 14373.302734375), (1, 10768.494140625)]","[(0, 7799.03125), (1, 6815.2470703125)]","[(0, 12024.5625), (1, 6132.7490234375)]","[(0, 9405.3466796875), (1, 8200.8994140625)]","[(0, 11302.1845703125), (1, 12410.2392578125)]","[(0, 9047.828125), (1, 10033.1494140625)]"
2,"[(0, 6369.0634765625), (1, 7160.3232421875)]","[(0, 8538.7109375), (1, 8156.02880859375)]","[(0, 8640.3349609375), (1, 7915.49755859375)]","[(0, 7018.9775390625), (1, 8533.3056640625)]","[(0, 6272.88671875), (1, 7575.7509765625)]","[(0, 7117.845703125), (1, 6646.68359375)]","[(0, 10308.2392578125), (1, 13926.2607421875)]","[(0, 14470.6513671875), (1, 12820.689453125)]","[(0, 10466.16796875), (1, 6314.974609375)]","[(0, 18255.861328125), (1, 21764.28515625)]","[(0, 9013.4658203125), (1, 8703.1455078125)]","[(0, 12763.81640625), (1, 7124.12109375)]","[(0, 12280.6611328125), (1, 13048.9296875)]","[(0, 6405.17236328125), (1, 6040.451171875)]","[(0, 16293.734375), (1, 11904.7099609375)]","[(0, 7226.99853515625), (1, 6925.84716796875)]","[(0, 13019.9169921875), (1, 10583.654296875)]","[(0, 13139.4892578125), (1, 10625.0966796875)]","[(0, 11065.720703125), (1, 10583.71484375)]","[(0, 20115.625), (1, 10788.3125)]","[(0, 12824.46875), (1, 9770.9140625)]","[(0, 9080.2783203125), (1, 8980.0546875)]","[(0, 9056.25390625), (1, 9512.2666015625)]"
3,"[(0, 5019.67822265625), (1, 5067.22265625)]","[(0, 8437.4375), (1, 7418.07958984375)]","[(0, 8967.4150390625), (1, 8238.67578125)]","[(0, 8318.13671875), (1, 9957.6533203125)]","[(0, 8657.615234375), (1, 8577.17578125)]","[(0, 9003.8427734375), (1, 7736.2138671875)]","[(0, 12651.73828125), (1, 9940.232421875)]","[(0, 10753.6650390625), (1, 6588.9921875)]","[(0, 8046.36083984375), (1, 5854.51123046875)]","[(0, 8984.3720703125), (1, 6855.47412109375)]","[(0, 11206.6181640625), (1, 10287.046875)]","[(0, 18632.783203125), (1, 7021.30078125)]","[(0, 9102.1962890625), (1, 9601.5576171875)]","[(0, 5160.81640625), (1, 5667.30224609375)]","[(0, 17732.130859375), (1, 13143.0625)]","[(0, 7014.46728515625), (1, 6863.4091796875)]","[(0, 10366.830078125), (1, 9004.84765625)]","[(0, 10416.23046875), (1, 10773.1171875)]","[(0, 6620.953125), (1, 6388.767578125)]","[(0, 9679.0224609375), (1, 16723.99609375)]","[(0, 15472.5673828125), (1, 10721.2041015625)]","[(0, 10923.802734375), (1, 10678.11328125)]","[(0, 9310.7646484375), (1, 9413.8720703125)]"
4,"[(0, 6701.720703125), (1, 6390.37060546875)]","[(0, 7782.38818359375), (1, 8065.544921875)]","[(0, 8224.08984375), (1, 9084.072265625)]","[(0, 8374.1962890625), (1, 10036.9765625)]","[(0, 6741.85009765625), (1, 8141.52734375)]","[(0, 8814.6240234375), (1, 7719.12353515625)]","[(0, 7972.48291015625), (1, 8648.1748046875)]","[(0, 11968.970703125), (1, 6648.04638671875)]","[(0, 8975.19140625), (1, 4703.2763671875)]","[(0, 9636.0576171875), (1, 6419.40234375)]","[(0, 8662.173828125), (1, 8634.412109375)]","[(0, 8762.3994140625), (1, 4608.876953125)]","[(0, 10557.8564453125), (1, 13457.5771484375)]","[(0, 6168.2822265625), (1, 8009.48193359375)]","[(0, 14459.7119140625), (1, 9474.04296875)]","[(0, 9151.853515625), (1, 8539.0771484375)]","[(0, 11265.359375), (1, 8074.4189453125)]","[(0, 5526.5927734375), (1, 5352.40087890625)]","[(0, 10150.0615234375), (1, 9559.8564453125)]","[(0, 11188.5810546875), (1, 10219.60546875)]","[(0, 13951.490234375), (1, 10112.109375)]","[(0, 9688.6181640625), (1, 8567.0390625)]","[(0, 8229.7939453125), (1, 9937.3984375)]"
5,"[(0, 7660.287109375), (1, 8748.9228515625)]","[(0, 7212.140625), (1, 8048.7939453125)]","[(0, 8802.6787109375), (1, 9723.69140625)]","[(0, 7957.29931640625), (1, 9542.88671875)]","[(0, 7607.447265625), (1, 7562.310546875)]","[(0, 10674.3759765625), (1, 7920.24658203125)]","[(0, 5881.1875), (1, 5520.09814453125)]","[(0, 8533.240234375), (1, 9663.7587890625)]","[(0, 13019.8798828125), (1, 8290.205078125)]","[(0, 16738.884765625), (1, 14515.9599609375)]","[(0, 8255.341796875), (1, 7972.6806640625)]","[(0, 11558.4296875), (1, 5869.3984375)]","[(0, 8729.2373046875), (1, 10676.5146484375)]","[(0, 8181.42529296875), (1, 7797.38720703125)]","[(0, 13274.7626953125), (1, 8899.564453125)]","[(0, 9333.7470703125), (1, 9467.486328125)]","[(0, 9438.5654296875), (1, 7205.609375)]","[(0, 4514.49072265625), (1, 4554.3046875)]","[(0, 7378.78662109375), (1, 6022.42431640625)]","[(0, 12591.939453125), (1, 9958.62109375)]","[(0, 12521.240234375), (1, 8593.22265625)]","[(0, 12546.5322265625), (1, 10879.4189453125)]","[(0, 6563.466796875), (1, 8206.3291015625)]"
6,"[(0, 7538.79248046875), (1, 8067.79150390625)]","[(0, 10016.4755859375), (1, 10186.677734375)]","[(0, 8915.0419921875), (1, 9794.134765625)]","[(0, 8798.23046875), (1, 10936.4462890625)]","[(0, 5786.29296875), (1, 4559.0888671875)]","[(0, 7744.80615234375), (1, 6576.24853515625)]","[(0, 7578.150390625), (1, 7863.04150390625)]","[(0, 10912.390625), (1, 7243.62109375)]","[(0, 8455.5126953125), (1, 6120.2744140625)]","[(0, 11503.5546875), (1, 11812.404296875)]","[(0, 9311.8212890625), (1, 8269.8095703125)]","[(0, 13670.2978515625), (1, 7376.73193359375)]","[(0, 12194.357421875), (1, 11706.3369140625)]","[(0, 6480.0810546875), (1, 7182.70849609375)]","[(0, 13344.0009765625), (1, 8272.3017578125)]","[(0, 22600.001953125), (1, 21346.197265625)]","[(0, 12589.765625), (1, 10153.7109375)]","[(0, 10965.166015625), (1, 8717.69921875)]","[(0, 7370.58544921875), (1, 6106.9697265625)]","[(0, 8144.16748046875), (1, 9199.17578125)]","[(0, 9836.1630859375), (1, 7619.47119140625)]","[(0, 8147.4619140625), (1, 7033.60546875)]","[(0, 9871.5908203125), (1, 11546.3876953125)]"
7,"[(0, 6734.94140625), (1, 6842.03271484375)]","[(0, 9308.8466796875), (1, 10449.771484375)]","[(0, 9360.1318359375), (1, 10260.0732421875)]","[(0, 10399.5263671875), (1, 8527.115234375)]","[(0, 5939.6552734375), (1, 5859.77294921875)]","[(0, 3570.745361328125), (1, 2821.02001953125)]","[(0, 9479.0859375), (1, 8070.3232421875)]","[(0, 14531.6533203125), (1, 6036.869140625)]","[(0, 7865.35888671875), (1, 4297.72021484375)]","[(0, 11573.099609375), (1, 12131.6728515625)]","[(0, 8884.7412109375), (1, 8032.63720703125)]","[(0, 10506.7802734375), (1, 6088.10009765625)]","[(0, 12280.5556640625), (1, 11811.333984375)]","[(0, 6651.6611328125), (1, 8347.6044921875)]","[(0, 13944.9462890625), (1, 8465.9296875)]","[(0, 19736.94140625), (1, 23886.84765625)]","[(0, 9110.47265625), (1, 7184.76318359375)]","[(0, 11203.615234375), (1, 9449.8232421875)]","[(0, 4716.0634765625), (1, 4724.70263671875)]","[(0, 8977.46875), (1, 11870.3017578125)]","[(0, 11716.92578125), (1, 9077.3173828125)]","[(0, 8587.8896484375), (1, 7882.65234375)]","[(0, 10151.2236328125), (1, 11829.494140625)]"
8,"[(0, 6496.35498046875), (1, 6561.89599609375)]","[(0, 10788.8173828125), (1, 10089.423828125)]","[(0, 9510.3623046875), (1, 12920.56640625)]","[(0, 8843.783203125), (1, 7423.0830078125)]","[(0, 4648.392578125), (1, 4468.35107421875)]","[(0, 4584.18017578125), (1, 3581.9833984375)]","[(0, 6193.77734375), (1, 6467.47412109375)]","[(0, 12975.28125), (1, 13852.65234375)]","[(0, 10339.9931640625), (1, 5884.49755859375)]","[(0, 6690.4052734375), (1, 7102.7177734375)]","[(0, 7824.39794921875), (1, 8468.9658203125)]","[(0, 7719.86669921875), (1, 5540.6513671875)]","[(0, 14277.4375), (1, 15929.349609375)]","[(0, 5058.05859375), (1, 5425.0869140625)]","[(0, 10081.3359375), (1, 7072.51708984375)]","[(0, 12421.2158203125), (1, 9820.8935546875)]","[(0, 8605.42578125), (1, 9634.6513671875)]","[(0, 8398.4375), (1, 7165.97900390625)]","[(0, 9778.70703125), (1, 10674.263671875)]","[(0, 8836.2890625), (1, 5946.8369140625)]","[(0, 10584.6630859375), (1, 7526.40087890625)]","[(0, 7778.92333984375), (1, 8457.181640625)]","[(0, 8039.91015625), (1, 8325.859375)]"
9,"[(0, 10759.8818359375), (1, 8994.8740234375)]","[(0, 11202.8349609375), (1, 8706.0751953125)]","[(0, 10722.60546875), (1, 13769.5283203125)]","[(0, 8700.099609375), (1, 6985.45458984375)]","[(0, 5657.87890625), (1, 6113.904296875)]","[(0, 6803.94140625), (1, 6090.521484375)]","[(0, 4963.47314453125), (1, 4860.14697265625)]","[(0, 12545.52734375), (1, 6575.96044921875)]","[(0, 9633.080078125), (1, 6638.7138671875)]","[(0, 6595.61181640625), (1, 7240.568359375)]","[(0, 6529.0615234375), (1, 7110.8984375)]","[(0, 13109.5888671875), (1, 8252.94921875)]","[(0, 12702.927734375), (1, 14026.4267578125)]","[(0, 4976.97705078125), (1, 5084.6787109375)]","[(0, 10925.4892578125), (1, 8060.37744140625)]","[(0, 9570.2646484375), (1, 11425.0439453125)]","[(0, 7311.83251953125), (1, 8278.8359375)]","[(0, 8406.8193359375), (1, 9022.4873046875)]","[(0, 6522.8876953125), (1, 6687.33056640625)]","[(0, 13687.34765625), (1, 9434.12890625)]","[(0, 9334.9658203125), (1, 6774.65576171875)]","[(0, 7536.2841796875), (1, 7877.189453125)]","[(0, 11722.2568359375), (1, 13894.4755859375)]"
