,best
agreement_determiner_noun-across_1_adjective,0.5265
agreement_determiner_noun-between_neighbors,0.5195
agreement_subject_verb-across_prepositional_phrase,0.502
agreement_subject_verb-across_relative_clause,0.5015
agreement_subject_verb-in_question_with_aux,0.5135
agreement_subject_verb-in_simple_question,0.5165
anaphor_agreement-pronoun_gender,0.539
argument_structure-dropped_argument,0.9065
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.583
binding-principle_a,0.543
case-subjective_pronoun,1.0
ellipsis-n_bar,0.3525
filler-gap-wh_question_object,0.57
filler-gap-wh_question_subject,0.9745
irregular-verb,0.6875
island-effects-adjunct_island,0.6845
island-effects-coordinate_structure_constraint,0.4665
local_attractor-in_question_with_aux,0.535
npi_licensing-matrix_question,0.3825
npi_licensing-only_npi_licensor,0.7825
quantifiers-existential_there,0.8005
quantifiers-superlative,0.3385
