,best
agreement_determiner_noun-across_1_adjective,0.5555
agreement_determiner_noun-between_neighbors,0.655
agreement_subject_verb-across_prepositional_phrase,0.5315
agreement_subject_verb-across_relative_clause,0.564
agreement_subject_verb-in_question_with_aux,0.5285
agreement_subject_verb-in_simple_question,0.517
anaphor_agreement-pronoun_gender,0.526
argument_structure-dropped_argument,0.5735
argument_structure-swapped_arguments,0.943
argument_structure-transitive,0.6895
binding-principle_a,0.358
case-subjective_pronoun,0.9895
ellipsis-n_bar,0.3425
filler-gap-wh_question_object,0.4855
filler-gap-wh_question_subject,0.978
irregular-verb,0.745
island-effects-adjunct_island,0.637
island-effects-coordinate_structure_constraint,0.71
local_attractor-in_question_with_aux,0.489
npi_licensing-matrix_question,0.1315
npi_licensing-only_npi_licensor,0.8695
quantifiers-existential_there,0.851
quantifiers-superlative,0.064
