,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 913.1600952148438), (1, 842.0182495117188)]","[(0, 1582.9656982421875), (1, 1367.2708740234375)]","[(0, 1049.28271484375), (1, 945.5623779296875)]","[(0, 1070.3994140625), (1, 975.10107421875)]","[(0, 639.3271484375), (1, 559.8605346679688)]","[(0, 408.6174011230469), (1, 223.24267578125)]","[(0, 3476.339599609375), (1, 3406.384033203125)]","[(0, 2605.5830078125), (1, 1192.4088134765625)]","[(0, 2806.02099609375), (1, 1742.745849609375)]","[(0, 11139.6484375), (1, 8239.5322265625)]","[(0, 2629.058349609375), (1, 3528.138427734375)]","[(0, 3326.469482421875), (1, 1577.32666015625)]","[(0, 4859.97509765625), (1, 4815.60107421875)]","[(0, 1508.6446533203125), (1, 1404.9190673828125)]","[(0, 2847.480224609375), (1, 2024.4344482421875)]","[(0, 1905.4937744140625), (1, 1723.2679443359375)]","[(0, 1448.6461181640625), (1, 1503.4208984375)]","[(0, 1203.768798828125), (1, 1279.3861083984375)]","[(0, 966.513671875), (1, 763.5987548828125)]","[(0, 1421.6439208984375), (1, 1036.4327392578125)]","[(0, 5498.1259765625), (1, 5695.6884765625)]","[(0, 1898.173583984375), (1, 1751.908447265625)]","[(0, 1693.428955078125), (1, 1548.6229248046875)]"
1,"[(0, 1473.26904296875), (1, 1483.9136962890625)]","[(0, 1246.203125), (1, 1087.65771484375)]","[(0, 1057.516845703125), (1, 946.1298217773438)]","[(0, 529.4751586914062), (1, 481.03204345703125)]","[(0, 619.62548828125), (1, 496.69342041015625)]","[(0, 342.8753967285156), (1, 179.2933807373047)]","[(0, 1874.5880126953125), (1, 1754.427978515625)]","[(0, 1014.1158447265625), (1, 858.503173828125)]","[(0, 1280.5262451171875), (1, 878.5862426757812)]","[(0, 3483.17236328125), (1, 3283.365966796875)]","[(0, 4832.8720703125), (1, 6404.32275390625)]","[(0, 2627.49072265625), (1, 1275.595458984375)]","[(0, 5528.49072265625), (1, 5390.841796875)]","[(0, 1439.64794921875), (1, 1544.447509765625)]","[(0, 3746.433349609375), (1, 2492.81298828125)]","[(0, 1566.005126953125), (1, 1690.173828125)]","[(0, 1216.742919921875), (1, 1258.67578125)]","[(0, 1027.47900390625), (1, 1268.66748046875)]","[(0, 2384.8583984375), (1, 1974.2635498046875)]","[(0, 968.3565673828125), (1, 1087.555419921875)]","[(0, 2292.90234375), (1, 2370.33203125)]","[(0, 1632.70751953125), (1, 1543.0716552734375)]","[(0, 3627.69921875), (1, 3242.366455078125)]"
2,"[(0, 1267.583984375), (1, 1289.4451904296875)]","[(0, 1348.2574462890625), (1, 1178.3841552734375)]","[(0, 1083.0716552734375), (1, 968.9583740234375)]","[(0, 646.5996704101562), (1, 604.7102661132812)]","[(0, 761.6162109375), (1, 650.0977172851562)]","[(0, 573.9927368164062), (1, 343.4977111816406)]","[(0, 1463.8084716796875), (1, 1421.6689453125)]","[(0, 1396.4962158203125), (1, 1217.3128662109375)]","[(0, 2675.27392578125), (1, 1532.9752197265625)]","[(0, 5489.83203125), (1, 9553.869140625)]","[(0, 3142.92724609375), (1, 2544.6640625)]","[(0, 1832.4010009765625), (1, 1402.4224853515625)]","[(0, 4772.0830078125), (1, 4466.74462890625)]","[(0, 1555.76611328125), (1, 1296.2034912109375)]","[(0, 2373.006591796875), (1, 1838.3065185546875)]","[(0, 2804.165771484375), (1, 2490.4033203125)]","[(0, 2332.6201171875), (1, 2500.050537109375)]","[(0, 881.711669921875), (1, 983.814208984375)]","[(0, 1509.10791015625), (1, 1348.1204833984375)]","[(0, 2486.960693359375), (1, 2217.28369140625)]","[(0, 3079.12890625), (1, 2975.4111328125)]","[(0, 2035.13330078125), (1, 1804.4163818359375)]","[(0, 1664.1629638671875), (1, 2317.615966796875)]"
3,"[(0, 1621.13916015625), (1, 1520.234130859375)]","[(0, 1051.5953369140625), (1, 924.571533203125)]","[(0, 1065.429443359375), (1, 945.053955078125)]","[(0, 999.3455810546875), (1, 921.205078125)]","[(0, 2052.8818359375), (1, 1664.9051513671875)]","[(0, 1068.0159912109375), (1, 623.9269409179688)]","[(0, 1270.697509765625), (1, 1306.9765625)]","[(0, 3224.92138671875), (1, 1879.020751953125)]","[(0, 2194.6357421875), (1, 1525.209228515625)]","[(0, 3696.777099609375), (1, 3124.523681640625)]","[(0, 5724.353515625), (1, 4630.583984375)]","[(0, 1932.7203369140625), (1, 1376.4683837890625)]","[(0, 3780.958740234375), (1, 3657.4560546875)]","[(0, 1514.8330078125), (1, 1474.3104248046875)]","[(0, 3041.19921875), (1, 2236.403076171875)]","[(0, 2015.927490234375), (1, 2196.73291015625)]","[(0, 1771.128173828125), (1, 1856.58837890625)]","[(0, 1065.793212890625), (1, 1235.7164306640625)]","[(0, 1176.80126953125), (1, 814.3060302734375)]","[(0, 2704.899658203125), (1, 5143.94775390625)]","[(0, 2748.875732421875), (1, 2664.2607421875)]","[(0, 2135.106201171875), (1, 1880.388427734375)]","[(0, 1401.1104736328125), (1, 1991.87890625)]"
4,"[(0, 846.0287475585938), (1, 776.583984375)]","[(0, 1958.1507568359375), (1, 2242.216064453125)]","[(0, 1029.5389404296875), (1, 1153.5606689453125)]","[(0, 995.983154296875), (1, 909.0077514648438)]","[(0, 1701.371337890625), (1, 1424.7635498046875)]","[(0, 496.7438659667969), (1, 354.90460205078125)]","[(0, 3257.9169921875), (1, 3217.548583984375)]","[(0, 1189.1353759765625), (1, 1098.641357421875)]","[(0, 2260.986572265625), (1, 1082.9725341796875)]","[(0, 2636.951904296875), (1, 1721.8509521484375)]","[(0, 2713.723388671875), (1, 2605.379150390625)]","[(0, 2788.259033203125), (1, 1296.93359375)]","[(0, 3027.00927734375), (1, 3361.89892578125)]","[(0, 1476.52734375), (1, 1830.3671875)]","[(0, 3042.0546875), (1, 2261.195556640625)]","[(0, 2036.3739013671875), (1, 1741.7987060546875)]","[(0, 1867.844482421875), (1, 1789.2427978515625)]","[(0, 798.7059936523438), (1, 803.0552978515625)]","[(0, 1465.736328125), (1, 1260.1392822265625)]","[(0, 2532.0048828125), (1, 1964.698486328125)]","[(0, 2030.1900634765625), (1, 1885.8604736328125)]","[(0, 2632.568603515625), (1, 2070.970703125)]","[(0, 2336.386962890625), (1, 3962.9736328125)]"
5,"[(0, 1214.730224609375), (1, 1183.09716796875)]","[(0, 1681.0711669921875), (1, 1930.5595703125)]","[(0, 1059.40087890625), (1, 1193.4189453125)]","[(0, 864.289306640625), (1, 799.0903930664062)]","[(0, 1475.9542236328125), (1, 1180.55224609375)]","[(0, 518.5827026367188), (1, 326.80303955078125)]","[(0, 1387.1947021484375), (1, 1367.9935302734375)]","[(0, 1383.542236328125), (1, 1109.0072021484375)]","[(0, 3045.726806640625), (1, 1630.468505859375)]","[(0, 5054.75048828125), (1, 3604.047119140625)]","[(0, 2720.7587890625), (1, 2449.103271484375)]","[(0, 2080.56982421875), (1, 1429.720703125)]","[(0, 2337.970703125), (1, 2444.18701171875)]","[(0, 2566.500244140625), (1, 2443.201416015625)]","[(0, 3076.325927734375), (1, 2263.98681640625)]","[(0, 1487.322509765625), (1, 1655.4766845703125)]","[(0, 1511.656005859375), (1, 1430.3228759765625)]","[(0, 920.1026611328125), (1, 965.0689697265625)]","[(0, 2319.5185546875), (1, 1721.792724609375)]","[(0, 2107.649169921875), (1, 3360.927734375)]","[(0, 1373.8154296875), (1, 1275.4134521484375)]","[(0, 2077.84619140625), (1, 1634.614501953125)]","[(0, 924.7866821289062), (1, 883.9651489257812)]"
6,"[(0, 1053.7335205078125), (1, 1038.7388916015625)]","[(0, 1750.8043212890625), (1, 2045.0167236328125)]","[(0, 1157.403076171875), (1, 1303.0853271484375)]","[(0, 635.5872192382812), (1, 585.6065673828125)]","[(0, 468.8730163574219), (1, 524.3299560546875)]","[(0, 623.574462890625), (1, 411.2597961425781)]","[(0, 2696.303955078125), (1, 2752.8134765625)]","[(0, 2834.095458984375), (1, 1511.0411376953125)]","[(0, 2641.046630859375), (1, 1141.50732421875)]","[(0, 3119.8935546875), (1, 6042.1220703125)]","[(0, 2655.972900390625), (1, 2478.0341796875)]","[(0, 2698.736328125), (1, 2122.306396484375)]","[(0, 2800.82763671875), (1, 2803.886474609375)]","[(0, 2405.372314453125), (1, 2442.770263671875)]","[(0, 2667.99853515625), (1, 1928.6768798828125)]","[(0, 5042.65576171875), (1, 5159.88623046875)]","[(0, 1696.0238037109375), (1, 1544.64404296875)]","[(0, 1100.2325439453125), (1, 1185.4864501953125)]","[(0, 878.3663330078125), (1, 621.9447631835938)]","[(0, 2468.734375), (1, 2107.880126953125)]","[(0, 1745.73583984375), (1, 1864.903076171875)]","[(0, 2021.975341796875), (1, 1534.1773681640625)]","[(0, 1865.157470703125), (1, 1695.6929931640625)]"
7,"[(0, 1515.3892822265625), (1, 1427.4259033203125)]","[(0, 1416.464111328125), (1, 1660.6798095703125)]","[(0, 1193.3814697265625), (1, 1347.6962890625)]","[(0, 1075.151611328125), (1, 1174.1572265625)]","[(0, 421.44036865234375), (1, 515.50439453125)]","[(0, 449.691162109375), (1, 246.91583251953125)]","[(0, 1482.7529296875), (1, 1451.4942626953125)]","[(0, 1908.9595947265625), (1, 604.5750122070312)]","[(0, 1887.947998046875), (1, 1204.55078125)]","[(0, 3418.963134765625), (1, 4235.8056640625)]","[(0, 2622.08251953125), (1, 2517.64208984375)]","[(0, 2996.134765625), (1, 1330.2674560546875)]","[(0, 2579.277587890625), (1, 2473.338134765625)]","[(0, 3214.031005859375), (1, 2956.84912109375)]","[(0, 2486.66796875), (1, 1735.0511474609375)]","[(0, 4360.2109375), (1, 4796.580078125)]","[(0, 1415.6856689453125), (1, 1263.1334228515625)]","[(0, 960.0651245117188), (1, 1302.30029296875)]","[(0, 968.8382568359375), (1, 623.0148315429688)]","[(0, 3121.197021484375), (1, 3227.18896484375)]","[(0, 1535.8038330078125), (1, 1576.3597412109375)]","[(0, 1488.2142333984375), (1, 1156.02197265625)]","[(0, 2573.93701171875), (1, 4399.6923828125)]"
8,"[(0, 1196.749267578125), (1, 1272.79150390625)]","[(0, 2036.7838134765625), (1, 1928.7421875)]","[(0, 1262.6575927734375), (1, 1224.29833984375)]","[(0, 522.5134887695312), (1, 573.068115234375)]","[(0, 550.0635375976562), (1, 639.63427734375)]","[(0, 399.1734619140625), (1, 208.89181518554688)]","[(0, 1021.0189819335938), (1, 1001.989501953125)]","[(0, 1465.821533203125), (1, 1120.51953125)]","[(0, 2047.194580078125), (1, 966.8699340820312)]","[(0, 954.918212890625), (1, 1116.0537109375)]","[(0, 1337.1842041015625), (1, 1786.023193359375)]","[(0, 1612.8121337890625), (1, 1357.8240966796875)]","[(0, 8029.16748046875), (1, 8065.9140625)]","[(0, 1470.04296875), (1, 1659.2725830078125)]","[(0, 2882.313720703125), (1, 2238.130126953125)]","[(0, 4653.99951171875), (1, 4368.2978515625)]","[(0, 1565.343017578125), (1, 1483.34912109375)]","[(0, 793.7392578125), (1, 898.7379760742188)]","[(0, 1074.19384765625), (1, 1018.4564208984375)]","[(0, 1619.6580810546875), (1, 1480.3975830078125)]","[(0, 2288.969482421875), (1, 2197.312255859375)]","[(0, 1386.65771484375), (1, 1444.6995849609375)]","[(0, 1203.542724609375), (1, 1692.3182373046875)]"
9,"[(0, 2455.355712890625), (1, 2408.65380859375)]","[(0, 1591.974365234375), (1, 1383.2606201171875)]","[(0, 1653.914306640625), (1, 1589.656982421875)]","[(0, 664.0087280273438), (1, 705.5011596679688)]","[(0, 1345.5003662109375), (1, 1638.2672119140625)]","[(0, 671.674072265625), (1, 408.3774108886719)]","[(0, 1090.769287109375), (1, 1119.1802978515625)]","[(0, 3476.16064453125), (1, 1326.2835693359375)]","[(0, 1670.4261474609375), (1, 1045.7288818359375)]","[(0, 2099.86474609375), (1, 2656.28955078125)]","[(0, 1559.9742431640625), (1, 1989.2896728515625)]","[(0, 2047.1622314453125), (1, 1419.8052978515625)]","[(0, 8483.9208984375), (1, 8514.0400390625)]","[(0, 1937.9832763671875), (1, 1873.342529296875)]","[(0, 3294.174072265625), (1, 2489.168701171875)]","[(0, 3417.05615234375), (1, 3607.1728515625)]","[(0, 1277.44091796875), (1, 1190.68603515625)]","[(0, 1039.17724609375), (1, 1265.3597412109375)]","[(0, 1622.67431640625), (1, 1120.265380859375)]","[(0, 1998.9666748046875), (1, 2306.237060546875)]","[(0, 1421.0556640625), (1, 1336.0587158203125)]","[(0, 1187.0885009765625), (1, 1212.3409423828125)]","[(0, 2365.51513671875), (1, 2131.3740234375)]"
10,"[(0, 2021.3902587890625), (1, 1966.4212646484375)]","[(0, 1621.9495849609375), (1, 1655.0369873046875)]","[(0, 1278.059326171875), (1, 1244.716064453125)]","[(0, 985.5148315429688), (1, 1067.615234375)]","[(0, 1157.4842529296875), (1, 1363.8067626953125)]","[(0, 1459.421875), (1, 867.5665893554688)]","[(0, 666.1491088867188), (1, 625.5907592773438)]","[(0, 1409.156005859375), (1, 1134.335205078125)]","[(0, 1976.787109375), (1, 1216.48193359375)]","[(0, 3130.76953125), (1, 2860.34423828125)]","[(0, 2098.157958984375), (1, 2073.29638671875)]","[(0, 2183.617919921875), (1, 1581.422119140625)]","[(0, 5409.2734375), (1, 5377.77880859375)]","[(0, 1806.0682373046875), (1, 1754.67822265625)]","[(0, 3544.089599609375), (1, 2951.673583984375)]","[(0, 1867.2637939453125), (1, 2165.394775390625)]","[(0, 1756.7135009765625), (1, 1568.0546875)]","[(0, 981.6992797851562), (1, 984.8707885742188)]","[(0, 1442.520263671875), (1, 1027.688720703125)]","[(0, 1731.3182373046875), (1, 1419.3741455078125)]","[(0, 4374.513671875), (1, 4082.323974609375)]","[(0, 1665.6990966796875), (1, 1463.647216796875)]","[(0, 1787.3165283203125), (1, 2527.550048828125)]"
11,"[(0, 2151.928955078125), (1, 2217.977294921875)]","[(0, 1253.4769287109375), (1, 1159.1036376953125)]","[(0, 1637.5166015625), (1, 1592.341796875)]","[(0, 979.9749755859375), (1, 1072.1209716796875)]","[(0, 923.4942626953125), (1, 1133.314453125)]","[(0, 620.1312866210938), (1, 445.3934631347656)]","[(0, 804.4181518554688), (1, 841.0872802734375)]","[(0, 2325.587646484375), (1, 1708.0269775390625)]","[(0, 1568.387451171875), (1, 860.7047119140625)]","[(0, 4615.81396484375), (1, 4846.62646484375)]","[(0, 2021.2186279296875), (1, 2032.2135009765625)]","[(0, 1108.8919677734375), (1, 807.513427734375)]","[(0, 3652.7607421875), (1, 3587.2275390625)]","[(0, 1891.941162109375), (1, 1625.967041015625)]","[(0, 2728.685546875), (1, 2090.57421875)]","[(0, 2118.809814453125), (1, 1833.599365234375)]","[(0, 1439.295166015625), (1, 1251.4261474609375)]","[(0, 859.627197265625), (1, 1459.301513671875)]","[(0, 1483.5472412109375), (1, 1129.24072265625)]","[(0, 1355.0675048828125), (1, 1729.8773193359375)]","[(0, 3614.197265625), (1, 3361.72900390625)]","[(0, 1391.448486328125), (1, 1250.9583740234375)]","[(0, 2076.520751953125), (1, 1947.9771728515625)]"
12,"[(0, 1287.944580078125), (1, 1387.3480224609375)]","[(0, 2743.004150390625), (1, 2964.7353515625)]","[(0, 1324.5555419921875), (1, 1370.1942138671875)]","[(0, 854.8239135742188), (1, 924.5433349609375)]","[(0, 1576.2891845703125), (1, 1252.56103515625)]","[(0, 642.9462890625), (1, 411.41888427734375)]","[(0, 1676.7376708984375), (1, 1645.367919921875)]","[(0, 5143.92333984375), (1, 3024.435302734375)]","[(0, 2145.6787109375), (1, 1419.95361328125)]","[(0, 2247.5458984375), (1, 4762.03564453125)]","[(0, 1350.7523193359375), (1, 1362.501708984375)]","[(0, 3012.517822265625), (1, 1511.79443359375)]","[(0, 2796.09716796875), (1, 2900.020751953125)]","[(0, 2037.4549560546875), (1, 2220.431396484375)]","[(0, 2436.178466796875), (1, 1926.28173828125)]","[(0, 845.182861328125), (1, 712.91357421875)]","[(0, 1770.19775390625), (1, 1868.991943359375)]","[(0, 681.8703002929688), (1, 708.4982299804688)]","[(0, 856.9542846679688), (1, 775.2657470703125)]","[(0, 2183.6865234375), (1, 1521.204345703125)]","[(0, 4853.95361328125), (1, 4803.666015625)]","[(0, 1731.540283203125), (1, 1560.4437255859375)]","[(0, 2975.646728515625), (1, 2699.68359375)]"
13,"[(0, 1970.8614501953125), (1, 1955.037353515625)]","[(0, 2106.682373046875), (1, 2531.92041015625)]","[(0, 1674.2952880859375), (1, 1731.6649169921875)]","[(0, 775.4384155273438), (1, 839.235595703125)]","[(0, 1001.9866943359375), (1, 1246.2518310546875)]","[(0, 819.1410522460938), (1, 541.25341796875)]","[(0, 900.2477416992188), (1, 905.7130126953125)]","[(0, 2562.4892578125), (1, 923.3995971679688)]","[(0, 1618.9144287109375), (1, 995.1234741210938)]","[(0, 1392.4307861328125), (1, 633.5949096679688)]","[(0, 1381.37353515625), (1, 1371.9129638671875)]","[(0, 1729.1885986328125), (1, 1343.197021484375)]","[(0, 2769.232177734375), (1, 2896.3818359375)]","[(0, 2351.8828125), (1, 2449.5986328125)]","[(0, 2246.265380859375), (1, 1676.5474853515625)]","[(0, 732.2002563476562), (1, 870.3800659179688)]","[(0, 1448.256591796875), (1, 1545.417724609375)]","[(0, 1259.090576171875), (1, 1348.2496337890625)]","[(0, 1583.537109375), (1, 1410.203369140625)]","[(0, 2380.72607421875), (1, 2832.809326171875)]","[(0, 2383.706787109375), (1, 2330.8232421875)]","[(0, 1384.28466796875), (1, 1277.7364501953125)]","[(0, 1513.415771484375), (1, 1394.2139892578125)]"
14,"[(0, 1664.2930908203125), (1, 1629.1480712890625)]","[(0, 2422.352294921875), (1, 2540.703125)]","[(0, 1546.24169921875), (1, 1592.9730224609375)]","[(0, 1215.5616455078125), (1, 1318.6318359375)]","[(0, 787.36328125), (1, 593.5352172851562)]","[(0, 257.91497802734375), (1, 470.3260192871094)]","[(0, 1273.5982666015625), (1, 1252.2122802734375)]","[(0, 3168.16357421875), (1, 5661.77587890625)]","[(0, 1958.2440185546875), (1, 1284.2313232421875)]","[(0, 4912.767578125), (1, 8553.2177734375)]","[(0, 1496.147705078125), (1, 1479.5860595703125)]","[(0, 1533.716552734375), (1, 1208.579345703125)]","[(0, 1917.85986328125), (1, 1852.245849609375)]","[(0, 2135.520751953125), (1, 2263.662841796875)]","[(0, 2217.618896484375), (1, 1676.5426025390625)]","[(0, 1097.2723388671875), (1, 942.894287109375)]","[(0, 3151.19580078125), (1, 3410.50927734375)]","[(0, 1108.00341796875), (1, 1200.94287109375)]","[(0, 724.5282592773438), (1, 645.3743286132812)]","[(0, 3754.54150390625), (1, 2577.78857421875)]","[(0, 8405.857421875), (1, 8473.5712890625)]","[(0, 1923.69873046875), (1, 1537.1217041015625)]","[(0, 1383.777099609375), (1, 1279.575927734375)]"
