,best
agreement_determiner_noun-across_1_adjective,0.5
agreement_determiner_noun-between_neighbors,0.4785
agreement_subject_verb-across_prepositional_phrase,0.495
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.5095
agreement_subject_verb-in_simple_question,0.5
anaphor_agreement-pronoun_gender,0.5235
argument_structure-dropped_argument,0.735
argument_structure-swapped_arguments,0.5335
argument_structure-transitive,0.5125
binding-principle_a,0.405
case-subjective_pronoun,0.283
ellipsis-n_bar,0.295
filler-gap-wh_question_object,0.126
filler-gap-wh_question_subject,0.995
irregular-verb,0.519
island-effects-adjunct_island,0.476
island-effects-coordinate_structure_constraint,0.2615
local_attractor-in_question_with_aux,0.7345
npi_licensing-matrix_question,0.497
npi_licensing-only_npi_licensor,0.9965
quantifiers-existential_there,0.6255
quantifiers-superlative,0.386
