,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 832.2767333984375), (1, 897.740478515625)]","[(0, 1958.89501953125), (1, 1438.343505859375)]","[(0, 1408.2840576171875), (1, 1303.78271484375)]","[(0, 1693.3416748046875), (1, 1534.7210693359375)]","[(0, 880.4022216796875), (1, 815.046875)]","[(0, 596.54248046875), (1, 397.2619323730469)]","[(0, 3700.921875), (1, 3173.35546875)]","[(0, 3262.599609375), (1, 1907.8248291015625)]","[(0, 3467.591796875), (1, 1786.4693603515625)]","[(0, 7910.08642578125), (1, 7172.529296875)]","[(0, 2681.5908203125), (1, 3299.267578125)]","[(0, 3989.852783203125), (1, 1509.4066162109375)]","[(0, 6513.96142578125), (1, 6542.494140625)]","[(0, 2600.5361328125), (1, 2053.48486328125)]","[(0, 2659.332275390625), (1, 2168.128662109375)]","[(0, 5028.51806640625), (1, 4809.1943359375)]","[(0, 3204.68359375), (1, 3063.64599609375)]","[(0, 2430.978515625), (1, 2066.072509765625)]","[(0, 1912.3331298828125), (1, 1842.0762939453125)]","[(0, 1287.0113525390625), (1, 1167.4261474609375)]","[(0, 5632.521484375), (1, 6755.96435546875)]","[(0, 1743.331787109375), (1, 1611.251708984375)]","[(0, 1813.6376953125), (1, 1743.5654296875)]"
1,"[(0, 1417.4979248046875), (1, 1633.7674560546875)]","[(0, 1600.5966796875), (1, 1185.6962890625)]","[(0, 1317.64892578125), (1, 1199.594970703125)]","[(0, 1092.9329833984375), (1, 958.9939575195312)]","[(0, 879.1520385742188), (1, 897.5829467773438)]","[(0, 530.2025756835938), (1, 415.1250305175781)]","[(0, 1980.6951904296875), (1, 2211.145263671875)]","[(0, 1793.7530517578125), (1, 848.3552856445312)]","[(0, 2214.4541015625), (1, 1049.1781005859375)]","[(0, 4103.4013671875), (1, 3839.965576171875)]","[(0, 4440.2890625), (1, 5658.4345703125)]","[(0, 2282.480224609375), (1, 906.0015258789062)]","[(0, 6328.255859375), (1, 6562.859375)]","[(0, 2242.07177734375), (1, 2249.515380859375)]","[(0, 3101.755126953125), (1, 2862.752685546875)]","[(0, 3668.907470703125), (1, 4156.4970703125)]","[(0, 1854.5621337890625), (1, 1687.7030029296875)]","[(0, 2074.76220703125), (1, 1948.1324462890625)]","[(0, 2404.583251953125), (1, 1838.591552734375)]","[(0, 1304.984375), (1, 1407.8497314453125)]","[(0, 2895.897216796875), (1, 3207.423095703125)]","[(0, 1843.090087890625), (1, 1499.4609375)]","[(0, 3562.432373046875), (1, 3201.891357421875)]"
2,"[(0, 1736.9071044921875), (1, 1864.5252685546875)]","[(0, 1510.47509765625), (1, 1105.5040283203125)]","[(0, 1461.4248046875), (1, 1354.59521484375)]","[(0, 1323.9595947265625), (1, 1228.4080810546875)]","[(0, 1362.330810546875), (1, 1151.85009765625)]","[(0, 730.9796752929688), (1, 654.8695678710938)]","[(0, 1365.2064208984375), (1, 1299.3812255859375)]","[(0, 2066.07958984375), (1, 1683.0313720703125)]","[(0, 4228.5166015625), (1, 1927.0736083984375)]","[(0, 6334.02197265625), (1, 9952.212890625)]","[(0, 2992.179931640625), (1, 2811.1259765625)]","[(0, 2694.67041015625), (1, 1998.007080078125)]","[(0, 5199.32421875), (1, 6027.515625)]","[(0, 1959.8994140625), (1, 1409.164794921875)]","[(0, 2468.0458984375), (1, 1789.7120361328125)]","[(0, 3939.798828125), (1, 2734.875732421875)]","[(0, 4164.69482421875), (1, 4178.44384765625)]","[(0, 1298.637939453125), (1, 1144.9044189453125)]","[(0, 1935.5009765625), (1, 2102.988037109375)]","[(0, 2757.82958984375), (1, 2096.64306640625)]","[(0, 4260.59619140625), (1, 5819.447265625)]","[(0, 1739.5966796875), (1, 1658.2813720703125)]","[(0, 1817.4329833984375), (1, 2295.333984375)]"
3,"[(0, 1297.875244140625), (1, 1403.057373046875)]","[(0, 1205.00244140625), (1, 926.3778076171875)]","[(0, 1439.6204833984375), (1, 1317.05712890625)]","[(0, 1476.7667236328125), (1, 1376.3155517578125)]","[(0, 2981.577880859375), (1, 2630.240966796875)]","[(0, 1858.853515625), (1, 1290.9752197265625)]","[(0, 1153.1025390625), (1, 1256.8795166015625)]","[(0, 3354.152099609375), (1, 1997.595458984375)]","[(0, 3159.20263671875), (1, 1569.962646484375)]","[(0, 4905.04345703125), (1, 4426.8642578125)]","[(0, 5171.443359375), (1, 4794.28857421875)]","[(0, 2984.072509765625), (1, 1817.2734375)]","[(0, 4929.0478515625), (1, 5734.01318359375)]","[(0, 2282.83154296875), (1, 1572.6171875)]","[(0, 2944.2685546875), (1, 2191.54345703125)]","[(0, 2406.205322265625), (1, 3158.4013671875)]","[(0, 2380.9462890625), (1, 2273.874267578125)]","[(0, 1446.439453125), (1, 1384.2701416015625)]","[(0, 1704.7821044921875), (1, 996.8607177734375)]","[(0, 2063.892578125), (1, 4514.16357421875)]","[(0, 4442.7626953125), (1, 5939.98388671875)]","[(0, 2266.0517578125), (1, 2083.98828125)]","[(0, 2072.046142578125), (1, 2725.58935546875)]"
4,"[(0, 693.6551513671875), (1, 750.0484008789062)]","[(0, 1719.7489013671875), (1, 2369.273193359375)]","[(0, 1337.286865234375), (1, 1459.6307373046875)]","[(0, 1452.150390625), (1, 1365.6888427734375)]","[(0, 1803.34033203125), (1, 1564.299072265625)]","[(0, 1221.5645751953125), (1, 850.1864624023438)]","[(0, 4017.002197265625), (1, 2796.882568359375)]","[(0, 1722.907958984375), (1, 1112.8795166015625)]","[(0, 2331.206787109375), (1, 1191.982421875)]","[(0, 3487.287353515625), (1, 2673.418701171875)]","[(0, 3001.528564453125), (1, 2833.098388671875)]","[(0, 3778.8388671875), (1, 1556.6624755859375)]","[(0, 3426.853271484375), (1, 3895.20947265625)]","[(0, 2568.452880859375), (1, 2740.162353515625)]","[(0, 3557.146484375), (1, 3727.530517578125)]","[(0, 2255.665771484375), (1, 1903.455810546875)]","[(0, 4820.74755859375), (1, 5102.7783203125)]","[(0, 1143.70947265625), (1, 1008.5783081054688)]","[(0, 2015.0760498046875), (1, 2087.085205078125)]","[(0, 3097.98291015625), (1, 2294.633544921875)]","[(0, 2683.44921875), (1, 3630.783203125)]","[(0, 2255.052734375), (1, 1840.7916259765625)]","[(0, 2618.844970703125), (1, 4019.17138671875)]"
5,"[(0, 1218.789794921875), (1, 1398.5386962890625)]","[(0, 1459.1651611328125), (1, 1934.2120361328125)]","[(0, 1317.6224365234375), (1, 1452.6165771484375)]","[(0, 1531.842529296875), (1, 1439.68359375)]","[(0, 1524.3236083984375), (1, 1360.8692626953125)]","[(0, 1201.3953857421875), (1, 917.8280029296875)]","[(0, 1522.4052734375), (1, 2093.930419921875)]","[(0, 1684.336181640625), (1, 1336.4786376953125)]","[(0, 3857.7236328125), (1, 1926.294677734375)]","[(0, 4701.14599609375), (1, 2905.611328125)]","[(0, 3630.495849609375), (1, 3230.5791015625)]","[(0, 2245.2138671875), (1, 1354.0198974609375)]","[(0, 3639.897705078125), (1, 4236.17333984375)]","[(0, 2806.80517578125), (1, 3277.703369140625)]","[(0, 3042.40283203125), (1, 3523.8544921875)]","[(0, 1794.3785400390625), (1, 2094.24609375)]","[(0, 2255.421630859375), (1, 2501.4921875)]","[(0, 1522.8060302734375), (1, 1056.343017578125)]","[(0, 2527.915283203125), (1, 1804.381103515625)]","[(0, 2766.2626953125), (1, 4401.05615234375)]","[(0, 2609.833251953125), (1, 3634.285400390625)]","[(0, 2180.58056640625), (1, 1772.9466552734375)]","[(0, 1437.2471923828125), (1, 1396.236572265625)]"
6,"[(0, 1298.4180908203125), (1, 1376.2471923828125)]","[(0, 1967.8658447265625), (1, 2921.114990234375)]","[(0, 1416.5067138671875), (1, 1527.9739990234375)]","[(0, 1212.73291015625), (1, 1130.4544677734375)]","[(0, 624.672607421875), (1, 676.4126586914062)]","[(0, 1605.9254150390625), (1, 1048.0120849609375)]","[(0, 3990.7890625), (1, 2906.435791015625)]","[(0, 3210.22607421875), (1, 1821.27099609375)]","[(0, 2662.297607421875), (1, 1271.7442626953125)]","[(0, 3602.37353515625), (1, 5555.720703125)]","[(0, 2948.41015625), (1, 2773.31005859375)]","[(0, 3718.866943359375), (1, 2034.350341796875)]","[(0, 3561.787109375), (1, 2980.37109375)]","[(0, 3076.299560546875), (1, 3097.693603515625)]","[(0, 3547.7724609375), (1, 3130.32177734375)]","[(0, 4516.44580078125), (1, 4344.935546875)]","[(0, 2573.895263671875), (1, 2604.732177734375)]","[(0, 1663.1094970703125), (1, 1507.0469970703125)]","[(0, 1634.6331787109375), (1, 1173.909912109375)]","[(0, 2887.187255859375), (1, 1989.8076171875)]","[(0, 2549.4892578125), (1, 3085.35205078125)]","[(0, 2634.0224609375), (1, 2047.246337890625)]","[(0, 2725.840087890625), (1, 2630.99853515625)]"
7,"[(0, 1101.22509765625), (1, 1199.6104736328125)]","[(0, 1642.0352783203125), (1, 2323.725341796875)]","[(0, 1357.7884521484375), (1, 1476.9610595703125)]","[(0, 1425.91552734375), (1, 1594.980224609375)]","[(0, 697.5535278320312), (1, 697.6766357421875)]","[(0, 557.0501098632812), (1, 379.5299072265625)]","[(0, 1423.2392578125), (1, 1948.76220703125)]","[(0, 2208.240234375), (1, 736.68017578125)]","[(0, 3283.685302734375), (1, 1509.12451171875)]","[(0, 1941.6572265625), (1, 3141.980224609375)]","[(0, 3010.7314453125), (1, 2826.594482421875)]","[(0, 3595.42333984375), (1, 1215.3443603515625)]","[(0, 3600.54296875), (1, 3040.967041015625)]","[(0, 4915.546875), (1, 3684.865966796875)]","[(0, 3597.1005859375), (1, 3189.06787109375)]","[(0, 3528.56591796875), (1, 3646.812255859375)]","[(0, 1488.21142578125), (1, 1450.634765625)]","[(0, 1477.025146484375), (1, 1862.253173828125)]","[(0, 1578.282958984375), (1, 857.134521484375)]","[(0, 3938.810546875), (1, 4259.4140625)]","[(0, 1811.8155517578125), (1, 2124.069091796875)]","[(0, 1866.9442138671875), (1, 1360.688232421875)]","[(0, 3094.117919921875), (1, 5037.5947265625)]"
8,"[(0, 1101.894287109375), (1, 1048.7149658203125)]","[(0, 2343.768310546875), (1, 2387.09521484375)]","[(0, 2037.568603515625), (1, 1836.4256591796875)]","[(0, 829.2545776367188), (1, 948.4674072265625)]","[(0, 1051.2247314453125), (1, 1272.3824462890625)]","[(0, 497.8408203125), (1, 384.3323059082031)]","[(0, 1756.451171875), (1, 1843.441650390625)]","[(0, 2436.457275390625), (1, 1916.461181640625)]","[(0, 1856.640625), (1, 970.6643676757812)]","[(0, 1317.552734375), (1, 1549.5048828125)]","[(0, 2074.708740234375), (1, 2451.710205078125)]","[(0, 2640.142822265625), (1, 1399.3211669921875)]","[(0, 10221.3603515625), (1, 8835.05859375)]","[(0, 2630.075439453125), (1, 2617.553955078125)]","[(0, 3174.9296875), (1, 2607.609130859375)]","[(0, 5918.9482421875), (1, 5630.00830078125)]","[(0, 3206.22412109375), (1, 3194.04736328125)]","[(0, 1044.7215576171875), (1, 945.9318237304688)]","[(0, 1328.8560791015625), (1, 1323.7398681640625)]","[(0, 2100.087890625), (1, 1785.28662109375)]","[(0, 2260.28369140625), (1, 2880.269287109375)]","[(0, 1391.7662353515625), (1, 1449.9051513671875)]","[(0, 1501.10205078125), (1, 1895.593017578125)]"
9,"[(0, 1938.88720703125), (1, 1758.4146728515625)]","[(0, 1888.101806640625), (1, 1873.6739501953125)]","[(0, 1959.9666748046875), (1, 1816.19677734375)]","[(0, 1076.8807373046875), (1, 1168.3873291015625)]","[(0, 2221.85595703125), (1, 2540.965087890625)]","[(0, 705.3353271484375), (1, 607.22119140625)]","[(0, 2891.13720703125), (1, 2665.423583984375)]","[(0, 4323.615234375), (1, 2033.101318359375)]","[(0, 2577.6533203125), (1, 1319.291015625)]","[(0, 2053.609375), (1, 2196.658447265625)]","[(0, 1702.745361328125), (1, 2015.6585693359375)]","[(0, 2267.6904296875), (1, 1742.0479736328125)]","[(0, 10927.646484375), (1, 9490.8544921875)]","[(0, 3747.458740234375), (1, 3054.10107421875)]","[(0, 3014.748046875), (1, 2621.998779296875)]","[(0, 4758.78955078125), (1, 5016.0791015625)]","[(0, 1640.5897216796875), (1, 1585.9327392578125)]","[(0, 1266.75244140625), (1, 1348.3590087890625)]","[(0, 1599.7779541015625), (1, 1246.40283203125)]","[(0, 3199.30908203125), (1, 2499.862060546875)]","[(0, 2010.738525390625), (1, 2507.9404296875)]","[(0, 1481.094482421875), (1, 1526.456298828125)]","[(0, 2671.02685546875), (1, 2629.3505859375)]"
