,best
agreement_determiner_noun-across_1_adjective,0.5125
agreement_determiner_noun-between_neighbors,0.497
agreement_subject_verb-across_prepositional_phrase,0.5105
agreement_subject_verb-across_relative_clause,0.5015
agreement_subject_verb-in_question_with_aux,0.492
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.963
argument_structure-swapped_arguments,0.996
argument_structure-transitive,0.546
binding-principle_a,0.326
case-subjective_pronoun,0.9895
ellipsis-n_bar,0.323
filler-gap-wh_question_object,0.1265
filler-gap-wh_question_subject,0.9905
irregular-verb,0.5285
island-effects-adjunct_island,0.5255
island-effects-coordinate_structure_constraint,0.6485
local_attractor-in_question_with_aux,0.6545
npi_licensing-matrix_question,0.5505
npi_licensing-only_npi_licensor,0.928
quantifiers-existential_there,0.6295
quantifiers-superlative,0.5005
