,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 27733.1796875), (1, 28701.666015625)]","[(0, 21043.572265625), (1, 20308.943359375)]","[(0, 16869.21875), (1, 26135.1328125)]","[(0, 19623.298828125), (1, 16796.146484375)]","[(0, 10202.515625), (1, 10387.978515625)]","[(0, 13809.09765625), (1, 11291.9814453125)]","[(0, 20087.712890625), (1, 19515.353515625)]","[(0, 23381.068359375), (1, 5720.09130859375)]","[(0, 9793.443359375), (1, 6559.59375)]","[(0, 8172.9013671875), (1, 8664.1318359375)]","[(0, 18677.189453125), (1, 14638.1552734375)]","[(0, 14721.1025390625), (1, 33007.921875)]","[(0, 21962.951171875), (1, 17638.404296875)]","[(0, 14697.185546875), (1, 10329.00390625)]","[(0, 9063.5546875), (1, 5121.88037109375)]","[(0, 8921.4970703125), (1, 15857.5205078125)]","[(0, 9585.6103515625), (1, 8157.0400390625)]","[(0, 11048.9111328125), (1, 14030.5595703125)]","[(0, 7341.18603515625), (1, 4992.5703125)]","[(0, 22518.98046875), (1, 20292.486328125)]","[(0, 15716.9140625), (1, 32242.001953125)]","[(0, 16526.85546875), (1, 18157.7421875)]","[(0, 44952.6328125), (1, 50495.83203125)]"
1,"[(0, 7642.7158203125), (1, 11546.419921875)]","[(0, 14558.3974609375), (1, 14326.759765625)]","[(0, 21565.197265625), (1, 31165.140625)]","[(0, 20885.60546875), (1, 17650.60546875)]","[(0, 12109.3876953125), (1, 11066.765625)]","[(0, 15869.45703125), (1, 13985.7939453125)]","[(0, 16302.828125), (1, 13544.21484375)]","[(0, 13252.6767578125), (1, 7596.478515625)]","[(0, 13367.4111328125), (1, 10662.7158203125)]","[(0, 25745.65234375), (1, 28628.51171875)]","[(0, 26724.89453125), (1, 23588.57421875)]","[(0, 11901.0537109375), (1, 24295.2890625)]","[(0, 15113.6982421875), (1, 15286.416015625)]","[(0, 11636.4140625), (1, 8120.28857421875)]","[(0, 11817.091796875), (1, 6862.5654296875)]","[(0, 13296.4794921875), (1, 8983.6435546875)]","[(0, 10514.4384765625), (1, 9596.275390625)]","[(0, 8102.66650390625), (1, 11138.8505859375)]","[(0, 8810.7333984375), (1, 10724.833984375)]","[(0, 24970.732421875), (1, 15595.5556640625)]","[(0, 18308.447265625), (1, 41008.25390625)]","[(0, 15751.140625), (1, 17872.44921875)]","[(0, 24880.994140625), (1, 30516.333984375)]"
2,"[(0, 7818.2666015625), (1, 12125.4970703125)]","[(0, 23559.212890625), (1, 23588.39453125)]","[(0, 14816.4267578125), (1, 23370.078125)]","[(0, 19934.48828125), (1, 17416.328125)]","[(0, 18836.623046875), (1, 18047.837890625)]","[(0, 22422.18359375), (1, 20783.6171875)]","[(0, 8325.3193359375), (1, 10807.734375)]","[(0, 18487.19921875), (1, 15479.4755859375)]","[(0, 14946.4404296875), (1, 30385.56640625)]","[(0, 14208.70703125), (1, 14386.6865234375)]","[(0, 16346.4501953125), (1, 16387.658203125)]","[(0, 10258.2744140625), (1, 8929.302734375)]","[(0, 8644.439453125), (1, 8085.591796875)]","[(0, 36451.06640625), (1, 27758.767578125)]","[(0, 12815.703125), (1, 9332.6337890625)]","[(0, 12786.68359375), (1, 7699.9560546875)]","[(0, 9733.814453125), (1, 8202.5029296875)]","[(0, 12430.671875), (1, 17016.123046875)]","[(0, 11111.93359375), (1, 11283.4873046875)]","[(0, 21192.263671875), (1, 19595.2109375)]","[(0, 11922.2744140625), (1, 29788.6484375)]","[(0, 12721.9501953125), (1, 14695.517578125)]","[(0, 51387.48046875), (1, 45646.55859375)]"
3,"[(0, 37361.9140625), (1, 35352.7734375)]","[(0, 17339.77734375), (1, 18100.9296875)]","[(0, 19267.640625), (1, 28638.970703125)]","[(0, 19045.7265625), (1, 16552.216796875)]","[(0, 25281.853515625), (1, 26246.357421875)]","[(0, 6139.60693359375), (1, 5095.88720703125)]","[(0, 28489.390625), (1, 24323.29296875)]","[(0, 19154.5625), (1, 12151.1494140625)]","[(0, 30597.083984375), (1, 37034.97265625)]","[(0, 28899.53125), (1, 24134.376953125)]","[(0, 25786.025390625), (1, 25057.421875)]","[(0, 23775.37109375), (1, 26393.646484375)]","[(0, 13883.0048828125), (1, 13435.3916015625)]","[(0, 30777.15625), (1, 22013.466796875)]","[(0, 13621.8076171875), (1, 9971.83203125)]","[(0, 7858.9560546875), (1, 10862.146484375)]","[(0, 11833.0146484375), (1, 10333.052734375)]","[(0, 10692.7763671875), (1, 14877.7509765625)]","[(0, 12726.7802734375), (1, 13132.412109375)]","[(0, 16253.80078125), (1, 24536.9375)]","[(0, 11885.1748046875), (1, 33548.4140625)]","[(0, 10313.9228515625), (1, 12349.8369140625)]","[(0, 32130.517578125), (1, 29541.642578125)]"
4,"[(0, 23387.0), (1, 24162.12890625)]","[(0, 33007.0703125), (1, 31812.140625)]","[(0, 21155.02734375), (1, 14053.90234375)]","[(0, 19229.8984375), (1, 17439.1640625)]","[(0, 11603.0478515625), (1, 11593.580078125)]","[(0, 9746.9951171875), (1, 8643.8876953125)]","[(0, 20765.607421875), (1, 19069.646484375)]","[(0, 16639.3125), (1, 19665.939453125)]","[(0, 19162.21875), (1, 39593.7578125)]","[(0, 11472.9873046875), (1, 11930.56640625)]","[(0, 18067.81640625), (1, 18201.98828125)]","[(0, 20511.294921875), (1, 39636.375)]","[(0, 18923.841796875), (1, 19458.671875)]","[(0, 30204.21484375), (1, 20396.849609375)]","[(0, 15062.4736328125), (1, 8449.90234375)]","[(0, 17829.85546875), (1, 16993.6640625)]","[(0, 12586.236328125), (1, 9159.7294921875)]","[(0, 7152.50146484375), (1, 7619.10791015625)]","[(0, 6678.70703125), (1, 6041.51123046875)]","[(0, 26758.5078125), (1, 26054.080078125)]","[(0, 12531.2978515625), (1, 34940.5)]","[(0, 13821.03515625), (1, 13227.8515625)]","[(0, 23689.23046875), (1, 20172.48828125)]"
5,"[(0, 9069.564453125), (1, 12446.900390625)]","[(0, 25864.271484375), (1, 24309.287109375)]","[(0, 24926.572265625), (1, 17214.8984375)]","[(0, 17580.064453125), (1, 15215.439453125)]","[(0, 11978.5966796875), (1, 11827.091796875)]","[(0, 8652.6865234375), (1, 7473.15234375)]","[(0, 18788.630859375), (1, 15579.025390625)]","[(0, 23636.291015625), (1, 32587.267578125)]","[(0, 8103.14599609375), (1, 5903.6767578125)]","[(0, 12311.431640625), (1, 13608.4736328125)]","[(0, 10744.6748046875), (1, 10604.052734375)]","[(0, 40389.96484375), (1, 33949.6328125)]","[(0, 23564.201171875), (1, 21009.0234375)]","[(0, 19658.15625), (1, 15366.8212890625)]","[(0, 17732.283203125), (1, 9834.3251953125)]","[(0, 12846.26953125), (1, 13409.7646484375)]","[(0, 13812.2587890625), (1, 10570.037109375)]","[(0, 6616.484375), (1, 7180.5986328125)]","[(0, 11963.5498046875), (1, 11387.8955078125)]","[(0, 15984.3916015625), (1, 14070.236328125)]","[(0, 12001.294921875), (1, 34463.55078125)]","[(0, 14745.509765625), (1, 15468.0830078125)]","[(0, 38506.2421875), (1, 44747.45703125)]"
6,"[(0, 9349.5947265625), (1, 13476.224609375)]","[(0, 24207.287109375), (1, 23796.693359375)]","[(0, 22563.80078125), (1, 14624.509765625)]","[(0, 20673.724609375), (1, 17611.5625)]","[(0, 7270.29345703125), (1, 7517.90771484375)]","[(0, 6399.9697265625), (1, 6295.318359375)]","[(0, 9515.015625), (1, 10986.833984375)]","[(0, 23948.982421875), (1, 8999.64453125)]","[(0, 8057.03466796875), (1, 18356.560546875)]","[(0, 22057.388671875), (1, 20365.439453125)]","[(0, 17458.501953125), (1, 20573.3984375)]","[(0, 10514.869140625), (1, 15034.0302734375)]","[(0, 13760.943359375), (1, 11024.32421875)]","[(0, 13075.1640625), (1, 10203.37109375)]","[(0, 29146.369140625), (1, 18467.88671875)]","[(0, 7584.89599609375), (1, 7380.12353515625)]","[(0, 28461.853515625), (1, 27404.302734375)]","[(0, 21874.279296875), (1, 19226.486328125)]","[(0, 7401.45166015625), (1, 6212.2216796875)]","[(0, 25325.65234375), (1, 31590.6875)]","[(0, 26807.2421875), (1, 59230.453125)]","[(0, 15229.4912109375), (1, 15573.12890625)]","[(0, 29627.244140625), (1, 38487.73828125)]"
7,"[(0, 34942.734375), (1, 32903.359375)]","[(0, 18569.134765625), (1, 17651.447265625)]","[(0, 27042.9375), (1, 18375.705078125)]","[(0, 13365.181640625), (1, 15912.6474609375)]","[(0, 8243.234375), (1, 9126.5166015625)]","[(0, 9103.55078125), (1, 7205.89794921875)]","[(0, 44996.25), (1, 38794.92578125)]","[(0, 10592.4794921875), (1, 5041.357421875)]","[(0, 15861.0888671875), (1, 24729.73828125)]","[(0, 20632.951171875), (1, 21897.53125)]","[(0, 10027.49609375), (1, 11509.7880859375)]","[(0, 17924.06640625), (1, 34449.6875)]","[(0, 19558.78515625), (1, 17281.138671875)]","[(0, 13045.5458984375), (1, 10121.0048828125)]","[(0, 30614.974609375), (1, 19957.255859375)]","[(0, 7373.32763671875), (1, 7567.36083984375)]","[(0, 29544.771484375), (1, 28556.7421875)]","[(0, 15534.1767578125), (1, 14309.5263671875)]","[(0, 9766.888671875), (1, 9207.5673828125)]","[(0, 14382.3662109375), (1, 20293.337890625)]","[(0, 26201.6171875), (1, 59735.55078125)]","[(0, 10926.1572265625), (1, 11126.142578125)]","[(0, 26206.763671875), (1, 23867.1953125)]"
8,"[(0, 28949.59765625), (1, 26516.2890625)]","[(0, 35927.4453125), (1, 16743.208984375)]","[(0, 19296.087890625), (1, 15754.5810546875)]","[(0, 14127.0576171875), (1, 16997.29296875)]","[(0, 14848.451171875), (1, 16113.8916015625)]","[(0, 10941.328125), (1, 9135.546875)]","[(0, 11214.0693359375), (1, 12180.572265625)]","[(0, 16358.3955078125), (1, 22907.658203125)]","[(0, 16739.138671875), (1, 23749.7421875)]","[(0, 33215.796875), (1, 22899.75)]","[(0, 30566.2265625), (1, 31052.078125)]","[(0, 10528.837890625), (1, 26496.291015625)]","[(0, 12399.2841796875), (1, 11408.6357421875)]","[(0, 13833.337890625), (1, 10749.4404296875)]","[(0, 25130.986328125), (1, 11300.7724609375)]","[(0, 11974.6455078125), (1, 10784.4033203125)]","[(0, 12927.111328125), (1, 13955.203125)]","[(0, 27256.595703125), (1, 22115.41796875)]","[(0, 16918.55078125), (1, 13803.4892578125)]","[(0, 46301.40234375), (1, 23577.599609375)]","[(0, 22456.486328125), (1, 46014.87890625)]","[(0, 12185.32421875), (1, 9745.146484375)]","[(0, 51959.6640625), (1, 48570.3046875)]"
9,"[(0, 20240.0703125), (1, 11135.8779296875)]","[(0, 30980.494140625), (1, 13558.4951171875)]","[(0, 19503.798828125), (1, 16439.642578125)]","[(0, 13834.908203125), (1, 16094.81640625)]","[(0, 19794.43359375), (1, 19900.564453125)]","[(0, 20844.634765625), (1, 19331.046875)]","[(0, 15231.0458984375), (1, 12899.6728515625)]","[(0, 23462.91015625), (1, 6311.78369140625)]","[(0, 7294.00341796875), (1, 5628.875)]","[(0, 17059.80078125), (1, 16081.0087890625)]","[(0, 17247.025390625), (1, 17093.7890625)]","[(0, 15021.4462890625), (1, 12929.404296875)]","[(0, 12322.861328125), (1, 12115.775390625)]","[(0, 11573.728515625), (1, 9899.1943359375)]","[(0, 30296.67578125), (1, 14352.9609375)]","[(0, 9898.26953125), (1, 10737.2998046875)]","[(0, 15223.349609375), (1, 16819.91796875)]","[(0, 22574.412109375), (1, 19449.154296875)]","[(0, 20818.3125), (1, 20965.771484375)]","[(0, 21940.80078125), (1, 38594.0)]","[(0, 18341.7734375), (1, 39566.05078125)]","[(0, 13416.595703125), (1, 9886.373046875)]","[(0, 25113.712890625), (1, 32298.626953125)]"
10,"[(0, 19794.62109375), (1, 10313.2060546875)]","[(0, 37136.8359375), (1, 19386.099609375)]","[(0, 18259.431640625), (1, 14661.2080078125)]","[(0, 14924.4619140625), (1, 17329.908203125)]","[(0, 8941.9580078125), (1, 9336.3017578125)]","[(0, 13586.078125), (1, 11419.28125)]","[(0, 13192.7900390625), (1, 13974.7001953125)]","[(0, 15754.732421875), (1, 7993.015625)]","[(0, 10635.3359375), (1, 6230.39501953125)]","[(0, 26060.7890625), (1, 27265.74609375)]","[(0, 29521.451171875), (1, 30431.705078125)]","[(0, 10225.8154296875), (1, 24476.826171875)]","[(0, 12877.2529296875), (1, 14478.2568359375)]","[(0, 12584.5439453125), (1, 10141.642578125)]","[(0, 8797.71875), (1, 6602.9189453125)]","[(0, 9151.609375), (1, 7968.81201171875)]","[(0, 15198.1962890625), (1, 10464.8515625)]","[(0, 7810.60546875), (1, 8661.19921875)]","[(0, 9770.103515625), (1, 8442.064453125)]","[(0, 47113.640625), (1, 49227.64453125)]","[(0, 8590.5849609375), (1, 19236.83203125)]","[(0, 8907.0029296875), (1, 13200.0390625)]","[(0, 33443.16015625), (1, 30234.734375)]"
11,"[(0, 36278.29296875), (1, 37372.35546875)]","[(0, 33590.44921875), (1, 16542.685546875)]","[(0, 17343.03515625), (1, 14326.8828125)]","[(0, 15488.482421875), (1, 17239.345703125)]","[(0, 8639.5927734375), (1, 9267.3916015625)]","[(0, 21599.158203125), (1, 19242.390625)]","[(0, 34318.5546875), (1, 29766.1015625)]","[(0, 14151.26171875), (1, 21013.390625)]","[(0, 24540.14453125), (1, 13461.158203125)]","[(0, 12364.4619140625), (1, 12788.0615234375)]","[(0, 20426.84765625), (1, 21416.830078125)]","[(0, 28274.775390625), (1, 26959.556640625)]","[(0, 23450.96484375), (1, 26535.841796875)]","[(0, 13751.0390625), (1, 11397.1513671875)]","[(0, 8460.67578125), (1, 6409.8896484375)]","[(0, 7429.3291015625), (1, 8317.8671875)]","[(0, 16705.6640625), (1, 11496.15234375)]","[(0, 6649.7958984375), (1, 8867.67578125)]","[(0, 11643.8857421875), (1, 12701.171875)]","[(0, 35780.31640625), (1, 45559.79296875)]","[(0, 8112.45556640625), (1, 22706.943359375)]","[(0, 9984.4306640625), (1, 19410.650390625)]","[(0, 32733.34765625), (1, 34874.72265625)]"
12,"[(0, 25831.9296875), (1, 25238.923828125)]","[(0, 28653.421875), (1, 52447.55859375)]","[(0, 14112.890625), (1, 17587.224609375)]","[(0, 13333.595703125), (1, 15608.1435546875)]","[(0, 19082.34375), (1, 18847.67578125)]","[(0, 19012.64453125), (1, 16493.033203125)]","[(0, 7718.5126953125), (1, 8467.3994140625)]","[(0, 20097.677734375), (1, 11182.9375)]","[(0, 12168.068359375), (1, 6100.1650390625)]","[(0, 19272.41796875), (1, 21410.337890625)]","[(0, 20291.88671875), (1, 23544.544921875)]","[(0, 20891.14453125), (1, 34699.75390625)]","[(0, 7379.58154296875), (1, 6865.91015625)]","[(0, 13959.7548828125), (1, 11136.76953125)]","[(0, 18071.84765625), (1, 11746.75390625)]","[(0, 10688.09765625), (1, 8152.583984375)]","[(0, 11776.5908203125), (1, 10928.0634765625)]","[(0, 10975.7119140625), (1, 11353.1630859375)]","[(0, 8606.7802734375), (1, 8326.5419921875)]","[(0, 19956.380859375), (1, 29983.115234375)]","[(0, 12277.1240234375), (1, 26389.671875)]","[(0, 9287.0517578125), (1, 13052.837890625)]","[(0, 38445.62109375), (1, 52772.421875)]"
13,"[(0, 13002.37109375), (1, 8834.2236328125)]","[(0, 25797.98046875), (1, 48295.01953125)]","[(0, 13103.3505859375), (1, 15648.6396484375)]","[(0, 14474.515625), (1, 16880.2734375)]","[(0, 14294.8779296875), (1, 15062.2861328125)]","[(0, 14488.4921875), (1, 14014.0439453125)]","[(0, 19773.263671875), (1, 14623.5888671875)]","[(0, 14156.998046875), (1, 7670.12646484375)]","[(0, 16499.939453125), (1, 13318.9931640625)]","[(0, 20651.45703125), (1, 25735.294921875)]","[(0, 17531.39453125), (1, 19489.72265625)]","[(0, 21892.228515625), (1, 33104.70703125)]","[(0, 17935.384765625), (1, 16545.2421875)]","[(0, 12512.3828125), (1, 9255.0537109375)]","[(0, 20327.388671875), (1, 13178.35546875)]","[(0, 6061.0634765625), (1, 7571.74267578125)]","[(0, 14583.28515625), (1, 13568.908203125)]","[(0, 7864.13623046875), (1, 11288.4072265625)]","[(0, 12445.154296875), (1, 11125.4326171875)]","[(0, 19291.23046875), (1, 11353.314453125)]","[(0, 10964.7890625), (1, 26580.470703125)]","[(0, 6354.60595703125), (1, 8693.986328125)]","[(0, 26303.587890625), (1, 27301.31640625)]"
