,best
agreement_determiner_noun-across_1_adjective,0.5055
agreement_determiner_noun-between_neighbors,0.559
agreement_subject_verb-across_prepositional_phrase,0.5035
agreement_subject_verb-across_relative_clause,0.4985
agreement_subject_verb-in_question_with_aux,0.4815
agreement_subject_verb-in_simple_question,0.4885
anaphor_agreement-pronoun_gender,0.533
argument_structure-dropped_argument,0.4745
argument_structure-swapped_arguments,0.962
argument_structure-transitive,0.4215
binding-principle_a,0.558
case-subjective_pronoun,0.934
ellipsis-n_bar,0.227
filler-gap-wh_question_object,0.73
filler-gap-wh_question_subject,1.0
irregular-verb,0.508
island-effects-adjunct_island,0.3415
island-effects-coordinate_structure_constraint,0.071
local_attractor-in_question_with_aux,0.54
npi_licensing-matrix_question,0.591
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.683
quantifiers-superlative,0.2905
