,best
agreement_determiner_noun-across_1_adjective,0.499
agreement_determiner_noun-between_neighbors,0.485
agreement_subject_verb-across_prepositional_phrase,0.5015
agreement_subject_verb-across_relative_clause,0.505
agreement_subject_verb-in_question_with_aux,0.474
agreement_subject_verb-in_simple_question,0.5005
anaphor_agreement-pronoun_gender,0.538
argument_structure-dropped_argument,0.847
argument_structure-swapped_arguments,0.999
argument_structure-transitive,0.521
binding-principle_a,0.4675
case-subjective_pronoun,0.956
ellipsis-n_bar,0.205
filler-gap-wh_question_object,0.2235
filler-gap-wh_question_subject,1.0
irregular-verb,0.518
island-effects-adjunct_island,0.547
island-effects-coordinate_structure_constraint,0.4305
local_attractor-in_question_with_aux,0.7985
npi_licensing-matrix_question,0.6075
npi_licensing-only_npi_licensor,0.1945
quantifiers-existential_there,0.7965
quantifiers-superlative,0.2135
