,best
agreement_determiner_noun-across_1_adjective,0.513
agreement_determiner_noun-between_neighbors,0.5365
agreement_subject_verb-across_prepositional_phrase,0.4955
agreement_subject_verb-across_relative_clause,0.493
agreement_subject_verb-in_question_with_aux,0.509
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.493
argument_structure-dropped_argument,0.5765
argument_structure-swapped_arguments,0.917
argument_structure-transitive,0.447
binding-principle_a,0.589
case-subjective_pronoun,0.957
ellipsis-n_bar,0.7235
filler-gap-wh_question_object,0.815
filler-gap-wh_question_subject,1.0
irregular-verb,0.499
island-effects-adjunct_island,0.954
island-effects-coordinate_structure_constraint,0.137
local_attractor-in_question_with_aux,0.507
npi_licensing-matrix_question,0.6525
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.349
quantifiers-superlative,0.9995
