,best
agreement_determiner_noun-across_1_adjective,0.5765
agreement_determiner_noun-between_neighbors,0.6745
agreement_subject_verb-across_prepositional_phrase,0.5725
agreement_subject_verb-across_relative_clause,0.5695
agreement_subject_verb-in_question_with_aux,0.5195
agreement_subject_verb-in_simple_question,0.525
anaphor_agreement-pronoun_gender,0.539
argument_structure-dropped_argument,0.651
argument_structure-swapped_arguments,0.909
argument_structure-transitive,0.6985
binding-principle_a,0.393
case-subjective_pronoun,0.9855
ellipsis-n_bar,0.31
filler-gap-wh_question_object,0.5295
filler-gap-wh_question_subject,0.993
irregular-verb,0.768
island-effects-adjunct_island,0.695
island-effects-coordinate_structure_constraint,0.7185
local_attractor-in_question_with_aux,0.497
npi_licensing-matrix_question,0.192
npi_licensing-only_npi_licensor,0.9565
quantifiers-existential_there,0.8595
quantifiers-superlative,0.076
