,best
agreement_determiner_noun-across_1_adjective,0.5115
agreement_determiner_noun-between_neighbors,0.5215
agreement_subject_verb-across_prepositional_phrase,0.5115
agreement_subject_verb-across_relative_clause,0.5
agreement_subject_verb-in_question_with_aux,0.5185
agreement_subject_verb-in_simple_question,0.4985
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.93
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6135
binding-principle_a,0.3975
case-subjective_pronoun,1.0
ellipsis-n_bar,0.324
filler-gap-wh_question_object,0.3295
filler-gap-wh_question_subject,0.6595
irregular-verb,0.5965
island-effects-adjunct_island,0.7005
island-effects-coordinate_structure_constraint,0.5685
local_attractor-in_question_with_aux,0.422
npi_licensing-matrix_question,0.464
npi_licensing-only_npi_licensor,0.9745
quantifiers-existential_there,0.667
quantifiers-superlative,0.509
