,best
agreement_determiner_noun-across_1_adjective,0.496
agreement_determiner_noun-between_neighbors,0.5135
agreement_subject_verb-across_prepositional_phrase,0.4975
agreement_subject_verb-across_relative_clause,0.5085
agreement_subject_verb-in_question_with_aux,0.5115
agreement_subject_verb-in_simple_question,0.4835
anaphor_agreement-pronoun_gender,0.549
argument_structure-dropped_argument,0.2375
argument_structure-swapped_arguments,0.406
argument_structure-transitive,0.497
binding-principle_a,0.544
case-subjective_pronoun,0.2005
ellipsis-n_bar,0.663
filler-gap-wh_question_object,0.7645
filler-gap-wh_question_subject,0.983
irregular-verb,0.499
island-effects-adjunct_island,0.6215
island-effects-coordinate_structure_constraint,0.6165
local_attractor-in_question_with_aux,0.634
npi_licensing-matrix_question,0.34
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.8225
quantifiers-superlative,0.2905
