,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1261.7259521484375), (1, 1403.84375)]","[(0, 2543.39404296875), (1, 2156.19384765625)]","[(0, 1807.4888916015625), (1, 1641.774658203125)]","[(0, 2138.57568359375), (1, 1706.2745361328125)]","[(0, 1239.26171875), (1, 1110.710205078125)]","[(0, 1105.8804931640625), (1, 658.2626342773438)]","[(0, 5076.66455078125), (1, 4547.41259765625)]","[(0, 2644.779541015625), (1, 1358.90185546875)]","[(0, 3745.52587890625), (1, 1748.561767578125)]","[(0, 7300.94921875), (1, 5936.87451171875)]","[(0, 2922.529052734375), (1, 3411.72900390625)]","[(0, 3790.5986328125), (1, 2048.3251953125)]","[(0, 5364.1640625), (1, 6253.3369140625)]","[(0, 2042.823974609375), (1, 2117.329345703125)]","[(0, 2398.456787109375), (1, 1783.1995849609375)]","[(0, 2061.36279296875), (1, 2323.069580078125)]","[(0, 2065.591796875), (1, 2184.17919921875)]","[(0, 1614.889892578125), (1, 1828.2056884765625)]","[(0, 1436.275146484375), (1, 1148.3096923828125)]","[(0, 1976.4185791015625), (1, 1758.13720703125)]","[(0, 6273.8671875), (1, 5543.44189453125)]","[(0, 2794.201904296875), (1, 2477.7587890625)]","[(0, 3150.240234375), (1, 3365.058349609375)]"
1,"[(0, 1833.25048828125), (1, 2188.8916015625)]","[(0, 1636.3497314453125), (1, 1443.5943603515625)]","[(0, 1663.49267578125), (1, 1597.5726318359375)]","[(0, 1181.6160888671875), (1, 910.3711547851562)]","[(0, 1005.9370727539062), (1, 906.0753784179688)]","[(0, 837.69873046875), (1, 555.0037841796875)]","[(0, 2773.2373046875), (1, 2892.24853515625)]","[(0, 1629.601806640625), (1, 933.0822143554688)]","[(0, 2769.914794921875), (1, 1225.0931396484375)]","[(0, 4300.53271484375), (1, 3594.576416015625)]","[(0, 5844.32470703125), (1, 6694.53466796875)]","[(0, 3165.33984375), (1, 1341.407470703125)]","[(0, 5879.15185546875), (1, 7415.7099609375)]","[(0, 1920.991943359375), (1, 1978.8731689453125)]","[(0, 3546.75732421875), (1, 2658.3408203125)]","[(0, 2539.59375), (1, 2197.578369140625)]","[(0, 1734.98583984375), (1, 1838.99658203125)]","[(0, 1558.55126953125), (1, 1860.2413330078125)]","[(0, 2580.5595703125), (1, 1971.55322265625)]","[(0, 1868.1241455078125), (1, 1778.645263671875)]","[(0, 3063.344970703125), (1, 3175.06591796875)]","[(0, 2481.80859375), (1, 2145.981689453125)]","[(0, 5527.599609375), (1, 4605.02001953125)]"
2,"[(0, 1957.7342529296875), (1, 2363.1826171875)]","[(0, 2189.48876953125), (1, 1832.516357421875)]","[(0, 1718.9854736328125), (1, 1597.5894775390625)]","[(0, 1437.254150390625), (1, 1130.479248046875)]","[(0, 1556.833984375), (1, 1409.0687255859375)]","[(0, 1353.60546875), (1, 1093.739990234375)]","[(0, 1909.7763671875), (1, 1702.245361328125)]","[(0, 2401.851318359375), (1, 1431.809814453125)]","[(0, 2838.359619140625), (1, 1701.1427001953125)]","[(0, 3093.58984375), (1, 6062.16748046875)]","[(0, 3189.505859375), (1, 2807.667236328125)]","[(0, 2779.1279296875), (1, 1780.147216796875)]","[(0, 5829.12890625), (1, 5835.00244140625)]","[(0, 2229.743896484375), (1, 2006.3626708984375)]","[(0, 2748.00537109375), (1, 2122.63330078125)]","[(0, 4770.267578125), (1, 3329.700927734375)]","[(0, 3603.1845703125), (1, 3728.490234375)]","[(0, 1325.478759765625), (1, 1509.9342041015625)]","[(0, 2172.880126953125), (1, 1669.4307861328125)]","[(0, 3556.047607421875), (1, 3035.75732421875)]","[(0, 3987.623779296875), (1, 4573.1845703125)]","[(0, 2925.482177734375), (1, 2735.346435546875)]","[(0, 2842.468994140625), (1, 3513.5224609375)]"
3,"[(0, 1779.33251953125), (1, 1980.842529296875)]","[(0, 1443.5269775390625), (1, 1262.106201171875)]","[(0, 1595.5264892578125), (1, 1573.0604248046875)]","[(0, 1632.3797607421875), (1, 1283.2757568359375)]","[(0, 3316.381103515625), (1, 3059.7216796875)]","[(0, 1293.236328125), (1, 826.0389404296875)]","[(0, 2298.356689453125), (1, 2490.353515625)]","[(0, 4772.80224609375), (1, 2128.6328125)]","[(0, 3707.577392578125), (1, 1886.599853515625)]","[(0, 6529.236328125), (1, 5130.55322265625)]","[(0, 6496.2802734375), (1, 5920.86767578125)]","[(0, 2777.527587890625), (1, 1824.2696533203125)]","[(0, 5779.0576171875), (1, 5899.73681640625)]","[(0, 2389.867431640625), (1, 1938.14404296875)]","[(0, 3454.07275390625), (1, 2639.22119140625)]","[(0, 2983.44091796875), (1, 3898.662109375)]","[(0, 3165.345703125), (1, 3288.517822265625)]","[(0, 1416.8282470703125), (1, 1519.518798828125)]","[(0, 1331.000244140625), (1, 1031.6810302734375)]","[(0, 3474.74853515625), (1, 4932.6875)]","[(0, 2990.494140625), (1, 3333.615234375)]","[(0, 2402.787353515625), (1, 2221.578369140625)]","[(0, 2575.2578125), (1, 3069.63232421875)]"
4,"[(0, 1046.8634033203125), (1, 1157.9661865234375)]","[(0, 2707.044189453125), (1, 3163.01025390625)]","[(0, 1615.7611083984375), (1, 1759.035400390625)]","[(0, 2075.9873046875), (1, 1678.7120361328125)]","[(0, 2468.282470703125), (1, 2319.5087890625)]","[(0, 1073.2635498046875), (1, 757.3609008789062)]","[(0, 5486.02685546875), (1, 4872.05029296875)]","[(0, 2218.275634765625), (1, 1486.2222900390625)]","[(0, 2660.692138671875), (1, 1864.817626953125)]","[(0, 4036.3603515625), (1, 3004.724853515625)]","[(0, 4084.025634765625), (1, 3935.4951171875)]","[(0, 4109.5029296875), (1, 2166.63427734375)]","[(0, 3652.663330078125), (1, 4266.21533203125)]","[(0, 3101.548095703125), (1, 2510.44091796875)]","[(0, 3629.02099609375), (1, 2747.239013671875)]","[(0, 4252.24658203125), (1, 2967.96875)]","[(0, 2662.702392578125), (1, 2932.13671875)]","[(0, 1611.95947265625), (1, 1502.3544921875)]","[(0, 1587.6949462890625), (1, 1238.2515869140625)]","[(0, 2851.828369140625), (1, 3524.7216796875)]","[(0, 2564.49755859375), (1, 3314.91064453125)]","[(0, 3951.92333984375), (1, 2972.88232421875)]","[(0, 3698.6953125), (1, 4865.03466796875)]"
5,"[(0, 1563.9910888671875), (1, 1808.603759765625)]","[(0, 1891.1302490234375), (1, 2114.271484375)]","[(0, 1511.8836669921875), (1, 1581.9176025390625)]","[(0, 1692.9412841796875), (1, 1329.7867431640625)]","[(0, 1971.0267333984375), (1, 1791.927978515625)]","[(0, 907.1375732421875), (1, 647.3169555664062)]","[(0, 2811.5576171875), (1, 2940.362548828125)]","[(0, 1670.2890625), (1, 1724.7855224609375)]","[(0, 3975.6435546875), (1, 2126.31982421875)]","[(0, 4727.25341796875), (1, 3007.462646484375)]","[(0, 4564.61865234375), (1, 4267.48486328125)]","[(0, 3781.99365234375), (1, 2103.415283203125)]","[(0, 3696.932373046875), (1, 4154.095703125)]","[(0, 2963.8564453125), (1, 2750.005615234375)]","[(0, 4142.01025390625), (1, 3109.8828125)]","[(0, 2859.826171875), (1, 3790.320068359375)]","[(0, 2263.055419921875), (1, 2503.4072265625)]","[(0, 1493.12158203125), (1, 1490.4044189453125)]","[(0, 2475.777099609375), (1, 2068.962158203125)]","[(0, 2861.19677734375), (1, 4731.267578125)]","[(0, 1745.000244140625), (1, 2481.789794921875)]","[(0, 2682.894287109375), (1, 2066.9208984375)]","[(0, 2022.4671630859375), (1, 1953.0264892578125)]"
6,"[(0, 1705.24560546875), (1, 2010.26416015625)]","[(0, 2606.621826171875), (1, 2959.136962890625)]","[(0, 1719.19287109375), (1, 1868.655029296875)]","[(0, 1397.899169921875), (1, 1088.1209716796875)]","[(0, 759.9876708984375), (1, 861.8118896484375)]","[(0, 942.3778076171875), (1, 679.71533203125)]","[(0, 4042.516357421875), (1, 3356.353515625)]","[(0, 4612.984375), (1, 1878.5467529296875)]","[(0, 3075.639404296875), (1, 1638.73046875)]","[(0, 4840.7275390625), (1, 6712.35205078125)]","[(0, 4065.214111328125), (1, 4323.8955078125)]","[(0, 3302.3583984375), (1, 2771.7646484375)]","[(0, 3017.67626953125), (1, 2884.239990234375)]","[(0, 2613.0869140625), (1, 2854.746826171875)]","[(0, 3731.919677734375), (1, 2820.939208984375)]","[(0, 4283.8603515625), (1, 4351.10595703125)]","[(0, 2959.40771484375), (1, 3039.108642578125)]","[(0, 1776.0765380859375), (1, 1585.8623046875)]","[(0, 1298.74072265625), (1, 956.8142700195312)]","[(0, 3760.5908203125), (1, 4676.271484375)]","[(0, 2875.384033203125), (1, 3756.55810546875)]","[(0, 3258.619384765625), (1, 2498.6796875)]","[(0, 3234.876708984375), (1, 2663.21044921875)]"
7,"[(0, 1423.614501953125), (1, 1586.96533203125)]","[(0, 1854.9876708984375), (1, 2005.7255859375)]","[(0, 1652.1771240234375), (1, 1718.369140625)]","[(0, 1554.7723388671875), (1, 1920.238037109375)]","[(0, 712.9237670898438), (1, 803.3509521484375)]","[(0, 1179.2869873046875), (1, 651.801513671875)]","[(0, 2593.72998046875), (1, 2587.64208984375)]","[(0, 3072.063232421875), (1, 982.439697265625)]","[(0, 2290.220703125), (1, 1505.6800537109375)]","[(0, 1950.1575927734375), (1, 3533.580322265625)]","[(0, 4378.22021484375), (1, 4673.23974609375)]","[(0, 3143.7998046875), (1, 1435.5855712890625)]","[(0, 2918.099365234375), (1, 2987.162109375)]","[(0, 3298.707275390625), (1, 3131.1220703125)]","[(0, 3891.693359375), (1, 2915.157958984375)]","[(0, 4250.90380859375), (1, 4151.94482421875)]","[(0, 2635.058837890625), (1, 2708.32763671875)]","[(0, 1776.1907958984375), (1, 1951.906494140625)]","[(0, 1151.0924072265625), (1, 894.6239013671875)]","[(0, 4904.42578125), (1, 3899.22021484375)]","[(0, 3100.41845703125), (1, 4385.8134765625)]","[(0, 2241.906982421875), (1, 1776.0621337890625)]","[(0, 4126.96435546875), (1, 5604.56201171875)]"
8,"[(0, 1826.5841064453125), (1, 1620.6353759765625)]","[(0, 2697.09619140625), (1, 2804.28466796875)]","[(0, 1806.175048828125), (1, 1455.9825439453125)]","[(0, 853.1136474609375), (1, 1081.7318115234375)]","[(0, 1110.43701171875), (1, 1264.021484375)]","[(0, 872.779296875), (1, 533.0455932617188)]","[(0, 1852.232666015625), (1, 1621.19189453125)]","[(0, 1682.0567626953125), (1, 1583.541015625)]","[(0, 2646.13671875), (1, 1277.10595703125)]","[(0, 2389.15966796875), (1, 2272.438232421875)]","[(0, 2284.88232421875), (1, 2973.771484375)]","[(0, 2517.326171875), (1, 1767.8502197265625)]","[(0, 7167.421875), (1, 7241.17578125)]","[(0, 2572.003173828125), (1, 3000.627197265625)]","[(0, 3650.169921875), (1, 2281.455078125)]","[(0, 6058.76904296875), (1, 5763.58056640625)]","[(0, 2358.0361328125), (1, 2589.938232421875)]","[(0, 1480.8099365234375), (1, 1273.688720703125)]","[(0, 1984.5950927734375), (1, 1617.8702392578125)]","[(0, 3309.692138671875), (1, 3458.021240234375)]","[(0, 2455.240966796875), (1, 3294.868408203125)]","[(0, 2055.08642578125), (1, 2219.243896484375)]","[(0, 2961.9052734375), (1, 3707.517333984375)]"
9,"[(0, 2696.5986328125), (1, 2336.421630859375)]","[(0, 1799.9769287109375), (1, 1980.3345947265625)]","[(0, 1919.3529052734375), (1, 1614.3924560546875)]","[(0, 1046.215576171875), (1, 1298.1475830078125)]","[(0, 2214.48486328125), (1, 2483.65185546875)]","[(0, 1360.0025634765625), (1, 1025.384765625)]","[(0, 2150.09912109375), (1, 2394.2724609375)]","[(0, 3802.796875), (1, 1669.645751953125)]","[(0, 1769.2314453125), (1, 1052.024658203125)]","[(0, 1837.438232421875), (1, 3225.327392578125)]","[(0, 2387.78271484375), (1, 3007.89599609375)]","[(0, 4094.43408203125), (1, 2098.839599609375)]","[(0, 8562.7099609375), (1, 8587.365234375)]","[(0, 2936.832763671875), (1, 3578.09814453125)]","[(0, 4399.20947265625), (1, 2721.3671875)]","[(0, 4956.51025390625), (1, 5540.37646484375)]","[(0, 2041.909423828125), (1, 2188.854248046875)]","[(0, 1556.3900146484375), (1, 1546.1171875)]","[(0, 2272.09033203125), (1, 1536.0234375)]","[(0, 3045.686279296875), (1, 4720.2392578125)]","[(0, 1823.36083984375), (1, 2427.69921875)]","[(0, 1753.2572021484375), (1, 1717.4632568359375)]","[(0, 3957.988525390625), (1, 3167.076171875)]"
