,best
agreement_determiner_noun-across_1_adjective,0.511
agreement_determiner_noun-between_neighbors,0.527
agreement_subject_verb-across_prepositional_phrase,0.5035
agreement_subject_verb-across_relative_clause,0.526
agreement_subject_verb-in_question_with_aux,0.4965
agreement_subject_verb-in_simple_question,0.505
anaphor_agreement-pronoun_gender,0.5265
argument_structure-dropped_argument,0.9095
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.634
binding-principle_a,0.3795
case-subjective_pronoun,1.0
ellipsis-n_bar,0.193
filler-gap-wh_question_object,0.3775
filler-gap-wh_question_subject,0.7005
irregular-verb,0.5805
island-effects-adjunct_island,0.6295
island-effects-coordinate_structure_constraint,0.4675
local_attractor-in_question_with_aux,0.529
npi_licensing-matrix_question,0.181
npi_licensing-only_npi_licensor,0.2955
quantifiers-existential_there,0.7225
quantifiers-superlative,0.489
