,best
agreement_determiner_noun-across_1_adjective,0.6225
agreement_determiner_noun-between_neighbors,0.7355
agreement_subject_verb-across_prepositional_phrase,0.55
agreement_subject_verb-across_relative_clause,0.5505
agreement_subject_verb-in_question_with_aux,0.5215
agreement_subject_verb-in_simple_question,0.5365
anaphor_agreement-pronoun_gender,0.553
argument_structure-dropped_argument,0.8515
argument_structure-swapped_arguments,0.9985
argument_structure-transitive,0.611
binding-principle_a,0.596
case-subjective_pronoun,0.98
ellipsis-n_bar,0.443
filler-gap-wh_question_object,0.496
filler-gap-wh_question_subject,0.762
irregular-verb,0.6655
island-effects-adjunct_island,0.6805
island-effects-coordinate_structure_constraint,0.502
local_attractor-in_question_with_aux,0.6585
npi_licensing-matrix_question,0.39
npi_licensing-only_npi_licensor,0.7055
quantifiers-existential_there,0.876
quantifiers-superlative,0.473
