,best
agreement_determiner_noun-across_1_adjective,0.499
agreement_determiner_noun-between_neighbors,0.4845
agreement_subject_verb-across_prepositional_phrase,0.5015
agreement_subject_verb-across_relative_clause,0.5045
agreement_subject_verb-in_question_with_aux,0.473
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.5385
argument_structure-dropped_argument,0.846
argument_structure-swapped_arguments,0.999
argument_structure-transitive,0.5215
binding-principle_a,0.4675
case-subjective_pronoun,0.9555
ellipsis-n_bar,0.2015
filler-gap-wh_question_object,0.22
filler-gap-wh_question_subject,1.0
irregular-verb,0.5175
island-effects-adjunct_island,0.546
island-effects-coordinate_structure_constraint,0.432
local_attractor-in_question_with_aux,0.7985
npi_licensing-matrix_question,0.6075
npi_licensing-only_npi_licensor,0.2
quantifiers-existential_there,0.7965
quantifiers-superlative,0.2115
