,best
agreement_determiner_noun-across_1_adjective,0.5845
agreement_determiner_noun-between_neighbors,0.7145
agreement_subject_verb-across_prepositional_phrase,0.588
agreement_subject_verb-across_relative_clause,0.536
agreement_subject_verb-in_question_with_aux,0.5125
agreement_subject_verb-in_simple_question,0.5255
anaphor_agreement-pronoun_gender,0.5435
argument_structure-dropped_argument,0.8665
argument_structure-swapped_arguments,0.9985
argument_structure-transitive,0.6215
binding-principle_a,0.5305
case-subjective_pronoun,0.9925
ellipsis-n_bar,0.427
filler-gap-wh_question_object,0.526
filler-gap-wh_question_subject,0.788
irregular-verb,0.6485
island-effects-adjunct_island,0.663
island-effects-coordinate_structure_constraint,0.4925
local_attractor-in_question_with_aux,0.649
npi_licensing-matrix_question,0.3785
npi_licensing-only_npi_licensor,0.7205
quantifiers-existential_there,0.8835
quantifiers-superlative,0.411
