,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 954.658203125), (1, 874.0957641601562)]","[(0, 1452.2161865234375), (1, 1240.4630126953125)]","[(0, 1202.5709228515625), (1, 1122.815673828125)]","[(0, 1453.319091796875), (1, 1476.9736328125)]","[(0, 1067.7843017578125), (1, 1120.666015625)]","[(0, 594.0269775390625), (1, 489.34722900390625)]","[(0, 4351.8779296875), (1, 4125.693359375)]","[(0, 2753.127197265625), (1, 1166.891845703125)]","[(0, 3390.506591796875), (1, 1528.4564208984375)]","[(0, 8339.08984375), (1, 7422.07763671875)]","[(0, 2503.61376953125), (1, 2881.935791015625)]","[(0, 3218.68115234375), (1, 1180.5697021484375)]","[(0, 4585.8330078125), (1, 5123.888671875)]","[(0, 1699.289306640625), (1, 1650.1103515625)]","[(0, 2941.771728515625), (1, 1882.2607421875)]","[(0, 3197.271484375), (1, 2633.78271484375)]","[(0, 2622.28369140625), (1, 2840.503173828125)]","[(0, 2604.60546875), (1, 2231.490234375)]","[(0, 1547.4395751953125), (1, 1457.2113037109375)]","[(0, 1510.76318359375), (1, 1102.1307373046875)]","[(0, 5159.5322265625), (1, 5038.59375)]","[(0, 2045.049072265625), (1, 1876.77587890625)]","[(0, 2310.39208984375), (1, 2476.849365234375)]"
1,"[(0, 1515.36474609375), (1, 1583.921630859375)]","[(0, 1206.639892578125), (1, 972.992431640625)]","[(0, 1497.2410888671875), (1, 1452.1005859375)]","[(0, 741.972412109375), (1, 739.4392700195312)]","[(0, 1026.0250244140625), (1, 890.6068115234375)]","[(0, 512.1567993164062), (1, 402.4631042480469)]","[(0, 2096.962890625), (1, 1987.557373046875)]","[(0, 1437.8641357421875), (1, 799.9306030273438)]","[(0, 1688.9677734375), (1, 800.8851318359375)]","[(0, 3800.984375), (1, 3900.8974609375)]","[(0, 3973.733154296875), (1, 4882.916015625)]","[(0, 2906.377685546875), (1, 1234.6951904296875)]","[(0, 5400.35107421875), (1, 5366.005859375)]","[(0, 1847.905517578125), (1, 2417.555419921875)]","[(0, 4175.4482421875), (1, 2271.62451171875)]","[(0, 2337.18603515625), (1, 2926.165771484375)]","[(0, 1721.331298828125), (1, 1889.330322265625)]","[(0, 1974.16650390625), (1, 1863.9830322265625)]","[(0, 2489.78466796875), (1, 2442.13671875)]","[(0, 1394.5045166015625), (1, 1157.7425537109375)]","[(0, 2474.28759765625), (1, 2204.976318359375)]","[(0, 1745.9290771484375), (1, 1621.381103515625)]","[(0, 3519.87109375), (1, 3702.729248046875)]"
2,"[(0, 1221.450439453125), (1, 1248.5133056640625)]","[(0, 1505.3297119140625), (1, 1299.4884033203125)]","[(0, 1212.156005859375), (1, 1118.3951416015625)]","[(0, 933.7133178710938), (1, 967.6858520507812)]","[(0, 1170.02197265625), (1, 1033.23876953125)]","[(0, 728.858642578125), (1, 589.5158081054688)]","[(0, 1746.797607421875), (1, 1744.578369140625)]","[(0, 2532.09423828125), (1, 1594.4866943359375)]","[(0, 2706.873779296875), (1, 1608.7236328125)]","[(0, 8790.8076171875), (1, 13044.201171875)]","[(0, 2871.540771484375), (1, 2403.55615234375)]","[(0, 2438.10400390625), (1, 1841.306884765625)]","[(0, 4990.013671875), (1, 5269.41943359375)]","[(0, 1673.3095703125), (1, 1478.361083984375)]","[(0, 3491.1904296875), (1, 2378.194580078125)]","[(0, 3018.8017578125), (1, 3101.77587890625)]","[(0, 2695.090576171875), (1, 2956.30078125)]","[(0, 1282.287841796875), (1, 1205.81640625)]","[(0, 1969.00341796875), (1, 1632.1953125)]","[(0, 3487.86279296875), (1, 2555.984619140625)]","[(0, 3692.770751953125), (1, 3134.27099609375)]","[(0, 1585.8909912109375), (1, 1415.19482421875)]","[(0, 2170.96826171875), (1, 2589.812255859375)]"
3,"[(0, 1283.8756103515625), (1, 1143.977294921875)]","[(0, 1254.0765380859375), (1, 974.0977783203125)]","[(0, 1463.9530029296875), (1, 1391.4583740234375)]","[(0, 1263.1724853515625), (1, 1304.799072265625)]","[(0, 2765.13623046875), (1, 2323.143798828125)]","[(0, 1336.783203125), (1, 897.6548461914062)]","[(0, 1441.308837890625), (1, 1486.723388671875)]","[(0, 3018.240234375), (1, 1766.3992919921875)]","[(0, 3106.710693359375), (1, 1438.3516845703125)]","[(0, 4876.6982421875), (1, 3979.277587890625)]","[(0, 4593.3173828125), (1, 3753.005859375)]","[(0, 3113.704833984375), (1, 1590.38330078125)]","[(0, 4016.65380859375), (1, 4226.33544921875)]","[(0, 1462.6231689453125), (1, 1605.7706298828125)]","[(0, 4372.328125), (1, 2596.577392578125)]","[(0, 2796.1064453125), (1, 2295.0087890625)]","[(0, 1922.1729736328125), (1, 2180.4755859375)]","[(0, 1520.9541015625), (1, 1594.02001953125)]","[(0, 1633.3179931640625), (1, 1229.566162109375)]","[(0, 2581.870361328125), (1, 6653.3359375)]","[(0, 3200.55419921875), (1, 2652.863037109375)]","[(0, 1881.70068359375), (1, 1676.4156494140625)]","[(0, 1896.0233154296875), (1, 2252.601318359375)]"
4,"[(0, 1001.0663452148438), (1, 898.5297241210938)]","[(0, 1667.8275146484375), (1, 1997.366943359375)]","[(0, 1105.0423583984375), (1, 1211.67626953125)]","[(0, 1370.6124267578125), (1, 1400.595458984375)]","[(0, 1829.0498046875), (1, 1557.8326416015625)]","[(0, 820.0738525390625), (1, 691.5178833007812)]","[(0, 3924.802001953125), (1, 3480.771728515625)]","[(0, 1773.666259765625), (1, 1062.5665283203125)]","[(0, 2183.688720703125), (1, 801.73681640625)]","[(0, 3164.268310546875), (1, 1937.5157470703125)]","[(0, 2919.130615234375), (1, 3207.2578125)]","[(0, 2439.53564453125), (1, 901.7274169921875)]","[(0, 3260.30419921875), (1, 3617.890625)]","[(0, 1648.3565673828125), (1, 3443.084716796875)]","[(0, 3246.042236328125), (1, 2273.23486328125)]","[(0, 2830.338623046875), (1, 1873.1611328125)]","[(0, 2498.577392578125), (1, 2399.734619140625)]","[(0, 970.13916015625), (1, 964.0961303710938)]","[(0, 3074.29638671875), (1, 2297.45263671875)]","[(0, 2808.561767578125), (1, 2497.533935546875)]","[(0, 2305.412353515625), (1, 1759.1334228515625)]","[(0, 2162.891357421875), (1, 1746.3536376953125)]","[(0, 2406.7216796875), (1, 3840.9140625)]"
5,"[(0, 1593.307861328125), (1, 1570.0718994140625)]","[(0, 1339.9632568359375), (1, 1731.3941650390625)]","[(0, 1418.36669921875), (1, 1516.00439453125)]","[(0, 1150.27978515625), (1, 1229.5413818359375)]","[(0, 1423.788330078125), (1, 1179.0721435546875)]","[(0, 875.190185546875), (1, 639.2213745117188)]","[(0, 1665.263916015625), (1, 1793.488037109375)]","[(0, 2194.6650390625), (1, 1435.099609375)]","[(0, 3747.362060546875), (1, 1672.63623046875)]","[(0, 7350.34130859375), (1, 4325.93310546875)]","[(0, 3021.09423828125), (1, 2977.9091796875)]","[(0, 2349.52197265625), (1, 1265.2994384765625)]","[(0, 2422.489501953125), (1, 2794.27392578125)]","[(0, 2631.334716796875), (1, 2778.775634765625)]","[(0, 3369.599365234375), (1, 2229.343017578125)]","[(0, 1716.3726806640625), (1, 2262.267578125)]","[(0, 1787.765625), (1, 1748.1324462890625)]","[(0, 1207.605224609375), (1, 1098.2333984375)]","[(0, 2789.042236328125), (1, 2353.2939453125)]","[(0, 3625.520263671875), (1, 5305.66015625)]","[(0, 1535.5064697265625), (1, 1155.947021484375)]","[(0, 1950.7686767578125), (1, 1647.01708984375)]","[(0, 1202.6007080078125), (1, 1341.2552490234375)]"
6,"[(0, 1265.4278564453125), (1, 1209.618896484375)]","[(0, 1828.082763671875), (1, 2148.009765625)]","[(0, 1229.21142578125), (1, 1351.2451171875)]","[(0, 892.922607421875), (1, 897.36376953125)]","[(0, 715.0355834960938), (1, 725.8723754882812)]","[(0, 1181.26513671875), (1, 889.0877075195312)]","[(0, 2845.399658203125), (1, 2770.937255859375)]","[(0, 2757.92431640625), (1, 1241.4085693359375)]","[(0, 2359.98681640625), (1, 831.828369140625)]","[(0, 4299.85595703125), (1, 6670.64208984375)]","[(0, 2877.927490234375), (1, 2630.6298828125)]","[(0, 2720.30224609375), (1, 1679.0091552734375)]","[(0, 4123.2900390625), (1, 3759.439697265625)]","[(0, 2732.0966796875), (1, 3388.395751953125)]","[(0, 3488.28173828125), (1, 2428.999267578125)]","[(0, 5734.2490234375), (1, 5744.18798828125)]","[(0, 2260.821533203125), (1, 1879.046630859375)]","[(0, 1757.55810546875), (1, 1756.5601806640625)]","[(0, 1257.18408203125), (1, 956.74267578125)]","[(0, 3253.880615234375), (1, 2654.60791015625)]","[(0, 2908.3544921875), (1, 2467.690673828125)]","[(0, 2211.9814453125), (1, 1477.669677734375)]","[(0, 2100.83203125), (1, 2268.46826171875)]"
7,"[(0, 1314.194580078125), (1, 1164.62841796875)]","[(0, 1406.0604248046875), (1, 1807.5087890625)]","[(0, 1563.9649658203125), (1, 1699.7244873046875)]","[(0, 1493.5047607421875), (1, 1466.0032958984375)]","[(0, 586.4021606445312), (1, 718.0310668945312)]","[(0, 591.2000122070312), (1, 475.76959228515625)]","[(0, 1637.205810546875), (1, 1634.726806640625)]","[(0, 2470.546875), (1, 671.6814575195312)]","[(0, 2278.625244140625), (1, 983.552490234375)]","[(0, 3685.252685546875), (1, 4201.94091796875)]","[(0, 2863.0625), (1, 2782.141845703125)]","[(0, 2755.46484375), (1, 1034.0130615234375)]","[(0, 3705.02197265625), (1, 3307.596923828125)]","[(0, 3599.756591796875), (1, 4523.2001953125)]","[(0, 3784.324462890625), (1, 2267.04931640625)]","[(0, 4590.216796875), (1, 4983.35107421875)]","[(0, 1598.9986572265625), (1, 1368.4130859375)]","[(0, 1465.7076416015625), (1, 1594.5323486328125)]","[(0, 1094.023193359375), (1, 811.0923461914062)]","[(0, 4536.46240234375), (1, 4372.92041015625)]","[(0, 2535.484375), (1, 2004.177734375)]","[(0, 1497.90234375), (1, 1155.29296875)]","[(0, 2817.90087890625), (1, 4379.376953125)]"
8,"[(0, 1365.6361083984375), (1, 1486.259765625)]","[(0, 2055.7412109375), (1, 1838.034912109375)]","[(0, 1785.4832763671875), (1, 2002.86328125)]","[(0, 748.7529907226562), (1, 747.965087890625)]","[(0, 751.86279296875), (1, 862.8900756835938)]","[(0, 549.9017333984375), (1, 419.5943908691406)]","[(0, 1304.0264892578125), (1, 1266.3895263671875)]","[(0, 2094.168212890625), (1, 1322.7650146484375)]","[(0, 2017.9608154296875), (1, 689.1467895507812)]","[(0, 1221.565185546875), (1, 1310.636962890625)]","[(0, 1820.0086669921875), (1, 2499.50439453125)]","[(0, 1962.572998046875), (1, 1505.1546630859375)]","[(0, 7148.65576171875), (1, 6998.10400390625)]","[(0, 1671.076171875), (1, 2435.635986328125)]","[(0, 2986.700439453125), (1, 1985.490478515625)]","[(0, 4809.77197265625), (1, 4292.31298828125)]","[(0, 1988.01318359375), (1, 2162.014892578125)]","[(0, 924.5905151367188), (1, 959.4924926757812)]","[(0, 1709.064208984375), (1, 1561.8067626953125)]","[(0, 2603.456787109375), (1, 1900.37158203125)]","[(0, 2671.6103515625), (1, 2058.019775390625)]","[(0, 1502.870361328125), (1, 1642.313232421875)]","[(0, 1633.5484619140625), (1, 1909.6287841796875)]"
9,"[(0, 2542.69091796875), (1, 2500.66064453125)]","[(0, 1728.623046875), (1, 1335.163818359375)]","[(0, 2142.59423828125), (1, 2329.566650390625)]","[(0, 984.2843627929688), (1, 946.0995483398438)]","[(0, 1765.189208984375), (1, 2096.997802734375)]","[(0, 765.385009765625), (1, 602.3167724609375)]","[(0, 1718.3699951171875), (1, 1775.8875732421875)]","[(0, 3973.020751953125), (1, 1200.187255859375)]","[(0, 1875.737060546875), (1, 987.0428466796875)]","[(0, 2282.779296875), (1, 2802.65380859375)]","[(0, 1648.965087890625), (1, 2094.12890625)]","[(0, 2649.056884765625), (1, 2097.40771484375)]","[(0, 7959.158203125), (1, 7836.5478515625)]","[(0, 2104.7587890625), (1, 2378.12109375)]","[(0, 3407.177001953125), (1, 2082.75244140625)]","[(0, 3391.515380859375), (1, 3712.484619140625)]","[(0, 1401.2601318359375), (1, 1532.6141357421875)]","[(0, 1157.85791015625), (1, 1379.030517578125)]","[(0, 1905.0830078125), (1, 1222.7335205078125)]","[(0, 3355.396484375), (1, 2689.9267578125)]","[(0, 1807.4132080078125), (1, 1411.0340576171875)]","[(0, 1244.0224609375), (1, 1304.64599609375)]","[(0, 2329.18896484375), (1, 2799.802001953125)]"
