,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 991.5799560546875), (1, 902.3621826171875)]","[(0, 1685.4158935546875), (1, 1466.4354248046875)]","[(0, 1137.4122314453125), (1, 1039.3809814453125)]","[(0, 1134.64404296875), (1, 1038.007568359375)]","[(0, 704.0040283203125), (1, 626.3524780273438)]","[(0, 448.00592041015625), (1, 257.1331481933594)]","[(0, 3525.9052734375), (1, 3516.723876953125)]","[(0, 2749.747314453125), (1, 1309.2802734375)]","[(0, 2899.231201171875), (1, 1851.48388671875)]","[(0, 11611.6708984375), (1, 8561.0771484375)]","[(0, 2703.365234375), (1, 3609.213134765625)]","[(0, 3420.31005859375), (1, 1660.0726318359375)]","[(0, 4855.43505859375), (1, 4857.13037109375)]","[(0, 1604.5811767578125), (1, 1525.31103515625)]","[(0, 3063.7919921875), (1, 2239.287353515625)]","[(0, 2080.93603515625), (1, 1855.2547607421875)]","[(0, 1572.896240234375), (1, 1677.9766845703125)]","[(0, 1255.3270263671875), (1, 1338.0101318359375)]","[(0, 1076.3919677734375), (1, 863.9802856445312)]","[(0, 1530.96923828125), (1, 1098.9788818359375)]","[(0, 5565.32373046875), (1, 5638.498046875)]","[(0, 1990.02001953125), (1, 1848.806396484375)]","[(0, 1763.634521484375), (1, 1620.947509765625)]"
1,"[(0, 1583.3900146484375), (1, 1597.5224609375)]","[(0, 1340.763427734375), (1, 1170.410400390625)]","[(0, 1143.54150390625), (1, 1037.8367919921875)]","[(0, 576.041259765625), (1, 527.5369873046875)]","[(0, 678.4612426757812), (1, 556.4442749023438)]","[(0, 380.2015380859375), (1, 208.02552795410156)]","[(0, 2015.52880859375), (1, 1864.6807861328125)]","[(0, 1121.6004638671875), (1, 1013.6203002929688)]","[(0, 1337.1173095703125), (1, 946.1947631835938)]","[(0, 3514.3369140625), (1, 3311.98779296875)]","[(0, 5017.126953125), (1, 6597.052734375)]","[(0, 2734.44140625), (1, 1377.1314697265625)]","[(0, 5615.0048828125), (1, 5487.94775390625)]","[(0, 1552.09814453125), (1, 1730.8377685546875)]","[(0, 4021.38330078125), (1, 2753.268798828125)]","[(0, 1700.37060546875), (1, 1852.1170654296875)]","[(0, 1323.6829833984375), (1, 1408.5379638671875)]","[(0, 1079.7601318359375), (1, 1326.330322265625)]","[(0, 2487.875244140625), (1, 2101.4052734375)]","[(0, 1050.4029541015625), (1, 1142.353515625)]","[(0, 2391.1201171875), (1, 2427.417724609375)]","[(0, 1712.6929931640625), (1, 1625.59326171875)]","[(0, 3661.6826171875), (1, 3267.510009765625)]"
2,"[(0, 1341.31982421875), (1, 1372.5582275390625)]","[(0, 1466.520751953125), (1, 1289.721923828125)]","[(0, 1166.3934326171875), (1, 1058.0096435546875)]","[(0, 703.4447021484375), (1, 661.3648071289062)]","[(0, 809.1527099609375), (1, 697.9904174804688)]","[(0, 626.882568359375), (1, 389.1752624511719)]","[(0, 1614.6495361328125), (1, 1597.355712890625)]","[(0, 1496.4052734375), (1, 1344.3067626953125)]","[(0, 2809.66796875), (1, 1676.449951171875)]","[(0, 5619.6015625), (1, 9844.9189453125)]","[(0, 3236.181884765625), (1, 2622.58154296875)]","[(0, 1943.397705078125), (1, 1557.7569580078125)]","[(0, 4890.75927734375), (1, 4632.7216796875)]","[(0, 1676.447509765625), (1, 1423.2452392578125)]","[(0, 2650.693115234375), (1, 2073.024658203125)]","[(0, 2986.572265625), (1, 2689.976806640625)]","[(0, 2399.640869140625), (1, 2564.962158203125)]","[(0, 942.696533203125), (1, 1052.34423828125)]","[(0, 1647.1011962890625), (1, 1493.919921875)]","[(0, 2537.7900390625), (1, 2331.0634765625)]","[(0, 3253.393310546875), (1, 3071.368896484375)]","[(0, 2144.771484375), (1, 1914.9210205078125)]","[(0, 1727.980224609375), (1, 2378.0009765625)]"
3,"[(0, 1734.83203125), (1, 1604.6048583984375)]","[(0, 1160.907958984375), (1, 1017.2862548828125)]","[(0, 1146.2706298828125), (1, 1031.2088623046875)]","[(0, 1078.1734619140625), (1, 996.2406005859375)]","[(0, 2089.259765625), (1, 1714.054931640625)]","[(0, 1143.332763671875), (1, 691.9891967773438)]","[(0, 1401.0797119140625), (1, 1422.7913818359375)]","[(0, 3368.709228515625), (1, 2039.6966552734375)]","[(0, 2280.220703125), (1, 1637.3480224609375)]","[(0, 3783.278076171875), (1, 3185.58740234375)]","[(0, 5895.76611328125), (1, 4836.04443359375)]","[(0, 2069.28369140625), (1, 1510.201416015625)]","[(0, 3810.48974609375), (1, 3715.739990234375)]","[(0, 1610.3306884765625), (1, 1586.2049560546875)]","[(0, 3325.787841796875), (1, 2472.676513671875)]","[(0, 2152.3623046875), (1, 2319.06982421875)]","[(0, 1845.455810546875), (1, 1931.3043212890625)]","[(0, 1116.3592529296875), (1, 1296.126220703125)]","[(0, 1268.2803955078125), (1, 884.9241943359375)]","[(0, 2740.798583984375), (1, 5177.04443359375)]","[(0, 2928.008056640625), (1, 2775.921630859375)]","[(0, 2262.645263671875), (1, 2003.289306640625)]","[(0, 1451.6513671875), (1, 2037.7542724609375)]"
4,"[(0, 925.3887939453125), (1, 836.4968872070312)]","[(0, 2122.598876953125), (1, 2424.06689453125)]","[(0, 1124.668701171875), (1, 1241.8580322265625)]","[(0, 1073.894287109375), (1, 982.2650146484375)]","[(0, 1785.9754638671875), (1, 1517.9140625)]","[(0, 562.8896484375), (1, 410.6045837402344)]","[(0, 3289.182861328125), (1, 3285.906494140625)]","[(0, 1289.20849609375), (1, 1252.38427734375)]","[(0, 2371.2998046875), (1, 1161.3514404296875)]","[(0, 2659.053466796875), (1, 1728.6429443359375)]","[(0, 2740.458984375), (1, 2629.61279296875)]","[(0, 2829.357666015625), (1, 1349.11865234375)]","[(0, 3085.310546875), (1, 3503.401123046875)]","[(0, 1581.7078857421875), (1, 1980.4989013671875)]","[(0, 3176.077392578125), (1, 2415.318603515625)]","[(0, 2122.4775390625), (1, 1813.3056640625)]","[(0, 1915.412353515625), (1, 1838.42138671875)]","[(0, 850.7335815429688), (1, 861.0306396484375)]","[(0, 1618.1495361328125), (1, 1406.713623046875)]","[(0, 2646.89404296875), (1, 2054.032470703125)]","[(0, 2217.1494140625), (1, 2022.07470703125)]","[(0, 2752.70849609375), (1, 2195.309814453125)]","[(0, 2411.5634765625), (1, 3981.16015625)]"
5,"[(0, 1330.94384765625), (1, 1298.344970703125)]","[(0, 1852.2158203125), (1, 2135.609375)]","[(0, 1149.69580078125), (1, 1276.97509765625)]","[(0, 929.9791870117188), (1, 862.937744140625)]","[(0, 1552.83251953125), (1, 1262.62939453125)]","[(0, 572.51171875), (1, 369.75579833984375)]","[(0, 1459.7852783203125), (1, 1424.3173828125)]","[(0, 1466.9620361328125), (1, 1226.2486572265625)]","[(0, 3253.29736328125), (1, 1754.1629638671875)]","[(0, 5281.64013671875), (1, 3643.6171875)]","[(0, 2731.437744140625), (1, 2469.77880859375)]","[(0, 2196.38720703125), (1, 1541.2340087890625)]","[(0, 2400.436279296875), (1, 2531.528076171875)]","[(0, 2682.244384765625), (1, 2580.023193359375)]","[(0, 3245.181640625), (1, 2429.9423828125)]","[(0, 1565.9185791015625), (1, 1749.1087646484375)]","[(0, 1567.5113525390625), (1, 1488.27392578125)]","[(0, 952.357177734375), (1, 1006.2215576171875)]","[(0, 2393.209716796875), (1, 1796.72265625)]","[(0, 2173.385986328125), (1, 3380.83935546875)]","[(0, 1524.254638671875), (1, 1385.6351318359375)]","[(0, 2208.861572265625), (1, 1759.749267578125)]","[(0, 975.5740966796875), (1, 938.5995483398438)]"
6,"[(0, 1136.68994140625), (1, 1126.78955078125)]","[(0, 1878.754638671875), (1, 2186.6416015625)]","[(0, 1257.5784912109375), (1, 1397.074951171875)]","[(0, 693.0772705078125), (1, 639.61962890625)]","[(0, 535.233642578125), (1, 590.4859008789062)]","[(0, 700.9922485351562), (1, 470.0957946777344)]","[(0, 2796.918701171875), (1, 2879.244873046875)]","[(0, 2958.726318359375), (1, 1612.1177978515625)]","[(0, 2678.0322265625), (1, 1222.8875732421875)]","[(0, 3266.983642578125), (1, 6080.49267578125)]","[(0, 2699.2421875), (1, 2526.344970703125)]","[(0, 2800.78076171875), (1, 2204.115478515625)]","[(0, 2915.3359375), (1, 2915.768310546875)]","[(0, 2500.919677734375), (1, 2575.811767578125)]","[(0, 2743.65576171875), (1, 2065.40087890625)]","[(0, 5651.935546875), (1, 5912.18408203125)]","[(0, 1778.874267578125), (1, 1617.8935546875)]","[(0, 1151.2362060546875), (1, 1241.8626708984375)]","[(0, 971.652099609375), (1, 700.6781616210938)]","[(0, 2481.798095703125), (1, 2200.282470703125)]","[(0, 1852.3995361328125), (1, 1941.4193115234375)]","[(0, 2064.908447265625), (1, 1588.61572265625)]","[(0, 1911.11181640625), (1, 1744.2689208984375)]"
7,"[(0, 1646.937744140625), (1, 1526.4002685546875)]","[(0, 1532.532958984375), (1, 1807.6002197265625)]","[(0, 1290.7548828125), (1, 1438.26611328125)]","[(0, 1138.2813720703125), (1, 1237.8548583984375)]","[(0, 475.9134216308594), (1, 570.6365966796875)]","[(0, 485.3946533203125), (1, 280.2467956542969)]","[(0, 1589.3485107421875), (1, 1543.6876220703125)]","[(0, 2020.58349609375), (1, 690.2765502929688)]","[(0, 1988.8021240234375), (1, 1284.71337890625)]","[(0, 3642.203369140625), (1, 4422.72021484375)]","[(0, 2663.714599609375), (1, 2561.746337890625)]","[(0, 3171.310302734375), (1, 1451.76611328125)]","[(0, 2644.869140625), (1, 2552.80322265625)]","[(0, 3231.16162109375), (1, 3022.83203125)]","[(0, 2593.368896484375), (1, 1877.6439208984375)]","[(0, 5036.8447265625), (1, 5487.85888671875)]","[(0, 1489.2498779296875), (1, 1328.2200927734375)]","[(0, 1019.3291015625), (1, 1376.12646484375)]","[(0, 1053.960693359375), (1, 691.1235961914062)]","[(0, 3166.749755859375), (1, 3272.33740234375)]","[(0, 1693.274658203125), (1, 1709.8189697265625)]","[(0, 1532.727294921875), (1, 1207.4481201171875)]","[(0, 2608.65625), (1, 4334.95263671875)]"
8,"[(0, 1273.493896484375), (1, 1372.22119140625)]","[(0, 2141.475830078125), (1, 2009.4705810546875)]","[(0, 1343.4422607421875), (1, 1302.7860107421875)]","[(0, 571.8506469726562), (1, 622.05126953125)]","[(0, 598.0075073242188), (1, 688.5473022460938)]","[(0, 431.19061279296875), (1, 236.4456329345703)]","[(0, 1070.5439453125), (1, 1053.6673583984375)]","[(0, 1557.0440673828125), (1, 1239.4945068359375)]","[(0, 2155.789794921875), (1, 1056.596435546875)]","[(0, 1004.6959228515625), (1, 1158.979248046875)]","[(0, 1409.20166015625), (1, 1852.8968505859375)]","[(0, 1702.52294921875), (1, 1482.84130859375)]","[(0, 8340.4267578125), (1, 8376.47265625)]","[(0, 1583.9124755859375), (1, 1820.4722900390625)]","[(0, 3000.306640625), (1, 2372.44775390625)]","[(0, 4831.6513671875), (1, 4564.03955078125)]","[(0, 1647.4193115234375), (1, 1580.72998046875)]","[(0, 854.843505859375), (1, 962.886474609375)]","[(0, 1177.970703125), (1, 1115.6302490234375)]","[(0, 1688.854248046875), (1, 1536.0234375)]","[(0, 2460.4140625), (1, 2309.343505859375)]","[(0, 1472.2247314453125), (1, 1540.2275390625)]","[(0, 1254.232177734375), (1, 1738.6622314453125)]"
9,"[(0, 2727.726806640625), (1, 2671.712158203125)]","[(0, 1703.0799560546875), (1, 1460.6082763671875)]","[(0, 1739.3238525390625), (1, 1673.843505859375)]","[(0, 724.4584350585938), (1, 765.6653442382812)]","[(0, 1403.1502685546875), (1, 1688.97021484375)]","[(0, 719.2283325195312), (1, 453.8773193359375)]","[(0, 1127.316650390625), (1, 1154.0035400390625)]","[(0, 3595.75927734375), (1, 1452.62548828125)]","[(0, 1773.5452880859375), (1, 1166.3194580078125)]","[(0, 2119.94091796875), (1, 2702.259521484375)]","[(0, 1642.052490234375), (1, 2073.68994140625)]","[(0, 2208.372802734375), (1, 1632.8773193359375)]","[(0, 8619.421875), (1, 8649.115234375)]","[(0, 2028.470703125), (1, 1986.4156494140625)]","[(0, 3458.024658203125), (1, 2644.27392578125)]","[(0, 3538.854736328125), (1, 3737.935791015625)]","[(0, 1364.18408203125), (1, 1286.3831787109375)]","[(0, 1114.7952880859375), (1, 1338.098876953125)]","[(0, 1715.69189453125), (1, 1202.1065673828125)]","[(0, 2139.35595703125), (1, 2441.92138671875)]","[(0, 1540.6358642578125), (1, 1425.5130615234375)]","[(0, 1257.12890625), (1, 1291.723388671875)]","[(0, 2413.979736328125), (1, 2181.126708984375)]"
