,best
agreement_determiner_noun-across_1_adjective,0.6585
agreement_determiner_noun-between_neighbors,0.7485
agreement_subject_verb-across_prepositional_phrase,0.598
agreement_subject_verb-across_relative_clause,0.587
agreement_subject_verb-in_question_with_aux,0.5355
agreement_subject_verb-in_simple_question,0.545
anaphor_agreement-pronoun_gender,0.5985
argument_structure-dropped_argument,0.7675
argument_structure-swapped_arguments,0.97
argument_structure-transitive,0.6755
binding-principle_a,0.321
case-subjective_pronoun,0.995
ellipsis-n_bar,0.338
filler-gap-wh_question_object,0.623
filler-gap-wh_question_subject,0.989
irregular-verb,0.807
island-effects-adjunct_island,0.7925
island-effects-coordinate_structure_constraint,0.698
local_attractor-in_question_with_aux,0.4585
npi_licensing-matrix_question,0.1005
npi_licensing-only_npi_licensor,0.934
quantifiers-existential_there,0.881
quantifiers-superlative,0.126
