,best
agreement_determiner_noun-across_1_adjective,0.5055
agreement_determiner_noun-between_neighbors,0.505
agreement_subject_verb-across_prepositional_phrase,0.5015
agreement_subject_verb-across_relative_clause,0.5045
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.488
anaphor_agreement-pronoun_gender,0.538
argument_structure-dropped_argument,0.8
argument_structure-swapped_arguments,0.9945
argument_structure-transitive,0.564
binding-principle_a,0.4855
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2345
filler-gap-wh_question_object,0.491
filler-gap-wh_question_subject,0.9985
irregular-verb,0.5025
island-effects-adjunct_island,0.6005
island-effects-coordinate_structure_constraint,0.5875
local_attractor-in_question_with_aux,0.6555
npi_licensing-matrix_question,0.564
npi_licensing-only_npi_licensor,0.09
quantifiers-existential_there,0.5635
quantifiers-superlative,0.4855
