,best
agreement_determiner_noun-across_1_adjective,0.5135
agreement_determiner_noun-between_neighbors,0.5155
agreement_subject_verb-across_prepositional_phrase,0.4905
agreement_subject_verb-across_relative_clause,0.505
agreement_subject_verb-in_question_with_aux,0.5035
agreement_subject_verb-in_simple_question,0.5
anaphor_agreement-pronoun_gender,0.5285
argument_structure-dropped_argument,0.916
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5965
binding-principle_a,0.4335
case-subjective_pronoun,1.0
ellipsis-n_bar,0.268
filler-gap-wh_question_object,0.4135
filler-gap-wh_question_subject,0.933
irregular-verb,0.66
island-effects-adjunct_island,0.67
island-effects-coordinate_structure_constraint,0.382
local_attractor-in_question_with_aux,0.5885
npi_licensing-matrix_question,0.328
npi_licensing-only_npi_licensor,0.8095
quantifiers-existential_there,0.7695
quantifiers-superlative,0.479
