,best
agreement_determiner_noun-across_1_adjective,0.513
agreement_determiner_noun-between_neighbors,0.559
agreement_subject_verb-across_prepositional_phrase,0.5185
agreement_subject_verb-across_relative_clause,0.508
agreement_subject_verb-in_question_with_aux,0.49
agreement_subject_verb-in_simple_question,0.51
anaphor_agreement-pronoun_gender,0.4925
argument_structure-dropped_argument,0.779
argument_structure-swapped_arguments,0.988
argument_structure-transitive,0.656
binding-principle_a,0.374
case-subjective_pronoun,0.998
ellipsis-n_bar,0.5235
filler-gap-wh_question_object,0.269
filler-gap-wh_question_subject,0.9765
irregular-verb,0.6985
island-effects-adjunct_island,0.437
island-effects-coordinate_structure_constraint,0.569
local_attractor-in_question_with_aux,0.6215
npi_licensing-matrix_question,0.1515
npi_licensing-only_npi_licensor,0.4665
quantifiers-existential_there,0.747
quantifiers-superlative,0.509
