,best
agreement_determiner_noun-across_1_adjective,0.718
agreement_determiner_noun-between_neighbors,0.8095
agreement_subject_verb-across_prepositional_phrase,0.6235
agreement_subject_verb-across_relative_clause,0.5805
agreement_subject_verb-in_question_with_aux,0.556
agreement_subject_verb-in_simple_question,0.5585
anaphor_agreement-pronoun_gender,0.6135
argument_structure-dropped_argument,0.809
argument_structure-swapped_arguments,0.974
argument_structure-transitive,0.646
binding-principle_a,0.3755
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.4275
filler-gap-wh_question_object,0.6755
filler-gap-wh_question_subject,0.9935
irregular-verb,0.8095
island-effects-adjunct_island,0.828
island-effects-coordinate_structure_constraint,0.6735
local_attractor-in_question_with_aux,0.458
npi_licensing-matrix_question,0.105
npi_licensing-only_npi_licensor,0.924
quantifiers-existential_there,0.8915
quantifiers-superlative,0.3315
