,best
agreement_determiner_noun-across_1_adjective,0.529
agreement_determiner_noun-between_neighbors,0.523
agreement_subject_verb-across_prepositional_phrase,0.5035
agreement_subject_verb-across_relative_clause,0.506
agreement_subject_verb-in_question_with_aux,0.514
agreement_subject_verb-in_simple_question,0.517
anaphor_agreement-pronoun_gender,0.537
argument_structure-dropped_argument,0.9085
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.579
binding-principle_a,0.5605
case-subjective_pronoun,1.0
ellipsis-n_bar,0.361
filler-gap-wh_question_object,0.574
filler-gap-wh_question_subject,0.979
irregular-verb,0.6895
island-effects-adjunct_island,0.6985
island-effects-coordinate_structure_constraint,0.4365
local_attractor-in_question_with_aux,0.542
npi_licensing-matrix_question,0.382
npi_licensing-only_npi_licensor,0.8035
quantifiers-existential_there,0.8055
quantifiers-superlative,0.318
