,best
agreement_determiner_noun-across_1_adjective,0.718
agreement_determiner_noun-between_neighbors,0.8085
agreement_subject_verb-across_prepositional_phrase,0.6235
agreement_subject_verb-across_relative_clause,0.5805
agreement_subject_verb-in_question_with_aux,0.556
agreement_subject_verb-in_simple_question,0.5595
anaphor_agreement-pronoun_gender,0.6135
argument_structure-dropped_argument,0.808
argument_structure-swapped_arguments,0.974
argument_structure-transitive,0.647
binding-principle_a,0.375
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.426
filler-gap-wh_question_object,0.675
filler-gap-wh_question_subject,0.9935
irregular-verb,0.8095
island-effects-adjunct_island,0.828
island-effects-coordinate_structure_constraint,0.671
local_attractor-in_question_with_aux,0.4575
npi_licensing-matrix_question,0.1055
npi_licensing-only_npi_licensor,0.9235
quantifiers-existential_there,0.8915
quantifiers-superlative,0.332
