,epoch_2
adjunct_island,0.527
anaphor_gender_agreement,0.423
anaphor_number_agreement,0.489
animate_subject_passive,0.548
animate_subject_trans,0.437
causative,0.411
complex_NP_island,0.472
coordinate_structure_constraint_complex_left_branch,0.325
coordinate_structure_constraint_object_extraction,0.588
determiner_noun_agreement_1,0.487
determiner_noun_agreement_2,0.513
determiner_noun_agreement_irregular_1,0.501
determiner_noun_agreement_irregular_2,0.507
determiner_noun_agreement_with_adj_2,0.489
determiner_noun_agreement_with_adj_irregular_1,0.546
determiner_noun_agreement_with_adj_irregular_2,0.531
determiner_noun_agreement_with_adjective_1,0.486
distractor_agreement_relational_noun,0.483
distractor_agreement_relative_clause,0.498
drop_argument,0.586
ellipsis_n_bar_1,0.214
ellipsis_n_bar_2,0.429
existential_there_object_raising,0.697
existential_there_quantifiers_1,0.576
existential_there_quantifiers_2,0.173
existential_there_subject_raising,0.586
expletive_it_object_raising,0.642
inchoative,0.371
intransitive,0.455
irregular_past_participle_adjectives,0.415
irregular_past_participle_verbs,0.655
irregular_plural_subject_verb_agreement_1,0.542
irregular_plural_subject_verb_agreement_2,0.543
left_branch_island_echo_question,0.329
left_branch_island_simple_question,0.288
matrix_question_npi_licensor_present,0.192
npi_present_1,0.37
npi_present_2,0.364
only_npi_licensor_present,0.038
only_npi_scope,0.357
passive_1,0.532
passive_2,0.518
principle_A_c_command,0.63
principle_A_case_1,1.0
principle_A_case_2,0.436
principle_A_domain_1,0.999
principle_A_domain_2,0.518
principle_A_domain_3,0.535
principle_A_reconstruction,0.323
regular_plural_subject_verb_agreement_1,0.461
regular_plural_subject_verb_agreement_2,0.469
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.764
sentential_subject_island,0.552
superlative_quantifiers_1,0.435
superlative_quantifiers_2,0.498
tough_vs_raising_1,0.474
tough_vs_raising_2,0.552
transitive,0.576
wh_island,0.92
wh_questions_object_gap,0.482
wh_questions_subject_gap,0.831
wh_questions_subject_gap_long_distance,0.858
wh_vs_that_no_gap,0.902
wh_vs_that_no_gap_long_distance,0.882
wh_vs_that_with_gap,0.13
wh_vs_that_with_gap_long_distance,0.142
