,best
adjunct_island,0.638
superlative_quantifiers_2,0.692
anaphor_gender_agreement,0.607
tough_vs_raising_1,0.41
anaphor_number_agreement,0.518
tough_vs_raising_2,0.62
animate_subject_passive,0.595
wh_questions_subject_gap,0.809
animate_subject_trans,0.491
causative,0.463
wh_vs_that_no_gap,0.683
complex_NP_island,0.38
coordinate_structure_constraint_complex_left_branch,0.173
left_branch_island_echo_question,0.686
coordinate_structure_constraint_object_extraction,0.269
transitive,0.591
determiner_noun_agreement_1,0.55
wh_island,0.826
determiner_noun_agreement_2,0.528
only_npi_scope,0.275
determiner_noun_agreement_irregular_1,0.563
passive_1,0.472
determiner_noun_agreement_irregular_2,0.612
principle_A_domain_1,0.995
determiner_noun_agreement_with_adj_2,0.5
left_branch_island_simple_question,0.266
determiner_noun_agreement_with_adj_irregular_1,0.565
matrix_question_npi_licensor_present,0.067
determiner_noun_agreement_with_adj_irregular_2,0.538
npi_present_1,0.211
determiner_noun_agreement_with_adjective_1,0.511
principle_A_domain_2,0.518
distractor_agreement_relational_noun,0.459
principle_A_domain_3,0.499
distractor_agreement_relative_clause,0.439
drop_argument,0.412
wh_vs_that_with_gap,0.34
ellipsis_n_bar_1,0.315
ellipsis_n_bar_2,0.563
principle_A_reconstruction,0.259
existential_there_object_raising,0.669
regular_plural_subject_verb_agreement_1,0.493
existential_there_quantifiers_1,0.806
regular_plural_subject_verb_agreement_2,0.515
existential_there_quantifiers_2,0.506
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.545
wh_questions_object_gap,0.445
expletive_it_object_raising,0.607
inchoative,0.501
intransitive,0.411
sentential_negation_npi_scope,0.705
irregular_past_participle_adjectives,0.619
sentential_subject_island,0.566
irregular_past_participle_verbs,0.8
npi_present_2,0.223
irregular_plural_subject_verb_agreement_1,0.59
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.557
passive_2,0.409
principle_A_c_command,0.626
principle_A_case_1,0.999
principle_A_case_2,0.486
superlative_quantifiers_1,0.459
wh_questions_subject_gap_long_distance,0.855
wh_vs_that_no_gap_long_distance,0.757
wh_vs_that_with_gap_long_distance,0.328
