,epoch_7
adjunct_island,0.498
anaphor_gender_agreement,0.77
anaphor_number_agreement,0.635
animate_subject_passive,0.536
animate_subject_trans,0.41
causative,0.458
complex_NP_island,0.468
coordinate_structure_constraint_complex_left_branch,0.337
coordinate_structure_constraint_object_extraction,0.471
determiner_noun_agreement_1,0.54
determiner_noun_agreement_2,0.489
determiner_noun_agreement_irregular_1,0.482
determiner_noun_agreement_irregular_2,0.528
determiner_noun_agreement_with_adj_2,0.472
determiner_noun_agreement_with_adj_irregular_1,0.528
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.485
distractor_agreement_relational_noun,0.464
distractor_agreement_relative_clause,0.523
drop_argument,0.645
ellipsis_n_bar_1,0.146
ellipsis_n_bar_2,0.337
existential_there_object_raising,0.703
existential_there_quantifiers_1,0.811
existential_there_quantifiers_2,0.677
existential_there_subject_raising,0.581
expletive_it_object_raising,0.665
inchoative,0.374
intransitive,0.475
irregular_past_participle_adjectives,0.438
irregular_past_participle_verbs,0.73
irregular_plural_subject_verb_agreement_1,0.528
irregular_plural_subject_verb_agreement_2,0.5
left_branch_island_echo_question,0.503
left_branch_island_simple_question,0.355
matrix_question_npi_licensor_present,0.137
npi_present_1,0.338
npi_present_2,0.293
only_npi_licensor_present,0.34
only_npi_scope,0.542
passive_1,0.631
passive_2,0.595
principle_A_c_command,0.379
principle_A_case_1,1.0
principle_A_case_2,0.406
principle_A_domain_1,0.992
principle_A_domain_2,0.443
principle_A_domain_3,0.534
principle_A_reconstruction,0.35
regular_plural_subject_verb_agreement_1,0.492
regular_plural_subject_verb_agreement_2,0.447
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.849
sentential_subject_island,0.52
superlative_quantifiers_1,0.344
superlative_quantifiers_2,0.192
tough_vs_raising_1,0.427
tough_vs_raising_2,0.586
transitive,0.614
wh_island,0.92
wh_questions_object_gap,0.532
wh_questions_subject_gap,0.878
wh_questions_subject_gap_long_distance,0.784
wh_vs_that_no_gap,0.801
wh_vs_that_no_gap_long_distance,0.788
wh_vs_that_with_gap,0.194
wh_vs_that_with_gap_long_distance,0.239
