,epoch_5
adjunct_island,0.574
anaphor_gender_agreement,0.576
anaphor_number_agreement,0.506
animate_subject_passive,0.569
animate_subject_trans,0.497
causative,0.425
complex_NP_island,0.43
coordinate_structure_constraint_complex_left_branch,0.076
coordinate_structure_constraint_object_extraction,0.567
determiner_noun_agreement_1,0.518
determiner_noun_agreement_2,0.499
determiner_noun_agreement_irregular_1,0.521
determiner_noun_agreement_irregular_2,0.559
determiner_noun_agreement_with_adj_2,0.474
determiner_noun_agreement_with_adj_irregular_1,0.551
determiner_noun_agreement_with_adj_irregular_2,0.533
determiner_noun_agreement_with_adjective_1,0.499
distractor_agreement_relational_noun,0.49
distractor_agreement_relative_clause,0.468
drop_argument,0.487
ellipsis_n_bar_1,0.23
ellipsis_n_bar_2,0.427
existential_there_object_raising,0.662
existential_there_quantifiers_1,0.628
existential_there_quantifiers_2,0.163
existential_there_subject_raising,0.583
expletive_it_object_raising,0.606
inchoative,0.416
intransitive,0.409
irregular_past_participle_adjectives,0.141
irregular_past_participle_verbs,0.766
irregular_plural_subject_verb_agreement_1,0.579
irregular_plural_subject_verb_agreement_2,0.569
left_branch_island_echo_question,0.267
left_branch_island_simple_question,0.114
matrix_question_npi_licensor_present,0.221
npi_present_1,0.42
npi_present_2,0.377
only_npi_licensor_present,0.0
only_npi_scope,0.477
passive_1,0.494
passive_2,0.479
principle_A_c_command,0.621
principle_A_case_1,1.0
principle_A_case_2,0.471
principle_A_domain_1,0.999
principle_A_domain_2,0.494
principle_A_domain_3,0.542
principle_A_reconstruction,0.224
regular_plural_subject_verb_agreement_1,0.484
regular_plural_subject_verb_agreement_2,0.477
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.762
sentential_subject_island,0.56
superlative_quantifiers_1,0.478
superlative_quantifiers_2,0.568
tough_vs_raising_1,0.468
tough_vs_raising_2,0.588
transitive,0.566
wh_island,0.887
wh_questions_object_gap,0.479
wh_questions_subject_gap,0.848
wh_questions_subject_gap_long_distance,0.85
wh_vs_that_no_gap,0.818
wh_vs_that_no_gap_long_distance,0.892
wh_vs_that_with_gap,0.214
wh_vs_that_with_gap_long_distance,0.204
