,best
adjunct_island,0.485
anaphor_gender_agreement,0.676
anaphor_number_agreement,0.54
animate_subject_passive,0.513
animate_subject_trans,0.552
causative,0.447
complex_NP_island,0.368
coordinate_structure_constraint_complex_left_branch,0.711
coordinate_structure_constraint_object_extraction,0.535
determiner_noun_agreement_1,0.52
determiner_noun_agreement_2,0.504
determiner_noun_agreement_irregular_1,0.502
determiner_noun_agreement_irregular_2,0.489
determiner_noun_agreement_with_adj_2,0.501
determiner_noun_agreement_with_adj_irregular_1,0.48
determiner_noun_agreement_with_adj_irregular_2,0.487
determiner_noun_agreement_with_adjective_1,0.484
distractor_agreement_relational_noun,0.511
distractor_agreement_relative_clause,0.53
drop_argument,0.336
ellipsis_n_bar_1,0.54
ellipsis_n_bar_2,0.359
existential_there_object_raising,0.437
existential_there_quantifiers_1,0.769
existential_there_quantifiers_2,0.492
existential_there_subject_raising,0.588
expletive_it_object_raising,0.435
inchoative,0.416
intransitive,0.331
irregular_past_participle_adjectives,0.583
irregular_past_participle_verbs,0.445
irregular_plural_subject_verb_agreement_1,0.539
irregular_plural_subject_verb_agreement_2,0.455
left_branch_island_echo_question,0.713
left_branch_island_simple_question,0.731
matrix_question_npi_licensor_present,0.376
npi_present_1,0.42
npi_present_2,0.447
only_npi_licensor_present,1.0
only_npi_scope,0.768
passive_1,0.527
passive_2,0.534
principle_A_c_command,0.295
principle_A_case_1,0.745
principle_A_case_2,0.442
principle_A_domain_1,0.747
principle_A_domain_2,0.476
principle_A_domain_3,0.458
principle_A_reconstruction,0.615
regular_plural_subject_verb_agreement_1,0.446
regular_plural_subject_verb_agreement_2,0.459
sentential_negation_npi_licensor_present,0.99
sentential_negation_npi_scope,0.73
sentential_subject_island,0.437
superlative_quantifiers_1,0.001
superlative_quantifiers_2,0.32
tough_vs_raising_1,0.532
tough_vs_raising_2,0.45
transitive,0.591
wh_island,0.666
wh_questions_object_gap,0.638
wh_questions_subject_gap,0.731
wh_questions_subject_gap_long_distance,0.748
wh_vs_that_no_gap,0.695
wh_vs_that_no_gap_long_distance,0.555
wh_vs_that_with_gap,0.277
wh_vs_that_with_gap_long_distance,0.445
