,best
adjunct_island,0.484
anaphor_gender_agreement,0.362
anaphor_number_agreement,0.46
animate_subject_passive,0.538
animate_subject_trans,0.496
causative,0.47
complex_NP_island,0.552
coordinate_structure_constraint_complex_left_branch,0.473
coordinate_structure_constraint_object_extraction,0.524
determiner_noun_agreement_1,0.495
determiner_noun_agreement_2,0.521
determiner_noun_agreement_irregular_1,0.499
determiner_noun_agreement_irregular_2,0.493
determiner_noun_agreement_with_adj_2,0.491
determiner_noun_agreement_with_adj_irregular_1,0.548
determiner_noun_agreement_with_adj_irregular_2,0.483
determiner_noun_agreement_with_adjective_1,0.506
distractor_agreement_relational_noun,0.501
distractor_agreement_relative_clause,0.521
drop_argument,0.531
ellipsis_n_bar_1,0.247
ellipsis_n_bar_2,0.512
existential_there_object_raising,0.584
existential_there_quantifiers_1,0.87
existential_there_quantifiers_2,0.518
existential_there_subject_raising,0.49
expletive_it_object_raising,0.555
inchoative,0.413
intransitive,0.46
irregular_past_participle_adjectives,0.68
irregular_past_participle_verbs,0.428
irregular_plural_subject_verb_agreement_1,0.487
irregular_plural_subject_verb_agreement_2,0.531
left_branch_island_echo_question,0.653
left_branch_island_simple_question,0.517
matrix_question_npi_licensor_present,0.062
npi_present_1,0.173
npi_present_2,0.244
only_npi_licensor_present,0.804
only_npi_scope,0.583
passive_1,0.615
passive_2,0.566
principle_A_c_command,0.508
principle_A_case_1,0.876
principle_A_case_2,0.505
principle_A_domain_1,0.534
principle_A_domain_2,0.533
principle_A_domain_3,0.47
principle_A_reconstruction,0.441
regular_plural_subject_verb_agreement_1,0.446
regular_plural_subject_verb_agreement_2,0.468
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.309
sentential_subject_island,0.434
superlative_quantifiers_1,0.546
superlative_quantifiers_2,0.19
tough_vs_raising_1,0.564
tough_vs_raising_2,0.485
transitive,0.584
wh_island,0.407
wh_questions_object_gap,0.861
wh_questions_subject_gap,0.96
wh_questions_subject_gap_long_distance,0.901
wh_vs_that_no_gap,0.992
wh_vs_that_no_gap_long_distance,0.99
wh_vs_that_with_gap,0.023
wh_vs_that_with_gap_long_distance,0.016
