,best
adjunct_island,0.551
anaphor_gender_agreement,0.717
anaphor_number_agreement,0.65
animate_subject_passive,0.559
animate_subject_trans,0.573
causative,0.423
complex_NP_island,0.657
coordinate_structure_constraint_complex_left_branch,0.177
coordinate_structure_constraint_object_extraction,0.493
determiner_noun_agreement_1,0.504
determiner_noun_agreement_2,0.5
determiner_noun_agreement_irregular_1,0.511
determiner_noun_agreement_irregular_2,0.536
determiner_noun_agreement_with_adj_2,0.486
determiner_noun_agreement_with_adj_irregular_1,0.527
determiner_noun_agreement_with_adj_irregular_2,0.529
determiner_noun_agreement_with_adjective_1,0.508
distractor_agreement_relational_noun,0.476
distractor_agreement_relative_clause,0.468
drop_argument,0.6
ellipsis_n_bar_1,0.372
ellipsis_n_bar_2,0.502
existential_there_object_raising,0.688
existential_there_quantifiers_1,0.762
existential_there_quantifiers_2,0.004
existential_there_subject_raising,0.56
expletive_it_object_raising,0.632
inchoative,0.406
intransitive,0.459
irregular_past_participle_adjectives,0.623
irregular_past_participle_verbs,0.746
irregular_plural_subject_verb_agreement_1,0.507
irregular_plural_subject_verb_agreement_2,0.515
left_branch_island_echo_question,0.571
left_branch_island_simple_question,0.244
matrix_question_npi_licensor_present,0.005
npi_present_1,0.345
npi_present_2,0.276
only_npi_licensor_present,0.005
only_npi_scope,0.043
passive_1,0.552
passive_2,0.508
principle_A_c_command,0.375
principle_A_case_1,1.0
principle_A_case_2,0.409
principle_A_domain_1,0.911
principle_A_domain_2,0.489
principle_A_domain_3,0.506
principle_A_reconstruction,0.417
regular_plural_subject_verb_agreement_1,0.593
regular_plural_subject_verb_agreement_2,0.489
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.649
sentential_subject_island,0.597
superlative_quantifiers_1,0.359
superlative_quantifiers_2,0.412
tough_vs_raising_1,0.473
tough_vs_raising_2,0.589
transitive,0.584
wh_island,0.915
wh_questions_object_gap,0.417
wh_questions_subject_gap,0.557
wh_questions_subject_gap_long_distance,0.604
wh_vs_that_no_gap,0.891
wh_vs_that_no_gap_long_distance,0.923
wh_vs_that_with_gap,0.157
wh_vs_that_with_gap_long_distance,0.145
