,best
adjunct_island,0.59
anaphor_gender_agreement,0.544
anaphor_number_agreement,0.533
animate_subject_passive,0.595
animate_subject_trans,0.558
causative,0.477
complex_NP_island,0.415
coordinate_structure_constraint_complex_left_branch,0.18
coordinate_structure_constraint_object_extraction,0.503
determiner_noun_agreement_1,0.591
determiner_noun_agreement_2,0.503
determiner_noun_agreement_irregular_1,0.541
determiner_noun_agreement_irregular_2,0.558
determiner_noun_agreement_with_adj_2,0.49
determiner_noun_agreement_with_adj_irregular_1,0.533
determiner_noun_agreement_with_adj_irregular_2,0.544
determiner_noun_agreement_with_adjective_1,0.51
distractor_agreement_relational_noun,0.45
distractor_agreement_relative_clause,0.494
drop_argument,0.453
ellipsis_n_bar_1,0.255
ellipsis_n_bar_2,0.476
existential_there_object_raising,0.681
existential_there_quantifiers_1,0.805
existential_there_quantifiers_2,0.241
existential_there_subject_raising,0.544
expletive_it_object_raising,0.61
inchoative,0.537
intransitive,0.448
irregular_past_participle_adjectives,0.599
irregular_past_participle_verbs,0.631
irregular_plural_subject_verb_agreement_1,0.58
irregular_plural_subject_verb_agreement_2,0.615
left_branch_island_echo_question,0.601
left_branch_island_simple_question,0.225
matrix_question_npi_licensor_present,0.164
npi_present_1,0.329
npi_present_2,0.335
only_npi_licensor_present,0.0
only_npi_scope,0.108
passive_1,0.452
passive_2,0.396
principle_A_c_command,0.473
principle_A_case_1,1.0
principle_A_case_2,0.479
principle_A_domain_1,0.985
principle_A_domain_2,0.522
principle_A_domain_3,0.498
principle_A_reconstruction,0.13
regular_plural_subject_verb_agreement_1,0.616
regular_plural_subject_verb_agreement_2,0.491
sentential_negation_npi_licensor_present,0.979
sentential_negation_npi_scope,0.605
sentential_subject_island,0.478
superlative_quantifiers_1,0.4
superlative_quantifiers_2,0.362
tough_vs_raising_1,0.521
tough_vs_raising_2,0.538
transitive,0.566
wh_island,0.824
wh_questions_object_gap,0.493
wh_questions_subject_gap,0.827
wh_questions_subject_gap_long_distance,0.903
wh_vs_that_no_gap,0.882
wh_vs_that_no_gap_long_distance,0.923
wh_vs_that_with_gap,0.168
wh_vs_that_with_gap_long_distance,0.113
