,best
adjunct_island,0.516
anaphor_gender_agreement,0.783
anaphor_number_agreement,0.642
animate_subject_passive,0.525
animate_subject_trans,0.378
causative,0.455
complex_NP_island,0.499
coordinate_structure_constraint_complex_left_branch,0.363
coordinate_structure_constraint_object_extraction,0.517
determiner_noun_agreement_1,0.535
determiner_noun_agreement_2,0.492
determiner_noun_agreement_irregular_1,0.525
determiner_noun_agreement_irregular_2,0.534
determiner_noun_agreement_with_adj_2,0.472
determiner_noun_agreement_with_adj_irregular_1,0.545
determiner_noun_agreement_with_adj_irregular_2,0.541
determiner_noun_agreement_with_adjective_1,0.489
distractor_agreement_relational_noun,0.471
distractor_agreement_relative_clause,0.528
drop_argument,0.553
ellipsis_n_bar_1,0.15
ellipsis_n_bar_2,0.374
existential_there_object_raising,0.662
existential_there_quantifiers_1,0.798
existential_there_quantifiers_2,0.093
existential_there_subject_raising,0.567
expletive_it_object_raising,0.65
inchoative,0.353
intransitive,0.441
irregular_past_participle_adjectives,0.458
irregular_past_participle_verbs,0.729
irregular_plural_subject_verb_agreement_1,0.538
irregular_plural_subject_verb_agreement_2,0.496
left_branch_island_echo_question,0.66
left_branch_island_simple_question,0.436
matrix_question_npi_licensor_present,0.029
npi_present_1,0.303
npi_present_2,0.263
only_npi_licensor_present,0.081
only_npi_scope,0.257
passive_1,0.595
passive_2,0.601
principle_A_c_command,0.419
principle_A_case_1,0.99
principle_A_case_2,0.411
principle_A_domain_1,0.78
principle_A_domain_2,0.437
principle_A_domain_3,0.522
principle_A_reconstruction,0.428
regular_plural_subject_verb_agreement_1,0.529
regular_plural_subject_verb_agreement_2,0.454
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.732
sentential_subject_island,0.513
superlative_quantifiers_1,0.267
superlative_quantifiers_2,0.14
tough_vs_raising_1,0.485
tough_vs_raising_2,0.55
transitive,0.603
wh_island,0.855
wh_questions_object_gap,0.575
wh_questions_subject_gap,0.865
wh_questions_subject_gap_long_distance,0.72
wh_vs_that_no_gap,0.81
wh_vs_that_no_gap_long_distance,0.796
wh_vs_that_with_gap,0.165
wh_vs_that_with_gap_long_distance,0.246
